縣市,鄉鎮市區,機構類別,醫事機構代碼,合約醫療院所名稱,接種時間,聯絡電話,地址,公費疫苗,自費疫苗
臺北市,士林區,合約院所,3501154475,樹爸爸親子診所,"週一、二、四
09:00-12:00
16:00-18:00
18:30-21:00
週五
09:00-12:00
16:00-18:00
週六、日
09:00-12:00",02-2838-1838,臺北市士林區德行東路286號,各項常規疫苗、PPV、流感,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗、破傷風疫苗、13PCV、23PPV、MMR疫苗、水痘疫苗、三合一疫苗、六合一疫苗
臺北市,士林區,合約院所,3501154528,小禾馨士林小兒專科診所,採約診制,"02-2882-7333 
傳真 2882-5333",臺北市士林區中正路289號,各項常規疫苗、流感、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗(需預約)、流感疫苗、HPV疫苗、帶狀皰疹疫苗(需預約)、六合一疫苗
臺北市,士林區,合約院所,3501154519,貝爾診所,"週一至週五、週日
08:30-12:00
14:00-17:30
18:00-21:30",02-2872-9980,臺北市士林區中山北路7段82巷9號1樓,各項常規疫苗、PPV、HPV、流感、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗、三合一疫苗、六合一、破傷風疫苗
臺北市,士林區,合約院所,3501154546,橙光耳鼻喉科診所,"週一-週五
08:00-12:30
15:00-21:00
週六
08:00-12:30",02-2888-3222,臺北市士林區大南路286號,PPV、流感,13PCV、帶狀皰疹疫苗、流感疫苗
臺北市,士林區,合約院所,3501154564,佩佩婦幼診所,"週一-週五
08:30-12:00
15:00-21:00
週六
08:30-12:00",02-2838-6262,臺北市士林區中山北路6段182號,各項常規疫苗、PPV、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、MMR疫苗、日本腦炎疫苗、HPV疫苗、帶狀皰疹疫苗、三合一疫苗、六合一疫苗、流感疫苗
臺北市,士林區,合約院所,3501151269,粱耳鼻喉科診所,"週一-週五
09:00-12:00
16:00-18:30
19:00-21:30
週六
09:00-12:00",02-2816-8456,臺北市士林區社正路12之1號,各項常規疫苗、PPV、流感,13PCV、帶狀皰疹疫苗、流感疫苗
臺北市,北投區,合約院所,601160016,臺北榮民總醫院,"週一-週五
08:30-12:00
13:30-17:00
18:00-21:00
週六
09:00-12:00
卡介苗接種
週二
09:30-11:30
14:30-16:30","02-2871-2121
",臺北市北投區石牌路2段201號,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,1101160017,振興醫療財團法人振興醫院,"週一-週五              
09:00-12:00
14:00-17:00
週六
09:00-12:00
卡介苗接種
週五10:00-11:30",02-2826-4400,臺北市北投區振興路45號,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,701160518,臺北市立關渡醫院-委託臺北榮民總醫院經營,"兒科門診：
週一-週五
09:20-11:20
18:30-20:30             
週六
08:30-11:20
成人流感：
週一-週五
08:30-11:00
13:30-16:00",02-2858-7107 ,臺北市北投區知行路225巷12號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、13PCV、23PPV、MMR疫苗、輪狀病毒疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,2101161033,臺北市立聯合醫院附設北投門診部,"肺炎鏈球菌疫苗和成人、國中、高中/五專生補打流感疫苗施打時間:
每週一至五 
08:00-11:00
14:00-16:30
兒童預防注射時間(包括國小生補接種流感疫苗):
週一至週五
14:00-16:30
卡介苗接種:
週三
14:00-16:00
",02-2891-2670,臺北市北投區新市街30號5樓,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗
臺北市,北投區,合約院所,3501161032,陳獻明小兒科診所,"週一至週四
08:00-12:00
15:00-18:00
19:00-22:00 
週五
08:00-12:00",02-2892-8950,臺北市北投區中央南路1段69號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗
臺北市,北投區,合約院所,3501161363,昱德聯合診所,"週一至週五
08:00-12:00
16:00-18:00             
19:00-22:00",02-2897-5050,臺北市北投區光明路102號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、MMR疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501163072,宏恩兒科診所,"週一、二、三、五
08:30-12:30          
18:00-21:30
週四   
18:00-21:30                       ",02-2827-1110,臺北市北投區致遠一路2段99號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501160973,蔡秉勳小兒科診所,"週一、二、三、五
08:30-12:00
15:00-18:00
19:00-22:00
週四
15:00-18:00
19:00-22:00",02-2896-6525,臺北市北投區中和街281號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、流感疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501160982,清田婦產科家醫科診所,"週一至週五
08:30-12:00
16:00-18:00             
18:30-21:00",02-2893-1323,臺北市北投區中和街268號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗、破傷風疫苗
臺北市,北投區,合約院所,3501161185,李伯匯小兒科診所,"週一、三、五
08:00-12:30
15:00-18:30
19:00-21:00
週二、四             
08:00-12:30
17:30-21:30",02-2822-1212,臺北市北投區石牌路1段93號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501162940,何叔芳小兒科診所,"週一至週五
08:30-12:00
14:00-17:00
18:00-21:00",02-2820-6886,臺北市北投區裕民四路4號1樓,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501163036,黃正宏診所,"週一至週四
08:30-12:00
16:00-21:30
週五
08:30-12:00 
17:00-21:30",02-2821-7076,臺北市北投區西安街1段359號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501163170,黃浩魁小兒科診所,"週一至週五
08:30-12:00
15:30-18:00
18:30-21:30",02-2898-3256,臺北市北投區中央北路1段168號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、13PCV、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗
臺北市,北投區,合約院所,3501163232,陳柏宏親子診所,"週一至週五
08:30-12:00   
15:00-18:00    
18:30-21:30",02-2822-5257,臺北市北投區明德路124號,各項常規疫苗、臺北市輪狀病毒疫苗,13PCV、23PPV、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗
臺北市,北投區,合約院所,3501163241,陳信方小兒科診所,"週一至週五
08:30-12:00    
16:00-18:30   
19:00-21:30",02-2820-1068,臺北市北投區明德路106號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、MMR疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501160231,洪耳鼻喉科診所,"週一至週五
08:30-12:00    
18:00-21:00",02-2892-8769,臺北市北投區中央南路1段43號,,
臺北市,北投區,合約院所,3501160204,吉安診所,"週一至週五
09:00-12:00    
15:30-18:00   
19:00-21:00",02-2823-1832,臺北市北投區西安街1段281巷18號,,流感疫苗
臺北市,北投區,合約院所,3501161238,祐民聯合診所,"週一至週五
08:00-13:00    
13:00-18:00   
18:00-22:00",02-2895-1301,臺北市北投區中央南路1段207號,,B型肝炎疫苗、流感疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,501160014,三軍總醫院北投分院附設民眾診療服務處,"週一、四
8:30-11:30
週二、五
8:30-11:30
13:30-16:30
週三
18:00-20:30",02-2895-9808轉603855,臺北市北投區新民路60號,,B型肝炎疫苗、13PCV、23PPV、MMR疫苗、流感疫苗
臺北市,北投區,合約院所,1101160026,醫療財團法人辜公亮基金會和信治癌中心醫院,"週一至週五
08:00-17:00",02-2897-0011,臺北市北投區立德路125號,,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、流感疫苗、HPV疫苗、帶狀皰疹疫苗、破傷風
臺北市,北投區,合約院所,3501160286,永安家庭醫學科診所 ,"週一至週五
08:30-12:00
17:00-19:30",02-2894-0888,臺北市北投區中央北路一段172號,,
臺北市,北投區,合約院所,3501162879,陳珀勳診所,"週一至週五
08:30-12:00    
15:00-18:00   
18:30-21:30",02-2820-6263,臺北市北投區明德路號85號,,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501160866,長宏診所,"週一至週五
08:30-12:00    
14:30-18:00   
19:00-21:30",02-2896-7372,臺北市北投區中央北路2段121號,,流感疫苗
臺北市,北投區,合約院所,3501160991,張參雄診所,"週一至週五
08:30-12:00    
15:00-18:00   
18:30-22:00",02-2892-6555,臺北市北投區光明路166-1號,,B型肝炎疫苗、水痘疫苗、流感疫苗
臺北市,北投區,合約院所,3501160311,紀耳鼻喉科診所,"週一至週五
09:00-12:00
15:00-18:30
19:00-21:30",02-2821-4485,臺北市北投區石牌路2段57號,,流感疫苗、帶狀皰疹疫苗
臺北市,北投區,合約院所,3501162682,張晉豪診所,"週一、二、四、五
08:00-12:00  
15:00-18:00   
18:30-21:00
週三、六
08:00-12:00  
15:00-18:00",02-2891-3820,臺北市北投區中央南路一段155號,,
臺北市,北投區,合約院所,3501161318,文遠診所,"週一、週五
08:30-12:00
18:00-21:30
週二至週四
08:30-12:00
14:00-17:30
18:00-21:30",02-2873-9991,臺北市北投區石牌路二段346號,,B型肝炎疫苗、13PCV、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501173336,登瑞安診所,"健兒門診
週一至週五
09:00-12:00 
15:00-17:00 
19:00-21:00 ",02-2726-5228,臺北市信義區林口街232號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501173425,林應然小兒科診所,"健兒門診
週一至週五
09:00-12:00 
17:30-21:30",02-2759-5328,臺北市信義區福德街75號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗、Boostrix
臺北市,信義區,合約院所,3501173685,新穎全診所,"週一至週五 
08:30-11:00
16:00-20:30","02-2732-5809
傳真 02-2738-3925",臺北市信義區和平東路三段265號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗
臺北市,信義區,合約院所,3401171107,聯合報系員工診療所,"週一至週五
09:00-12:00 
14:00-17:00                         ","02-2760-1618
傳真 02-2767-4961",臺北市信義區忠孝東路四段559巷1號6樓,,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501173836,松禾診所,"健兒門診
週一至週五
09:00-12:00 
15:00-17:00",02-2766-6738,臺北市信義區松山路130號3樓,,
臺北市,信義區,合約院所,3501171716,長風小兒科診所,"健兒門診
週一至週五
09:00-13:00 
18:00-21:30                                      ",02-2722-7943,臺北市信義區莊敬路351號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501171010,王寬仁診所,"週一至週五
08:30-12:00
18:00-21:30                                               ","02-2720-4952
傳真 02-2345-0301",臺北市信義區虎林街121巷11號1樓,,流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,1301170017,臺北醫學大學附設醫院,"週一至週五
09:00-12:00
13:30-17:00 
18:00-21:00                                            ","02-2737-2181
傳真 03-6639-6652",臺北市信義區吳興街252號,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,2101170050,臺北市立聯合醫院附設信義門診部,"週一至週五
08:30-11:30
13:30-16:30
週六
08:30-11:00
",02-8780-4152,臺北市信義區信義路五段15號1樓,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗,輪狀病毒疫苗
臺北市,信義區,合約院所,3501171225,張育驍診所,"健兒門診
週一至週五
09:00-12:00 
14:00-17:30 
18:00-21:30",02-2729-6611,臺北市信義區吳興街467巷2弄6號4號.12號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501174253,總站１８號診所,"健兒門診
週一至週五
09:00-12:00 
15:00-17:00 
18:00-21:30",02-2729-6611,臺北市信義區吳興街467巷2弄4號地下一樓/6號地下一樓,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501170835,黃啟彰診所,"健兒門診
週一至週五
08:00-12:00 
14:30-18:00",02-2769-6218,臺北市信義區松山路261-1號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、MMR疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501171654,大明診所,"健兒門診
週一、二、四、五
09:00-12:00 
16:00-21:30 
週三
09:00-12:00",02-2732-6885,臺北市信義區崇德街３５號１樓,,流感疫苗
臺北市,信義區,合約院所,3501170237,信義邱婦產科診所,"健兒門診
週一、二、四、五
09:00-12:00 
16:00-21:30 
週三
09:00-12:00",02-2727-8275,臺北市信義區虎林街198號,臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501173765,宏安診所,"週一、四
09:00-12:00
17:00-20:30
週三
09:00-12:00
週二、五
17:00-20:30                   ","02-2761-1271
傳真 02-2765-9752",臺北市信義區忠孝東路5段191號1樓,各項常規疫苗,流感疫苗
臺北市,信義區,合約院所,3401171161,臺灣中油股份有限公司-員工診所,"健兒門診
週一至週五
09:00-11:30 
16:00-18:30",02-8725-9782,臺北市信義區松仁路3號3樓,,
臺北市,信義區,合約院所,3501173327,明輝診所,"週一至週五
09:00-12:00
18:00-21:30                                     ",02-8787-1235,臺北市信義區松隆路282-3號,各項常規疫苗、臺北市輪狀病毒疫苗,成人A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗、流感疫苗
臺北市,信義區,合約院所,3501170255,朱耳鼻喉科診所,"週一
09:00-12:00
15:00-21:00
週二至週五
09:00-12:00
17:30-21:00                           ","02-2720-9172
傳真 02-8752-6778",臺北市信義區忠孝東路五段452號,,13PCV、流感疫苗、帶狀皰疹疫苗
臺北市,信義區,合約院所,3501174235,德佑診所,"週一至週五
08:25-12:00
15:00-21:00                             ",02-2759-6037,臺北市信義區福德街215號,,B型肝炎疫苗、流感疫苗
臺北市,信義區,合約院所,3501170380,董耳鼻喉科診所,"週一至週五
09:00-12:00
18:00-21:30                                ",02-2764-3502,臺北市信義區永吉路284號,,流感疫苗
臺北市,信義區,合約院所,3501174815,莊敬診所,"週一至週五
08:30-12:00
15:30-18:00
18:30-21:30                 ",02-2758-9258,臺北市信義區莊敬路280號,,流感疫苗
臺北市,信義區,合約院所,101090517,臺北市立聯合醫院松德院區,"週一至週五
09:00-11:00
13:30-16:00   ",02-2726-3141,臺北市信義區松德路309號,,成人A型肝炎疫苗、B型肝炎疫苗、MMR疫苗
臺北市,信義區,合約院所,3501174806,永吉羅耳鼻喉科診所,"週一至週五
08:30-12:00
15:00-18:00
18:30-21:30            ",02-2765-6079,臺北市信義區永吉路272號,,
臺北市,信義區,合約院所,3501175223,桂其安家醫科診所,"週一至週五
08:30-12:00
15:00-17:45
          ",02-2722-9173,臺北市信義區莊敬路462號1樓,,
臺北市,中正區,合約院所,401180014,國立臺灣大學醫學院附設醫院,"週一至週五
09:00-12:00
13:00-16:30","語音預約
02-2356-7890        
總機02-2312-3456",臺北市中正區中山南路7號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,中正區,合約院所,401180023,國立臺灣大學醫學院附設醫院兒童醫院,"健兒門診
週一至週五
09:00-12:00
13:00-16:30
預防注射
週二、四、五
13:30-16:30","語音預約
02-2356-7890         
 總機
02-2312-3456",臺北市中正區中山南路8號,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗
臺北市,中正區,合約院所,101090517,臺北市立聯合醫院婦幼院區,"健兒門診              
週一、五、六
09:00-11:00
13:30~16:00             
週一、五 接種卡介苗                                                                                                                                     週二、 三、四 
13:30~16:00
 ",02-23916471,臺北市中正區福州街12號,各項常規疫苗、卡介苗、臺北市長者23PPV、中央長者23PPV、臺北市HPV疫苗、臺北市輪狀病毒疫苗、A型肝炎疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗、輪狀病毒疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,中正區,合約院所,101090517,臺北市立聯合醫院和平院區,"週一至週五
13:30-16:00 
每月雙周(星期四)下午接種卡介苗                                                                                                                                    ",02-2388-9595,臺北市中正區中華路2段33號,各項常規疫苗、卡介苗、臺北市長者23PPV、中央長者23PPV、臺北市HPV疫苗、臺北市輪狀病毒疫苗、流感疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、水痘疫苗、MMR疫苗、輪狀病毒疫苗3、流感疫苗、HPV疫苗、帶狀皰疹疫苗、狂犬病疫苗
臺北市,中正區,合約院所,901180023,郵政醫院（委託中英醫療社團法人經營）,"週一至週五
09:00-12:00
14:00-17:30
18:30-21:30
週六
09:00-12:00","02-2395-6755
傳真 02-2341-5508",臺北市中正區福州街14號,成人流感疫苗、臺北市長者23PPV、中央長者23PPV,B型肝炎疫苗、13PCV、流感疫苗、帶狀皰疹疫苗
臺北市,中正區,合約院所,2501180018,國軍台北門診中心附設民眾診療服務處,"週一至週五
08:00-11:20
13:00-16:20","02-2391-8235
傳真 02-2395-5670",臺北市中正區紹興南街7號,臺北市長者23PPV、中央長者23PPV、流感疫苗,帶狀皰疹疫苗、B型肝炎疫苗、13PCV、23PPV、HPV疫苗
臺北市,中正區,合約院所,2101180038,臺北市立聯合醫院附設中正門診部,"每週二
09:00-11:30
14:00-16:30
每週二接種卡介苗
09:00-10:30
","02-23210168
",臺北市中正區牯嶺街24號1樓,各項常規疫苗、卡介苗、臺北市長者23PPV、中央長者23PPV、臺北市輪狀病毒疫苗、臺北市HPV疫苗、流感疫苗,輪狀病毒疫苗
臺北市,中正區,合約院所,3501181267,朱小兒科診所,"週一、二、三、五
09:00-12:00
15:00-18:00
18:30-21:30
週四
09:00-12:00
15:00-1800
週六、日、國定假日 
09:00-12:00",02-2365-1810,臺北市中正區汀州路二段220號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,中正區,合約院所,3501184393,悅心診所,"週一至週五
09:00-13:00
17:00-21:00",02-2396-1008,臺北市中正區羅斯福路二段7-2號,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗、臺北市HPV疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、水痘疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,中正區,合約院所,3501181810,周正成小兒科診所,"週一、二、三、五
09:00-12:00
17:00-20:00
週六
09:00-11:00
14:30-16:00",02-2351-6830,臺北市中正區徐州路24號,各項常規疫苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、13PCV、水痘疫苗、輪狀病毒疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,中正區,合約院所,3501181589,同泰診所,"週一至週五
09:00-12:00
15:00-18:00
19:00-21:00
週六
09:00-11:30","02-2367-8511
傳真 02-2367-5156",臺北市中正區汀州路2段138號,臺北市長者23PPV、中央長者23PPV、臺北市HPV疫苗,B型肝炎疫苗、13PCV、流感疫苗、HPV疫苗、帶狀皰疹疫苗
臺北市,中正區,合約院所,3501183547,怡和診所,"週一至週五
08:30-11:30
14:30-17:00
18:30-21:00
週六
08:30-11:30
14:30-17:00","02-2362-5100
傳真02-2362-5375",臺北市中正區汀州路二段212號,臺北市長者23PPV、中央長者23PPV、臺北市HPV疫苗,流感疫苗、9HPV疫苗、B型肝炎疫苗、帶狀?疹疫苗、MMR疫苗、A肝疫苗、13PCV
臺北市,中正區,合約院所,3501184731,禾馨婦產科診所,"週一至週六
09:00-12:30
13:30-17:00
18:00-21:30","02-2361-2323
傳真 02-2361-2211",臺北市中正區懷寧街78號,流感疫苗,流感疫苗
臺北市,中正區,合約院所,3501185425,宜康診所,"週一至週五
08:30-12:00
14:00-17:00
18:00-21:00
週六
08:30-12:00
14:00-17:00","02-2341-7696
傳真 02-2341-7698",臺北市中正區新生南路1段148號,臺北市長者23PPV、中央長者23PPV、流感疫苗,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、流感疫苗、帶狀皰疹疫苗、MMR疫苗
臺北市,中正區,合約院所,3501181614,張孟源內科診所,"週一至週五
09:00-12:00
16:00-21:00
週六
09:00-12:00",02-2309-8600,臺北市中正區中華路2段325號,臺北市長者23PPV、中央長者23PPV、臺北市HPV疫苗,B型肝炎疫苗、13PCV、帶狀皰疹疫苗、MMR疫苗
臺北市,中正區,合約院所,3501184384,?安診所,"週一至週五
09:00-12:00
14:00-17:30            
18:00-21:00
",02-2363-7588,臺北市中正區和平西路1段20號5樓,臺北市長者23PPV、中央長者23PPV、流感疫苗,23PPV、流感疫苗
臺北市,中正區,合約院所,4001180010,醫療財團法人徐元智先生醫藥基金會遠東聯合診所,"週一~週五
09:00-12:00
14:00-17:00
週六
09:00-12:00
","總機 02-2311-1525
傳真 02-2371-5295",臺北市中正區永綏街8號,成人公費流感疫苗、臺北市長者23PPV、中央長者23PPV,B型肝炎疫苗、自費流感疫苗、HPV疫苗、帶狀皰疹疫苗、13PCV
臺北市,中正區,合約院所,3501180395,紹毅內兒科診所,"週一~週五
09:00-12:00
13:00-16:00

",02-2393-0080,臺北市中正區八德路1段52號,臺北市長者23PPV、中央長者23PPV、流感疫苗,無
臺北市,中正區,合約院所,4001180029,醫療財團法人好心肝基金會好心肝診所,"週一至週六
08:30-12:00
14:00-20:00","02-2370-0827
傳真:02-2370-0823",臺北市中正區公園路30號2樓之2,臺北市長者23PPV、中央長者23PPV、流感疫苗,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、流感疫苗、9HPV、帶狀皰疹疫苗
臺北市,中正區,合約院所,3501183850,健康101診所,"週一、二、四、五
09:00-12:00
15:00-17:00
17:30-20:30
週三
09:00-12:00
17:30-20:30","02-2364-5143
傳真 02-2364-8027",臺北市中正區牯嶺街97號1樓,臺北市長者23PPV、中央長者23PPV、流感疫苗,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、MMR疫苗、四價流感疫苗、HPV9價疫苗、帶狀皰疹疫苗
臺北市,中正區,合約院所,3501185774,小禾馨懷寧小兒專科診所,"週一至週六
09:00-12:30 
13:30-17:00               
18:00-21:30                                   週五卡介苗
09:00-12:00",02-2311-0353,臺北市中正區重慶南路1段99號2樓,各項常規疫苗、卡介苗、臺北市輪狀病毒疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、MMR疫苗、輪狀病毒疫苗、日本腦炎疫苗、流感疫苗、帶狀皰疹疫苗、賽諾菲6個月6合1疫苗
