年,週,就診類別,年齡別,縣市,手足口病健保就診人次,健保就診總人次,縣市別代碼
2022,41,住院,0~2,台北市,0,166,63000
2022,41,住院,0~2,高雄市,0,59,64000
2022,41,住院,0~2,新北市,0,128,65000
2022,41,住院,0~2,台中市,1,249,66000
2022,41,住院,0~2,台南市,0,23,67000
2022,41,住院,0~2,桃園市,0,149,68000
2022,41,住院,13~15,宜蘭縣,0,3,10002
2022,41,住院,13~15,新竹縣,0,1,10004
2022,41,住院,13~15,苗栗縣,0,4,10005
2022,41,住院,13~15,彰化縣,0,14,10007
2022,41,住院,13~15,南投縣,0,0,10008
2022,41,住院,13~15,雲林縣,0,9,10009
2022,41,住院,13~15,嘉義縣,0,8,10010
2022,41,住院,13~15,屏東縣,0,5,10013
2022,41,住院,13~15,花蓮縣,0,3,10015
2022,41,住院,13~15,澎湖縣,0,1,10016
2022,41,住院,13~15,基隆市,0,1,10017
2022,41,住院,13~15,新竹市,0,7,10018
2022,41,住院,13~15,嘉義市,0,1,10020
2022,41,住院,13~15,台北市,0,43,63000
2022,41,住院,13~15,高雄市,0,15,64000
2022,41,住院,13~15,新北市,0,9,65000
2022,41,住院,13~15,台中市,0,39,66000
2022,41,住院,13~15,台南市,0,6,67000
2022,41,住院,13~15,桃園市,0,23,68000
2022,41,住院,16~18,宜蘭縣,0,2,10002
2022,41,住院,16~18,新竹縣,0,4,10004
2022,41,住院,16~18,苗栗縣,0,10,10005
2022,41,住院,16~18,彰化縣,0,18,10007
2022,41,住院,16~18,南投縣,0,4,10008
2022,41,住院,16~18,雲林縣,0,4,10009
2022,41,住院,16~18,嘉義縣,0,11,10010
2022,41,住院,16~18,屏東縣,0,4,10013
2022,41,住院,16~18,台東縣,0,1,10014
2022,41,住院,16~18,花蓮縣,0,8,10015
2022,41,住院,16~18,基隆市,0,3,10017
2022,41,住院,16~18,新竹市,0,8,10018
2022,41,住院,16~18,嘉義市,0,3,10020
2022,41,住院,16~18,台北市,0,47,63000
2022,41,住院,16~18,高雄市,0,17,64000
2022,41,住院,16~18,新北市,0,17,65000
2022,41,住院,16~18,台中市,0,55,66000
2022,41,住院,16~18,台南市,0,9,67000
2022,41,住院,16~18,桃園市,0,30,68000
2022,41,住院,19~24,金門縣,0,3,09020
2022,41,住院,19~24,宜蘭縣,0,19,10002
2022,41,住院,19~24,新竹縣,0,19,10004
2022,41,住院,19~24,苗栗縣,0,19,10005
2022,41,住院,19~24,彰化縣,0,65,10007
2022,41,住院,19~24,南投縣,0,9,10008
2022,41,住院,19~24,雲林縣,0,15,10009
2022,41,住院,19~24,嘉義縣,0,17,10010
2022,41,住院,19~24,屏東縣,0,23,10013
2022,41,住院,19~24,台東縣,0,4,10014
2022,41,住院,19~24,花蓮縣,0,19,10015
2022,41,住院,19~24,基隆市,0,1,10017
2022,41,住院,19~24,新竹市,0,35,10018
2022,41,住院,19~24,嘉義市,0,18,10020
2022,41,住院,19~24,台北市,0,133,63000
2022,41,住院,19~24,高雄市,0,98,64000
2022,41,住院,19~24,新北市,0,67,65000
2022,41,住院,19~24,台中市,0,185,66000
2022,41,住院,19~24,台南市,0,38,67000
2022,41,住院,19~24,桃園市,0,94,68000
2022,41,住院,25~64,連江縣,0,2,09007
2022,41,住院,25~64,金門縣,0,27,09020
2022,41,住院,25~64,宜蘭縣,0,383,10002
2022,41,住院,25~64,新竹縣,0,587,10004
2022,41,住院,25~64,苗栗縣,0,288,10005
2022,41,住院,25~64,彰化縣,0,1180,10007
2022,41,住院,25~64,南投縣,0,132,10008
2022,41,住院,25~64,雲林縣,0,504,10009
2022,41,住院,25~64,嘉義縣,0,362,10010
2022,41,住院,25~64,屏東縣,0,397,10013
2022,41,住院,25~64,台東縣,0,51,10014
2022,41,住院,25~64,花蓮縣,0,371,10015
2022,41,住院,25~64,澎湖縣,0,22,10016
2022,41,住院,25~64,基隆市,0,99,10017
2022,41,住院,25~64,新竹市,0,439,10018
2022,41,住院,25~64,嘉義市,0,387,10020
2022,41,住院,25~64,台北市,0,4123,63000
2022,41,住院,25~64,高雄市,0,1914,64000
2022,41,住院,25~64,新北市,0,1566,65000
2022,41,住院,25~64,台中市,0,3664,66000
2022,41,住院,25~64,台南市,0,1115,67000
2022,41,住院,25~64,桃園市,0,2032,68000
2022,41,住院,3~6,金門縣,0,2,09020
2022,41,住院,3~6,宜蘭縣,0,47,10002
2022,41,住院,3~6,新竹縣,0,16,10004
2022,41,住院,3~6,苗栗縣,0,38,10005
2022,41,住院,3~6,彰化縣,1,89,10007
2022,41,住院,3~6,南投縣,0,20,10008
2022,41,住院,3~6,雲林縣,0,11,10009
2022,41,住院,3~6,嘉義縣,0,24,10010
2022,41,住院,3~6,屏東縣,0,46,10013
2022,41,住院,3~6,台東縣,0,0,10014
2022,41,住院,3~6,花蓮縣,0,12,10015
2022,41,住院,3~6,基隆市,0,20,10017
2022,41,住院,3~6,新竹市,0,29,10018
2022,41,住院,3~6,嘉義市,0,3,10020
2022,41,住院,3~6,台北市,0,129,63000
2022,41,住院,3~6,高雄市,0,50,64000
2022,41,住院,3~6,新北市,0,78,65000
2022,41,住院,3~6,台中市,0,150,66000
2022,41,住院,3~6,台南市,0,12,67000
2022,41,住院,3~6,桃園市,0,93,68000
2022,41,住院,65+,連江縣,0,1,09007
2022,41,住院,65+,金門縣,0,33,09020
2022,41,住院,65+,宜蘭縣,0,319,10002
2022,41,住院,65+,新竹縣,0,299,10004
2022,41,住院,65+,苗栗縣,0,259,10005
2022,41,住院,65+,彰化縣,0,1055,10007
2022,41,住院,65+,南投縣,0,82,10008
2022,41,住院,65+,雲林縣,0,526,10009
2022,41,住院,65+,嘉義縣,0,393,10010
2022,41,住院,65+,屏東縣,0,396,10013
2022,41,住院,65+,台東縣,0,53,10014
2022,41,住院,65+,花蓮縣,0,310,10015
2022,41,住院,65+,澎湖縣,0,9,10016
2022,41,住院,65+,基隆市,0,124,10017
2022,41,住院,65+,新竹市,0,298,10018
2022,41,住院,65+,嘉義市,0,270,10020
2022,41,住院,65+,台北市,0,3215,63000
2022,41,住院,65+,高雄市,0,1215,64000
2022,41,住院,65+,新北市,0,1369,65000
2022,41,住院,65+,台中市,0,2230,66000
2022,41,住院,65+,台南市,0,787,67000
2022,41,住院,65+,桃園市,0,1330,68000
2022,41,住院,7~12,宜蘭縣,0,10,10002
2022,41,住院,7~12,新竹縣,0,5,10004
2022,41,住院,7~12,苗栗縣,0,10,10005
2022,41,住院,7~12,彰化縣,0,33,10007
2022,41,住院,7~12,南投縣,0,4,10008
2022,41,住院,7~12,雲林縣,0,6,10009
2022,41,住院,7~12,嘉義縣,0,7,10010
2022,41,住院,7~12,屏東縣,0,15,10013
2022,41,住院,7~12,台東縣,0,1,10014
2022,41,住院,7~12,花蓮縣,0,11,10015
2022,41,住院,7~12,基隆市,0,1,10017
2022,41,住院,7~12,新竹市,0,11,10018
2022,41,住院,7~12,嘉義市,0,2,10020
2022,41,住院,7~12,台北市,0,104,63000
2022,41,住院,7~12,高雄市,0,21,64000
2022,41,住院,7~12,新北市,0,24,65000
2022,41,住院,7~12,台中市,0,89,66000
2022,41,住院,7~12,台南市,0,9,67000
2022,41,住院,7~12,桃園市,0,42,68000
2022,41,住院,不詳,台北市,0,1,63000
2022,41,門診,0~2,連江縣,0,20,09007
2022,41,門診,0~2,金門縣,0,354,09020
2022,41,門診,0~2,宜蘭縣,0,3067,10002
2022,41,門診,0~2,新竹縣,0,4801,10004
2022,41,門診,0~2,苗栗縣,0,3021,10005
2022,41,門診,0~2,彰化縣,0,9286,10007
2022,41,門診,0~2,南投縣,1,3146,10008
2022,41,門診,0~2,雲林縣,1,3950,10009
2022,41,門診,0~2,嘉義縣,0,1466,10010
2022,41,門診,0~2,屏東縣,1,4500,10013
2022,41,門診,0~2,台東縣,0,925,10014
2022,41,門診,0~2,花蓮縣,0,1930,10015
2022,41,門診,0~2,澎湖縣,0,507,10016
2022,41,門診,0~2,基隆市,0,2040,10017
2022,41,門診,0~2,新竹市,0,4646,10018
2022,41,門診,0~2,嘉義市,1,2312,10020
2022,41,門診,0~2,台北市,2,13789,63000
2022,41,門診,0~2,高雄市,4,16660,64000
2022,41,門診,0~2,新北市,4,29500,65000
2022,41,門診,0~2,台中市,14,25038,66000
2022,41,門診,0~2,台南市,0,11458,67000
2022,41,門診,0~2,桃園市,1,16286,68000
2022,41,門診,13~15,連江縣,0,28,09007
2022,41,門診,13~15,金門縣,0,271,09020
2022,41,門診,13~15,宜蘭縣,0,1835,10002
2022,41,門診,13~15,新竹縣,0,2127,10004
2022,41,門診,13~15,苗栗縣,0,1746,10005
2022,41,門診,13~15,彰化縣,0,5422,10007
2022,41,門診,13~15,南投縣,0,1674,10008
2022,41,門診,13~15,雲林縣,0,2713,10009
2022,41,門診,13~15,嘉義縣,0,1019,10010
2022,41,門診,13~15,屏東縣,0,2737,10013
2022,41,門診,13~15,台東縣,0,423,10014
2022,41,門診,13~15,花蓮縣,0,857,10015
2022,41,門診,13~15,澎湖縣,0,405,10016
2022,41,門診,13~15,基隆市,0,1127,10017
2022,41,門診,13~15,新竹市,0,2211,10018
2022,41,門診,13~15,嘉義市,0,1900,10020
2022,41,門診,13~15,台北市,0,8534,63000
2022,41,門診,13~15,高雄市,0,12809,64000
2022,41,門診,13~15,新北市,0,16220,65000
2022,41,門診,13~15,台中市,0,13135,66000
2022,41,門診,13~15,台南市,1,6967,67000
2022,41,門診,13~15,桃園市,0,7918,68000
2022,41,門診,16~18,連江縣,0,22,09007
2022,41,門診,16~18,金門縣,0,284,09020
2022,41,門診,16~18,宜蘭縣,0,1846,10002
2022,41,門診,16~18,新竹縣,0,1872,10004
2022,41,門診,16~18,苗栗縣,0,1567,10005
2022,41,門診,16~18,彰化縣,0,4578,10007
2022,41,門診,16~18,南投縣,0,1544,10008
2022,41,門診,16~18,雲林縣,0,3143,10009
2022,41,門診,16~18,嘉義縣,0,1161,10010
2022,41,門診,16~18,屏東縣,0,2510,10013
2022,41,門診,16~18,台東縣,0,386,10014
2022,41,門診,16~18,花蓮縣,0,845,10015
2022,41,門診,16~18,澎湖縣,0,454,10016
2022,41,門診,16~18,基隆市,0,1022,10017
2022,41,門診,16~18,新竹市,0,1880,10018
2022,41,門診,16~18,嘉義市,0,1619,10020
2022,41,門診,16~18,台北市,0,7515,63000
2022,41,門診,16~18,高雄市,0,11885,64000
2022,41,門診,16~18,新北市,1,13367,65000
2022,41,門診,16~18,台中市,0,11537,66000
2022,41,門診,16~18,台南市,0,5963,67000
2022,41,門診,16~18,桃園市,0,6785,68000
2022,41,門診,19~24,連江縣,0,74,09007
2022,41,門診,19~24,金門縣,0,674,09020
2022,41,門診,19~24,宜蘭縣,0,2837,10002
2022,41,門診,19~24,新竹縣,0,3317,10004
2022,41,門診,19~24,苗栗縣,0,2920,10005
2022,41,門診,19~24,彰化縣,0,8415,10007
2022,41,門診,19~24,南投縣,0,2853,10008
2022,41,門診,19~24,雲林縣,1,5140,10009
2022,41,門診,19~24,嘉義縣,0,2621,10010
2022,41,門診,19~24,屏東縣,0,5659,10013
2022,41,門診,19~24,台東縣,0,1021,10014
2022,41,門診,19~24,花蓮縣,0,2519,10015
2022,41,門診,19~24,澎湖縣,0,880,10016
2022,41,門診,19~24,基隆市,0,2240,10017
2022,41,門診,19~24,新竹市,0,4791,10018
2022,41,門診,19~24,嘉義市,0,3518,10020
2022,41,門診,19~24,台北市,0,21557,63000
2022,41,門診,19~24,高雄市,0,28962,64000
2022,41,門診,19~24,新北市,0,31252,65000
2022,41,門診,19~24,台中市,0,33945,66000
2022,41,門診,19~24,台南市,0,14784,67000
2022,41,門診,19~24,桃園市,0,15894,68000
2022,41,門診,25~64,連江縣,0,598,09007
2022,41,門診,25~64,金門縣,0,7674,09020
2022,41,門診,25~64,宜蘭縣,0,37768,10002
2022,41,門診,25~64,新竹縣,0,50084,10004
2022,41,門診,25~64,苗栗縣,1,42315,10005
2022,41,門診,25~64,彰化縣,0,120962,10007
2022,41,門診,25~64,南投縣,1,42670,10008
2022,41,門診,25~64,雲林縣,0,62775,10009
2022,41,門診,25~64,嘉義縣,1,29117,10010
2022,41,門診,25~64,屏東縣,0,71426,10013
2022,41,門診,25~64,台東縣,0,16179,10014
2022,41,門診,25~64,花蓮縣,0,30668,10015
2022,41,門診,25~64,澎湖縣,0,13154,10016
2022,41,門診,25~64,基隆市,0,29919,10017
2022,41,門診,25~64,新竹市,1,56375,10018
2022,41,門診,25~64,嘉義市,0,43268,10020
2022,41,門診,25~64,台北市,2,284408,63000
2022,41,門診,25~64,高雄市,0,330180,64000
2022,41,門診,25~64,新北市,0,388044,65000
2022,41,門診,25~64,台中市,4,350945,66000
2022,41,門診,25~64,台南市,0,189560,67000
2022,41,門診,25~64,桃園市,1,193134,68000
2022,41,門診,3~6,連江縣,0,33,09007
2022,41,門診,3~6,金門縣,0,607,09020
2022,41,門診,3~6,宜蘭縣,0,5503,10002
2022,41,門診,3~6,新竹縣,0,8089,10004
2022,41,門診,3~6,苗栗縣,0,6002,10005
2022,41,門診,3~6,彰化縣,3,16450,10007
2022,41,門診,3~6,南投縣,1,5711,10008
2022,41,門診,3~6,雲林縣,1,7472,10009
2022,41,門診,3~6,嘉義縣,0,2855,10010
2022,41,門診,3~6,屏東縣,0,7950,10013
2022,41,門診,3~6,台東縣,1,1465,10014
2022,41,門診,3~6,花蓮縣,1,3522,10015
2022,41,門診,3~6,澎湖縣,0,856,10016
2022,41,門診,3~6,基隆市,0,3600,10017
2022,41,門診,3~6,新竹市,0,8194,10018
2022,41,門診,3~6,嘉義市,0,4814,10020
2022,41,門診,3~6,台北市,0,23663,63000
2022,41,門診,3~6,高雄市,4,30447,64000
2022,41,門診,3~6,新北市,3,55890,65000
2022,41,門診,3~6,台中市,12,45890,66000
2022,41,門診,3~6,台南市,0,20724,67000
2022,41,門診,3~6,桃園市,4,32422,68000
2022,41,門診,65+,連江縣,0,298,09007
2022,41,門診,65+,金門縣,0,4325,09020
2022,41,門診,65+,宜蘭縣,0,23962,10002
2022,41,門診,65+,新竹縣,0,17621,10004
2022,41,門診,65+,苗栗縣,0,24209,10005
2022,41,門診,65+,彰化縣,0,67522,10007
2022,41,門診,65+,南投縣,0,29658,10008
2022,41,門診,65+,雲林縣,0,40640,10009
2022,41,門診,65+,嘉義縣,0,22474,10010
2022,41,門診,65+,屏東縣,0,49565,10013
2022,41,門診,65+,台東縣,0,11583,10014
2022,41,門診,65+,花蓮縣,0,20811,10015
2022,41,門診,65+,澎湖縣,0,8829,10016
2022,41,門診,65+,基隆市,0,15865,10017
2022,41,門診,65+,新竹市,0,20386,10018
2022,41,門診,65+,嘉義市,0,23364,10020
2022,41,門診,65+,台北市,0,170448,63000
2022,41,門診,65+,高雄市,0,169145,64000
2022,41,門診,65+,新北市,0,168984,65000
2022,41,門診,65+,台中市,0,150129,66000
2022,41,門診,65+,台南市,0,97452,67000
2022,41,門診,65+,桃園市,0,70978,68000
2022,41,門診,7~12,連江縣,0,49,09007
2022,41,門診,7~12,金門縣,1,898,09020
2022,41,門診,7~12,宜蘭縣,0,3700,10002
2022,41,門診,7~12,新竹縣,0,6218,10004
2022,41,門診,7~12,苗栗縣,0,4622,10005
2022,41,門診,7~12,彰化縣,1,12741,10007
2022,41,門診,7~12,南投縣,0,3876,10008
2022,41,門診,7~12,雲林縣,1,6133,10009
2022,41,門診,7~12,嘉義縣,0,2404,10010
2022,41,門診,7~12,屏東縣,0,6359,10013
2022,41,門診,7~12,台東縣,0,1242,10014
2022,41,門診,7~12,花蓮縣,0,2603,10015
2022,41,門診,7~12,澎湖縣,0,913,10016
2022,41,門診,7~12,基隆市,0,2659,10017
2022,41,門診,7~12,新竹市,0,6229,10018
2022,41,門診,7~12,嘉義市,1,4094,10020
2022,41,門診,7~12,台北市,0,21116,63000
2022,41,門診,7~12,高雄市,0,29685,64000
2022,41,門診,7~12,新北市,0,39654,65000
2022,41,門診,7~12,台中市,0,34214,66000
2022,41,門診,7~12,台南市,0,16765,67000
2022,41,門診,7~12,桃園市,2,22473,68000
2022,41,門診,不詳,台北市,0,1,63000
2022,41,門診,不詳,新北市,0,1,65000
2022,41,門診,不詳,台中市,0,1,66000
2022,42,住院,0~2,金門縣,0,3,09020
2022,42,住院,0~2,宜蘭縣,0,49,10002
2022,42,住院,0~2,新竹縣,0,54,10004
2022,42,住院,0~2,苗栗縣,0,40,10005
2022,42,住院,0~2,彰化縣,0,128,10007
2022,42,住院,0~2,南投縣,0,16,10008
2022,42,住院,0~2,雲林縣,0,14,10009
2022,42,住院,0~2,嘉義縣,0,19,10010
2022,42,住院,0~2,屏東縣,0,48,10013
2022,42,住院,0~2,台東縣,0,0,10014
2022,42,住院,0~2,花蓮縣,0,20,10015
2022,42,住院,0~2,基隆市,0,12,10017
2022,42,住院,0~2,新竹市,0,40,10018
2022,42,住院,0~2,嘉義市,0,4,10020
2022,42,住院,0~2,台北市,0,179,63000
2022,42,住院,0~2,高雄市,0,84,64000
2022,42,住院,0~2,新北市,0,122,65000
2022,42,住院,0~2,台中市,1,234,66000
2022,42,住院,0~2,台南市,0,23,67000
2022,42,住院,0~2,桃園市,0,159,68000
2022,42,住院,13~15,金門縣,0,0,09020
2022,42,住院,13~15,宜蘭縣,0,6,10002
2022,42,住院,13~15,新竹縣,0,7,10004
2022,42,住院,13~15,苗栗縣,0,5,10005
2022,42,住院,13~15,彰化縣,0,13,10007
2022,42,住院,13~15,南投縣,0,2,10008
2022,42,住院,13~15,雲林縣,0,4,10009
2022,42,住院,13~15,嘉義縣,0,4,10010
2022,42,住院,13~15,屏東縣,0,6,10013
2022,42,住院,13~15,台東縣,0,3,10014
2022,42,住院,13~15,花蓮縣,0,6,10015
2022,42,住院,13~15,基隆市,0,4,10017
2022,42,住院,13~15,新竹市,0,8,10018
2022,42,住院,13~15,嘉義市,0,4,10020
2022,42,住院,13~15,台北市,0,55,63000
2022,42,住院,13~15,高雄市,0,18,64000
2022,42,住院,13~15,新北市,0,16,65000
2022,42,住院,13~15,台中市,0,62,66000
2022,42,住院,13~15,台南市,0,9,67000
2022,42,住院,13~15,桃園市,0,15,68000
2022,42,住院,16~18,金門縣,0,1,09020
2022,42,住院,16~18,宜蘭縣,0,8,10002
2022,42,住院,16~18,新竹縣,0,4,10004
2022,42,住院,16~18,苗栗縣,0,6,10005
2022,42,住院,16~18,彰化縣,0,16,10007
2022,42,住院,16~18,南投縣,0,1,10008
2022,42,住院,16~18,雲林縣,0,9,10009
2022,42,住院,16~18,嘉義縣,0,8,10010
2022,42,住院,16~18,屏東縣,0,10,10013
2022,42,住院,16~18,花蓮縣,0,4,10015
2022,42,住院,16~18,澎湖縣,0,1,10016
2022,42,住院,16~18,基隆市,0,3,10017
2022,42,住院,16~18,新竹市,0,7,10018
2022,42,住院,16~18,嘉義市,0,6,10020
2022,42,住院,16~18,台北市,0,63,63000
2022,42,住院,16~18,高雄市,0,26,64000
2022,42,住院,16~18,新北市,0,19,65000
2022,42,住院,16~18,台中市,0,46,66000
2022,42,住院,16~18,台南市,0,7,67000
2022,42,住院,16~18,桃園市,0,34,68000
2022,42,住院,19~24,金門縣,0,4,09020
2022,42,住院,19~24,宜蘭縣,0,23,10002
2022,42,住院,19~24,新竹縣,0,28,10004
2022,42,住院,19~24,苗栗縣,0,13,10005
2022,42,住院,19~24,彰化縣,0,71,10007
2022,42,住院,19~24,南投縣,0,10,10008
2022,42,住院,19~24,雲林縣,0,27,10009
2022,42,住院,19~24,嘉義縣,0,22,10010
2022,42,住院,19~24,屏東縣,0,24,10013
2022,42,住院,19~24,台東縣,0,7,10014
2022,42,住院,19~24,花蓮縣,0,33,10015
2022,42,住院,19~24,澎湖縣,0,1,10016
2022,42,住院,19~24,基隆市,0,5,10017
2022,42,住院,19~24,新竹市,0,30,10018
2022,42,住院,19~24,嘉義市,0,14,10020
2022,42,住院,19~24,台北市,0,170,63000
2022,42,住院,19~24,高雄市,0,105,64000
2022,42,住院,19~24,新北市,0,57,65000
2022,42,住院,19~24,台中市,0,188,66000
2022,42,住院,19~24,台南市,0,45,67000
2022,42,住院,19~24,桃園市,0,121,68000
2022,42,住院,25~64,連江縣,0,1,09007
2022,42,住院,25~64,金門縣,0,34,09020
2022,42,住院,25~64,宜蘭縣,0,453,10002
2022,42,住院,25~64,新竹縣,0,680,10004
2022,42,住院,25~64,苗栗縣,0,234,10005
2022,42,住院,25~64,彰化縣,0,1275,10007
2022,42,住院,25~64,南投縣,0,106,10008
2022,42,住院,25~64,雲林縣,0,594,10009
2022,42,住院,25~64,嘉義縣,0,465,10010
2022,42,住院,25~64,屏東縣,0,465,10013
2022,42,住院,25~64,台東縣,0,68,10014
2022,42,住院,25~64,花蓮縣,0,447,10015
2022,42,住院,25~64,澎湖縣,0,28,10016
2022,42,住院,25~64,基隆市,0,127,10017
2022,42,住院,25~64,新竹市,0,577,10018
2022,42,住院,25~64,嘉義市,0,434,10020
2022,42,住院,25~64,台北市,0,4512,63000
2022,42,住院,25~64,高雄市,0,2323,64000
2022,42,住院,25~64,新北市,0,1679,65000
2022,42,住院,25~64,台中市,0,3985,66000
2022,42,住院,25~64,台南市,0,1215,67000
2022,42,住院,25~64,桃園市,0,2233,68000
2022,42,住院,3~6,連江縣,0,1,09007
2022,42,住院,3~6,金門縣,0,2,09020
2022,42,住院,3~6,宜蘭縣,0,42,10002
2022,42,住院,3~6,新竹縣,0,22,10004
2022,42,住院,3~6,苗栗縣,0,30,10005
2022,42,住院,3~6,彰化縣,0,74,10007
2022,42,住院,3~6,南投縣,0,21,10008
2022,42,住院,3~6,雲林縣,0,7,10009
2022,42,住院,3~6,嘉義縣,0,16,10010
2022,42,住院,3~6,屏東縣,0,44,10013
2022,42,住院,3~6,台東縣,0,3,10014
2022,42,住院,3~6,花蓮縣,0,10,10015
2022,42,住院,3~6,基隆市,0,12,10017
2022,42,住院,3~6,新竹市,0,13,10018
2022,42,住院,3~6,嘉義市,0,2,10020
2022,42,住院,3~6,台北市,0,143,63000
2022,42,住院,3~6,高雄市,0,47,64000
2022,42,住院,3~6,新北市,0,65,65000
2022,42,住院,3~6,台中市,0,151,66000
2022,42,住院,3~6,台南市,0,8,67000
2022,42,住院,3~6,桃園市,0,88,68000
2022,42,住院,65+,連江縣,0,1,09007
2022,42,住院,65+,金門縣,0,33,09020
2022,42,住院,65+,宜蘭縣,0,387,10002
2022,42,住院,65+,新竹縣,0,400,10004
2022,42,住院,65+,苗栗縣,0,264,10005
2022,42,住院,65+,彰化縣,0,1177,10007
2022,42,住院,65+,南投縣,0,93,10008
2022,42,住院,65+,雲林縣,0,595,10009
2022,42,住院,65+,嘉義縣,0,439,10010
2022,42,住院,65+,屏東縣,0,420,10013
2022,42,住院,65+,台東縣,0,51,10014
2022,42,住院,65+,花蓮縣,0,393,10015
2022,42,住院,65+,澎湖縣,0,12,10016
2022,42,住院,65+,基隆市,0,144,10017
2022,42,住院,65+,新竹市,0,325,10018
2022,42,住院,65+,嘉義市,0,344,10020
2022,42,住院,65+,台北市,0,3530,63000
2022,42,住院,65+,高雄市,0,1571,64000
2022,42,住院,65+,新北市,0,1491,65000
2022,42,住院,65+,台中市,0,2316,66000
2022,42,住院,65+,台南市,0,877,67000
2022,42,住院,65+,桃園市,0,1460,68000
2022,42,住院,7~12,宜蘭縣,0,7,10002
2022,42,住院,7~12,新竹縣,0,9,10004
2022,42,住院,7~12,苗栗縣,0,16,10005
2022,42,住院,7~12,彰化縣,0,35,10007
2022,42,住院,7~12,南投縣,0,4,10008
2022,42,住院,7~12,雲林縣,0,7,10009
2022,42,住院,7~12,嘉義縣,0,8,10010
2022,42,住院,7~12,屏東縣,0,11,10013
2022,42,住院,7~12,花蓮縣,0,11,10015
2022,42,住院,7~12,基隆市,0,3,10017
2022,42,住院,7~12,新竹市,0,3,10018
2022,42,住院,7~12,嘉義市,0,2,10020
2022,42,住院,7~12,台北市,0,100,63000
2022,42,住院,7~12,高雄市,0,33,64000
2022,42,住院,7~12,新北市,0,36,65000
2022,42,住院,7~12,台中市,0,91,66000
2022,42,住院,7~12,台南市,0,15,67000
2022,42,住院,7~12,桃園市,0,49,68000
2022,42,門診,0~2,連江縣,0,42,09007
2022,42,門診,0~2,金門縣,0,443,09020
2022,42,門診,0~2,宜蘭縣,0,3250,10002
2022,42,門診,0~2,新竹縣,0,5432,10004
2022,42,門診,0~2,苗栗縣,0,3065,10005
2022,42,門診,0~2,彰化縣,3,9696,10007
2022,42,門診,0~2,南投縣,0,3502,10008
2022,42,門診,0~2,雲林縣,1,4126,10009
2022,42,門診,0~2,嘉義縣,1,1544,10010
2022,42,門診,0~2,屏東縣,2,4986,10013
2022,42,門診,0~2,台東縣,1,1027,10014
2022,42,門診,0~2,花蓮縣,0,2156,10015
2022,42,門診,0~2,澎湖縣,0,461,10016
2022,42,門診,0~2,基隆市,0,1990,10017
2022,42,門診,0~2,新竹市,1,5416,10018
2022,42,門診,0~2,嘉義市,0,2540,10020
2022,42,門診,0~2,台北市,1,15258,63000
2022,42,門診,0~2,高雄市,4,18737,64000
2022,42,門診,0~2,新北市,5,29925,65000
2022,42,門診,0~2,台中市,11,26163,66000
2022,42,門診,0~2,台南市,0,12984,67000
2022,42,門診,0~2,桃園市,1,16962,68000
2022,42,門診,13~15,連江縣,0,24,09007
2022,42,門診,13~15,金門縣,0,574,09020
2022,42,門診,13~15,宜蘭縣,0,2191,10002
2022,42,門診,13~15,新竹縣,0,2281,10004
2022,42,門診,13~15,苗栗縣,0,1738,10005
2022,42,門診,13~15,彰化縣,0,6527,10007
2022,42,門診,13~15,南投縣,0,1801,10008
2022,42,門診,13~15,雲林縣,0,2838,10009
2022,42,門診,13~15,嘉義縣,0,1110,10010
2022,42,門診,13~15,屏東縣,0,2943,10013
2022,42,門診,13~15,台東縣,0,579,10014
2022,42,門診,13~15,花蓮縣,0,910,10015
2022,42,門診,13~15,澎湖縣,0,458,10016
2022,42,門診,13~15,基隆市,0,1171,10017
2022,42,門診,13~15,新竹市,0,2664,10018
2022,42,門診,13~15,嘉義市,0,1729,10020
2022,42,門診,13~15,台北市,0,9788,63000
2022,42,門診,13~15,高雄市,0,13732,64000
2022,42,門診,13~15,新北市,1,17885,65000
2022,42,門診,13~15,台中市,0,14066,66000
2022,42,門診,13~15,台南市,0,7541,67000
2022,42,門診,13~15,桃園市,0,8814,68000
2022,42,門診,16~18,連江縣,0,10,09007
2022,42,門診,16~18,金門縣,0,324,09020
2022,42,門診,16~18,宜蘭縣,0,2035,10002
2022,42,門診,16~18,新竹縣,0,1977,10004
2022,42,門診,16~18,苗栗縣,0,1508,10005
2022,42,門診,16~18,彰化縣,0,4765,10007
2022,42,門診,16~18,南投縣,0,1761,10008
2022,42,門診,16~18,雲林縣,0,2605,10009
2022,42,門診,16~18,嘉義縣,0,1154,10010
2022,42,門診,16~18,屏東縣,0,2863,10013
2022,42,門診,16~18,台東縣,0,458,10014
2022,42,門診,16~18,花蓮縣,0,961,10015
2022,42,門診,16~18,澎湖縣,0,538,10016
2022,42,門診,16~18,基隆市,0,1076,10017
2022,42,門診,16~18,新竹市,0,2132,10018
2022,42,門診,16~18,嘉義市,0,1919,10020
2022,42,門診,16~18,台北市,0,8610,63000
2022,42,門診,16~18,高雄市,0,13128,64000
2022,42,門診,16~18,新北市,0,14637,65000
2022,42,門診,16~18,台中市,0,12888,66000
2022,42,門診,16~18,台南市,0,6985,67000
2022,42,門診,16~18,桃園市,0,7805,68000
2022,42,門診,19~24,連江縣,0,53,09007
2022,42,門診,19~24,金門縣,0,730,09020
2022,42,門診,19~24,宜蘭縣,0,2715,10002
2022,42,門診,19~24,新竹縣,0,3550,10004
2022,42,門診,19~24,苗栗縣,0,2813,10005
