確定病名,死亡年份,死亡週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,嘉義縣,水上鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,嘉義縣,竹崎鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,嘉義縣,梅山鄉,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,屏東縣,屏東市,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,屏東縣,萬丹鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,屏東縣,新園鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,澎湖縣,馬公市,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,澎湖縣,白沙鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,花蓮縣,玉里鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,花蓮縣,吉安鄉,F,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,花蓮縣,吉安鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,台東縣,台東市,M,否,40-44,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,金門縣,金城鎮,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,33,金門縣,金寧鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,松山區,F,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,松山區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,大同區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,大同區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,內湖區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,南港區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,北投區,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,北投區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,信義區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,中正區,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,萬華區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台北市,文山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,豐原區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,豐原區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,后里區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,神岡區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,潭子區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,外埔區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,烏日區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,大肚區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,太平區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,大里區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,大里區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,東區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,北區,F,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,北屯區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台中市,北屯區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,鹽水區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,鹽水區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,新市區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,玉井區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,關廟區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,永康區,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,南區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,安南區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,安南區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,安南區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,鳳山區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,仁武區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,鳥松區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,鹽埕區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,鼓山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,左營區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,楠梓區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,三民區,F,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,三民區,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,苓雅區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,苓雅區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,前鎮區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,高雄市,小港區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,基隆市,安樂區,F,否,25-29,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新竹市,東區,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新竹市,東區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新竹市,東區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新竹市,北區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義市,東區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義市,東區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,板橋區,F,否,35-39,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,板橋區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,板橋區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,三重區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,三重區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,永和區,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,中和區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,中和區,F,否,70+,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,中和區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,新店區,F,否,70+,3
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,新店區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,樹林區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,鶯歌區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,土城區,M,否,65-69,4
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,蘆洲區,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,蘆洲區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新北市,石門區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,桃園區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,桃園區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,中壢區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,中壢區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,大溪區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,大溪區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,楊梅區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,蘆竹區,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,蘆竹區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,大園區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,桃園市,八德區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新竹縣,竹北市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,新竹縣,尖石鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,宜蘭縣,宜蘭市,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,宜蘭縣,羅東鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,宜蘭縣,員山鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,宜蘭縣,三星鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,苗栗市,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,苗栗市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,通霄鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,通霄鎮,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,竹南鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,頭份市,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,後龍鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,頭屋鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,造橋鄉,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,三灣鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,獅潭鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,苗栗縣,泰安鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,彰化市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,彰化市,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,員林市,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,福興鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,福興鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,福興鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,花壇鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,芬園鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,埔鹽鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,社頭鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,芳苑鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,彰化縣,竹塘鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,南投縣,埔里鎮,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,南投縣,竹山鎮,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,南投縣,竹山鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,南投縣,鹿谷鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,雲林縣,斗六市,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,雲林縣,土庫鎮,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,雲林縣,古坑鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,雲林縣,褒忠鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,雲林縣,台西鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,雲林縣,水林鄉,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義縣,朴子市,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義縣,民雄鄉,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義縣,六腳鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義縣,東石鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義縣,鹿草鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義縣,水上鄉,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,嘉義縣,竹崎鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,屏東縣,屏東市,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,屏東縣,潮州鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,屏東縣,東港鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,屏東縣,枋寮鄉,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,屏東縣,新園鄉,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,澎湖縣,馬公市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,花蓮縣,花蓮市,M,否,40-44,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,花蓮縣,花蓮市,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,花蓮縣,秀林鄉,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,台東縣,太麻里鄉,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,34,金門縣,金沙鎮,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,大同區,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,中山區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,中山區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,內湖區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,南港區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,士林區,F,否,25-29,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,士林區,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,士林區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,北投區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,萬華區,M,否,50-54,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,萬華區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,萬華區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台北市,文山區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,豐原區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,豐原區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,大甲區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,大雅區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,外埔區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,外埔區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,大安區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,烏日區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,霧峰區,F,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,大里區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,大里區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,西區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,西區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,西區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,南區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,南區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,北區,M,否,45-49,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,北區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,北區,M,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,南屯區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,南屯區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台中市,北屯區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,白河區,M,否,65-69,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,學甲區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,東山區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,官田區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,七股區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,東區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,東區,F,否,65-69,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,台南市,安南區,F,否,70+,2
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,鳳山區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,岡山區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,大社區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,橋頭區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,橋頭區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,阿蓮區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,阿蓮區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,杉林區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,鹽埕區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,鼓山區,M,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,左營區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,楠梓區,M,否,55-59,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,三民區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,前金區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,前鎮區,F,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,前鎮區,F,否,65-69,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,前鎮區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,高雄市,小港區,F,否,0-4,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,基隆市,安樂區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,基隆市,信義區,M,否,60-64,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,基隆市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,新竹市,北區,F,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,新竹市,北區,M,否,70+,1
嚴重特殊傳染性肺炎(112/3/19以前病例定義版本),2022,35,新竹市,香山區,M,否,70+,2
