確定病名,發病年份,發病月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數,縣市別代碼,鄉鎮別代碼
19CoV,2022,10,基隆市,中正區,F,0,70+,4,10017,10017010
19CoV,2022,10,基隆市,中正區,M,0,70+,1,10017,10017010
19CoV,2022,10,基隆市,仁愛區,F,0,70+,2,10017,10017040
19CoV,2022,10,基隆市,仁愛區,M,0,70+,5,10017,10017040
19CoV,2022,10,基隆市,信義區,F,0,65~69,1,10017,10017070
19CoV,2022,10,基隆市,信義區,F,0,70+,1,10017,10017070
19CoV,2022,10,基隆市,安樂區,M,0,0~4,1,10017,10017060
19CoV,2022,10,基隆市,安樂區,F,0,50~54,1,10017,10017060
19CoV,2022,10,基隆市,安樂區,M,0,60~64,1,10017,10017060
19CoV,2022,10,基隆市,安樂區,F,0,70+,3,10017,10017060
19CoV,2022,10,基隆市,安樂區,M,0,70+,3,10017,10017060
19CoV,2022,10,新竹市,北區,M,0,45~49,1,10018,10018020
19CoV,2022,10,新竹市,北區,M,0,60~64,1,10018,10018020
19CoV,2022,10,新竹市,北區,F,0,70+,6,10018,10018020
19CoV,2022,10,新竹市,北區,M,0,70+,1,10018,10018020
19CoV,2022,10,新竹市,東區,M,0,40~44,1,10018,10018010
19CoV,2022,10,新竹市,東區,F,0,70+,3,10018,10018010
19CoV,2022,10,新竹市,東區,M,0,70+,3,10018,10018010
19CoV,2022,10,新竹市,香山區,F,0,70+,1,10018,10018030
19CoV,2022,10,新竹市,香山區,M,0,70+,1,10018,10018030
19CoV,2022,10,嘉義市,東區,F,0,50~54,1,10020,10020010
19CoV,2022,10,嘉義市,東區,F,0,70+,8,10020,10020010
19CoV,2022,10,嘉義市,東區,M,0,70+,7,10020,10020010
19CoV,2022,10,嘉義市,西區,F,0,55~59,1,10020,10020020
19CoV,2022,10,嘉義市,西區,F,0,70+,5,10020,10020020
19CoV,2022,10,嘉義市,西區,M,0,70+,12,10020,10020020
19CoV,2022,10,台北市,中山區,F,0,60~64,1,63000,63000040
19CoV,2022,10,台北市,中山區,F,0,65~69,1,63000,63000040
19CoV,2022,10,台北市,中山區,F,0,70+,6,63000,63000040
19CoV,2022,10,台北市,中山區,M,0,70+,6,63000,63000040
19CoV,2022,10,台北市,中正區,F,0,30~34,1,63000,63000050
19CoV,2022,10,台北市,中正區,M,0,45~49,1,63000,63000050
19CoV,2022,10,台北市,中正區,M,0,55~59,1,63000,63000050
19CoV,2022,10,台北市,中正區,F,0,70+,3,63000,63000050
19CoV,2022,10,台北市,中正區,M,0,70+,4,63000,63000050
19CoV,2022,10,台北市,信義區,F,0,45~49,1,63000,63000020
19CoV,2022,10,台北市,信義區,F,0,50~54,1,63000,63000020
19CoV,2022,10,台北市,信義區,M,0,65~69,2,63000,63000020
19CoV,2022,10,台北市,信義區,F,0,70+,10,63000,63000020
19CoV,2022,10,台北市,信義區,M,0,70+,20,63000,63000020
19CoV,2022,10,台北市,內湖區,M,0,65~69,1,63000,63000100
19CoV,2022,10,台北市,內湖區,F,0,70+,9,63000,63000100
19CoV,2022,10,台北市,內湖區,M,0,70+,10,63000,63000100
19CoV,2022,10,台北市,北投區,M,0,40~44,1,63000,63000120
19CoV,2022,10,台北市,北投區,F,0,60~64,1,63000,63000120
19CoV,2022,10,台北市,北投區,M,0,65~69,1,63000,63000120
19CoV,2022,10,台北市,北投區,F,0,70+,7,63000,63000120
19CoV,2022,10,台北市,北投區,M,0,70+,2,63000,63000120
19CoV,2022,10,台北市,南港區,F,1,45~49,1,63000,63000090
19CoV,2022,10,台北市,南港區,M,0,60~64,1,63000,63000090
19CoV,2022,10,台北市,南港區,M,0,65~69,1,63000,63000090
19CoV,2022,10,台北市,南港區,F,0,70+,3,63000,63000090
19CoV,2022,10,台北市,南港區,M,0,70+,6,63000,63000090
19CoV,2022,10,台北市,士林區,M,0,65~69,2,63000,63000110
19CoV,2022,10,台北市,士林區,F,0,70+,10,63000,63000110
19CoV,2022,10,台北市,士林區,M,0,70+,12,63000,63000110
19CoV,2022,10,台北市,大同區,F,0,70+,6,63000,63000060
19CoV,2022,10,台北市,大同區,M,0,70+,5,63000,63000060
19CoV,2022,10,台北市,大安區,F,0,65~69,1,63000,63000030
19CoV,2022,10,台北市,大安區,F,0,70+,6,63000,63000030
19CoV,2022,10,台北市,大安區,M,0,70+,9,63000,63000030
19CoV,2022,10,台北市,文山區,M,0,65~69,1,63000,63000080
19CoV,2022,10,台北市,文山區,M,0,65~69,1,63000,63000081
19CoV,2022,10,台北市,文山區,M,0,65~69,1,63000,63000082
19CoV,2022,10,台北市,文山區,F,0,70+,9,63000,63000080
19CoV,2022,10,台北市,文山區,F,0,70+,9,63000,63000081
19CoV,2022,10,台北市,文山區,F,0,70+,9,63000,63000082
19CoV,2022,10,台北市,文山區,M,0,70+,10,63000,63000080
19CoV,2022,10,台北市,文山區,M,0,70+,10,63000,63000081
19CoV,2022,10,台北市,文山區,M,0,70+,10,63000,63000082
19CoV,2022,10,台北市,松山區,F,0,50~54,2,63000,63000010
19CoV,2022,10,台北市,松山區,F,0,70+,8,63000,63000010
19CoV,2022,10,台北市,松山區,M,0,70+,4,63000,63000010
19CoV,2022,10,台北市,萬華區,F,0,70+,7,63000,63000072
19CoV,2022,10,台北市,萬華區,F,0,70+,7,63000,63000070
19CoV,2022,10,台北市,萬華區,F,0,70+,7,63000,63000071
19CoV,2022,10,台北市,萬華區,M,0,70+,7,63000,63000070
19CoV,2022,10,台北市,萬華區,M,0,70+,7,63000,63000072
19CoV,2022,10,台北市,萬華區,M,0,70+,7,63000,63000071
19CoV,2022,10,高雄市,三民區,F,0,40~44,1,64000,64000052
19CoV,2022,10,高雄市,三民區,F,0,40~44,1,64000,64000050
19CoV,2022,10,高雄市,三民區,F,0,40~44,1,64000,64000051
19CoV,2022,10,高雄市,三民區,M,0,60~64,3,64000,64000051
19CoV,2022,10,高雄市,三民區,M,0,60~64,3,64000,64000050
19CoV,2022,10,高雄市,三民區,M,0,60~64,3,64000,64000052
19CoV,2022,10,高雄市,三民區,M,0,65~69,1,64000,64000051
19CoV,2022,10,高雄市,三民區,M,0,65~69,1,64000,64000050
19CoV,2022,10,高雄市,三民區,M,0,65~69,1,64000,64000052
19CoV,2022,10,高雄市,三民區,F,0,70+,8,64000,64000050
19CoV,2022,10,高雄市,三民區,F,0,70+,8,64000,64000052
19CoV,2022,10,高雄市,三民區,F,0,70+,8,64000,64000051
19CoV,2022,10,高雄市,三民區,M,0,70+,8,64000,64000050
19CoV,2022,10,高雄市,三民區,M,0,70+,8,64000,64000051
19CoV,2022,10,高雄市,三民區,M,0,70+,8,64000,64000052
19CoV,2022,10,高雄市,仁武區,M,0,0~4,1,64000,64000170
19CoV,2022,10,高雄市,仁武區,M,0,50~54,1,64000,64000170
19CoV,2022,10,高雄市,仁武區,M,0,60~64,1,64000,64000170
19CoV,2022,10,高雄市,仁武區,M,0,65~69,1,64000,64000170
19CoV,2022,10,高雄市,仁武區,F,0,70+,3,64000,64000170
19CoV,2022,10,高雄市,內門區,F,0,70+,1,64000,64000350
19CoV,2022,10,高雄市,內門區,M,0,70+,4,64000,64000350
19CoV,2022,10,高雄市,六龜區,M,0,60~64,1,64000,64000320
19CoV,2022,10,高雄市,六龜區,M,0,70+,1,64000,64000320
19CoV,2022,10,高雄市,前金區,M,0,65~69,1,64000,64000070
19CoV,2022,10,高雄市,前金區,F,0,70+,1,64000,64000070
19CoV,2022,10,高雄市,前鎮區,F,0,20~24,1,64000,64000090
19CoV,2022,10,高雄市,前鎮區,F,0,45~49,1,64000,64000090
19CoV,2022,10,高雄市,前鎮區,M,0,50~54,1,64000,64000090
19CoV,2022,10,高雄市,前鎮區,M,0,60~64,1,64000,64000090
19CoV,2022,10,高雄市,前鎮區,M,0,65~69,1,64000,64000090
19CoV,2022,10,高雄市,前鎮區,F,0,70+,5,64000,64000090
19CoV,2022,10,高雄市,前鎮區,M,0,70+,6,64000,64000090
19CoV,2022,10,高雄市,大寮區,M,0,50~54,1,64000,64000140
19CoV,2022,10,高雄市,大寮區,M,0,60~64,1,64000,64000140
19CoV,2022,10,高雄市,大寮區,M,0,65~69,1,64000,64000140
19CoV,2022,10,高雄市,大寮區,F,0,70+,4,64000,64000140
19CoV,2022,10,高雄市,大寮區,M,0,70+,2,64000,64000140
19CoV,2022,10,高雄市,大樹區,F,0,70+,1,64000,64000150
19CoV,2022,10,高雄市,大樹區,M,0,70+,1,64000,64000150
19CoV,2022,10,高雄市,大社區,M,0,60~64,1,64000,64000160
19CoV,2022,10,高雄市,大社區,M,0,70+,1,64000,64000160
19CoV,2022,10,高雄市,小港區,F,0,60~64,1,64000,64000110
19CoV,2022,10,高雄市,小港區,M,0,60~64,1,64000,64000110
19CoV,2022,10,高雄市,小港區,M,0,65~69,1,64000,64000110
19CoV,2022,10,高雄市,小港區,F,0,70+,4,64000,64000110
19CoV,2022,10,高雄市,小港區,M,0,70+,5,64000,64000110
19CoV,2022,10,高雄市,岡山區,M,0,55~59,1,64000,64000190
19CoV,2022,10,高雄市,岡山區,M,0,60~64,2,64000,64000190
19CoV,2022,10,高雄市,岡山區,F,0,70+,4,64000,64000190
19CoV,2022,10,高雄市,岡山區,M,0,70+,2,64000,64000190
19CoV,2022,10,高雄市,左營區,F,0,40~44,1,64000,64000030
19CoV,2022,10,高雄市,左營區,F,0,45~49,1,64000,64000030
19CoV,2022,10,高雄市,左營區,M,0,50~54,1,64000,64000030
19CoV,2022,10,高雄市,左營區,F,0,65~69,1,64000,64000030
19CoV,2022,10,高雄市,左營區,M,0,65~69,1,64000,64000030
19CoV,2022,10,高雄市,左營區,F,0,70+,5,64000,64000030
19CoV,2022,10,高雄市,左營區,M,0,70+,3,64000,64000030
19CoV,2022,10,高雄市,彌陀區,M,0,65~69,1,64000,64000280
19CoV,2022,10,高雄市,新興區,F,0,70+,3,64000,64000060
19CoV,2022,10,高雄市,新興區,M,0,70+,5,64000,64000060
19CoV,2022,10,高雄市,旗山區,F,0,65~69,1,64000,64000300
19CoV,2022,10,高雄市,旗山區,F,0,70+,4,64000,64000300
19CoV,2022,10,高雄市,旗山區,M,0,70+,2,64000,64000300
19CoV,2022,10,高雄市,杉林區,M,0,70+,1,64000,64000340
19CoV,2022,10,高雄市,林園區,F,0,60~64,1,64000,64000130
19CoV,2022,10,高雄市,林園區,M,0,65~69,1,64000,64000130
19CoV,2022,10,高雄市,林園區,M,0,70+,3,64000,64000130
19CoV,2022,10,高雄市,梓官區,M,0,45~49,1,64000,64000290
19CoV,2022,10,高雄市,梓官區,F,0,55~59,1,64000,64000290
19CoV,2022,10,高雄市,梓官區,M,0,55~59,1,64000,64000290
19CoV,2022,10,高雄市,梓官區,F,0,65~69,1,64000,64000290
19CoV,2022,10,高雄市,梓官區,M,0,70+,2,64000,64000290
19CoV,2022,10,高雄市,楠梓區,M,0,50~54,1,64000,64000040
19CoV,2022,10,高雄市,楠梓區,M,0,60~64,1,64000,64000040
19CoV,2022,10,高雄市,楠梓區,F,0,65~69,1,64000,64000040
19CoV,2022,10,高雄市,楠梓區,M,0,65~69,2,64000,64000040
19CoV,2022,10,高雄市,楠梓區,F,0,70+,3,64000,64000040
19CoV,2022,10,高雄市,楠梓區,M,0,70+,5,64000,64000040
19CoV,2022,10,高雄市,橋頭區,F,0,70+,2,64000,64000200
19CoV,2022,10,高雄市,橋頭區,M,0,70+,1,64000,64000200
19CoV,2022,10,高雄市,燕巢區,F,0,60~64,1,64000,64000210
19CoV,2022,10,高雄市,燕巢區,M,0,60~64,1,64000,64000210
19CoV,2022,10,高雄市,燕巢區,F,0,70+,2,64000,64000210
19CoV,2022,10,高雄市,燕巢區,M,0,70+,3,64000,64000210
19CoV,2022,10,高雄市,田寮區,M,0,70+,1,64000,64000220
19CoV,2022,10,高雄市,美濃區,F,0,55~59,1,64000,64000310
19CoV,2022,10,高雄市,美濃區,M,0,65~69,1,64000,64000310
19CoV,2022,10,高雄市,美濃區,F,0,70+,2,64000,64000310
19CoV,2022,10,高雄市,美濃區,M,0,70+,4,64000,64000310
19CoV,2022,10,高雄市,苓雅區,F,0,60~64,1,64000,64000080
19CoV,2022,10,高雄市,苓雅區,M,0,60~64,2,64000,64000080
19CoV,2022,10,高雄市,苓雅區,F,0,65~69,1,64000,64000080
19CoV,2022,10,高雄市,苓雅區,F,0,70+,2,64000,64000080
19CoV,2022,10,高雄市,苓雅區,M,0,70+,5,64000,64000080
19CoV,2022,10,高雄市,茄萣區,F,0,70+,1,64000,64000260
19CoV,2022,10,高雄市,路竹區,F,0,70+,1,64000,64000240
19CoV,2022,10,高雄市,路竹區,M,0,70+,4,64000,64000240
19CoV,2022,10,高雄市,阿蓮區,F,0,65~69,1,64000,64000230
19CoV,2022,10,高雄市,阿蓮區,M,0,65~69,1,64000,64000230
19CoV,2022,10,高雄市,鳥松區,M,0,70+,3,64000,64000180
19CoV,2022,10,高雄市,鳳山區,M,0,45~49,2,64000,64000120
19CoV,2022,10,高雄市,鳳山區,M,0,60~64,1,64000,64000120
19CoV,2022,10,高雄市,鳳山區,F,0,65~69,1,64000,64000120
19CoV,2022,10,高雄市,鳳山區,M,0,65~69,2,64000,64000120
19CoV,2022,10,高雄市,鳳山區,F,0,70+,11,64000,64000120
19CoV,2022,10,高雄市,鳳山區,M,0,70+,12,64000,64000120
19CoV,2022,10,高雄市,鹽埕區,F,0,65~69,1,64000,64000010
19CoV,2022,10,高雄市,鹽埕區,F,0,70+,1,64000,64000010
19CoV,2022,10,高雄市,鼓山區,F,0,40~44,1,64000,64000020
19CoV,2022,10,高雄市,鼓山區,M,0,60~64,1,64000,64000020
19CoV,2022,10,高雄市,鼓山區,F,0,65~69,1,64000,64000020
19CoV,2022,10,高雄市,鼓山區,M,0,65~69,1,64000,64000020
19CoV,2022,10,高雄市,鼓山區,F,0,70+,1,64000,64000020
19CoV,2022,10,高雄市,鼓山區,M,0,70+,4,64000,64000020
19CoV,2022,10,新北市,三峽區,F,0,40~44,1,65000,65000090
19CoV,2022,10,新北市,三峽區,M,0,55~59,1,65000,65000090
19CoV,2022,10,新北市,三峽區,M,0,65~69,2,65000,65000090
19CoV,2022,10,新北市,三峽區,F,0,70+,1,65000,65000090
19CoV,2022,10,新北市,三峽區,M,0,70+,5,65000,65000090
19CoV,2022,10,新北市,三芝區,F,0,70+,1,65000,65000210
19CoV,2022,10,新北市,三重區,M,0,55~59,1,65000,65000020
19CoV,2022,10,新北市,三重區,F,0,60~64,2,65000,65000020
19CoV,2022,10,新北市,三重區,M,0,60~64,1,65000,65000020
19CoV,2022,10,新北市,三重區,M,0,65~69,4,65000,65000020
19CoV,2022,10,新北市,三重區,F,0,70+,10,65000,65000020
19CoV,2022,10,新北市,三重區,M,0,70+,18,65000,65000020
19CoV,2022,10,新北市,中和區,F,0,30~34,1,65000,65000030
19CoV,2022,10,新北市,中和區,F,0,55~59,1,65000,65000030
19CoV,2022,10,新北市,中和區,M,0,55~59,2,65000,65000030
19CoV,2022,10,新北市,中和區,M,0,60~64,1,65000,65000030
19CoV,2022,10,新北市,中和區,F,0,65~69,1,65000,65000030
19CoV,2022,10,新北市,中和區,M,0,65~69,3,65000,65000030
19CoV,2022,10,新北市,中和區,F,0,70+,15,65000,65000030
19CoV,2022,10,新北市,中和區,M,0,70+,10,65000,65000030
19CoV,2022,10,新北市,五股區,M,0,50~54,1,65000,65000150
19CoV,2022,10,新北市,五股區,F,0,70+,2,65000,65000150
19CoV,2022,10,新北市,五股區,M,0,70+,1,65000,65000150
19CoV,2022,10,新北市,八里區,F,0,70+,4,65000,65000230
19CoV,2022,10,新北市,八里區,M,0,70+,2,65000,65000230
19CoV,2022,10,新北市,土城區,M,0,55~59,1,65000,65000130
19CoV,2022,10,新北市,土城區,M,0,60~64,2,65000,65000130
19CoV,2022,10,新北市,土城區,F,0,65~69,1,65000,65000130
19CoV,2022,10,新北市,土城區,M,0,65~69,3,65000,65000130
19CoV,2022,10,新北市,土城區,F,0,70+,4,65000,65000130
19CoV,2022,10,新北市,土城區,M,0,70+,6,65000,65000130
19CoV,2022,10,新北市,坪林區,F,0,70+,1,65000,65000200
19CoV,2022,10,新北市,坪林區,M,0,70+,1,65000,65000200
19CoV,2022,10,新北市,平溪區,F,0,70+,1,65000,65000240
19CoV,2022,10,新北市,新店區,F,0,25~29,1,65000,65000060
19CoV,2022,10,新北市,新店區,M,0,45~49,1,65000,65000060
19CoV,2022,10,新北市,新店區,M,0,50~54,2,65000,65000060
19CoV,2022,10,新北市,新店區,M,0,65~69,1,65000,65000060
19CoV,2022,10,新北市,新店區,F,0,70+,12,65000,65000060
19CoV,2022,10,新北市,新店區,M,0,70+,13,65000,65000060
19CoV,2022,10,新北市,新莊區,F,0,45~49,1,65000,65000050
19CoV,2022,10,新北市,新莊區,M,0,60~64,1,65000,65000050
19CoV,2022,10,新北市,新莊區,F,0,65~69,1,65000,65000050
19CoV,2022,10,新北市,新莊區,M,0,65~69,2,65000,65000050
19CoV,2022,10,新北市,新莊區,F,0,70+,8,65000,65000050
19CoV,2022,10,新北市,新莊區,M,0,70+,11,65000,65000050
19CoV,2022,10,新北市,板橋區,F,0,50~54,1,65000,65000010
19CoV,2022,10,新北市,板橋區,M,0,50~54,1,65000,65000010
19CoV,2022,10,新北市,板橋區,F,0,55~59,1,65000,65000010
19CoV,2022,10,新北市,板橋區,F,0,65~69,3,65000,65000010
19CoV,2022,10,新北市,板橋區,M,0,65~69,2,65000,65000010
19CoV,2022,10,新北市,板橋區,F,0,70+,13,65000,65000010
19CoV,2022,10,新北市,板橋區,M,0,70+,22,65000,65000010
19CoV,2022,10,新北市,林口區,F,0,45~49,1,65000,65000170
19CoV,2022,10,新北市,林口區,F,0,70+,2,65000,65000170
19CoV,2022,10,新北市,樹林區,F,0,65~69,1,65000,65000070
19CoV,2022,10,新北市,樹林區,M,0,65~69,2,65000,65000070
19CoV,2022,10,新北市,樹林區,F,0,70+,1,65000,65000070
19CoV,2022,10,新北市,樹林區,M,0,70+,4,65000,65000070
19CoV,2022,10,新北市,永和區,M,0,60~64,1,65000,65000040
19CoV,2022,10,新北市,永和區,F,0,70+,9,65000,65000040
19CoV,2022,10,新北市,永和區,M,0,70+,12,65000,65000040
19CoV,2022,10,新北市,汐止區,M,0,50~54,1,65000,65000110
19CoV,2022,10,新北市,汐止區,F,0,55~59,1,65000,65000110
19CoV,2022,10,新北市,汐止區,F,0,65~69,1,65000,65000110
19CoV,2022,10,新北市,汐止區,F,0,70+,8,65000,65000110
19CoV,2022,10,新北市,汐止區,M,0,70+,6,65000,65000110
19CoV,2022,10,新北市,泰山區,F,0,70+,3,65000,65000160
19CoV,2022,10,新北市,泰山區,M,0,70+,3,65000,65000160
19CoV,2022,10,新北市,淡水區,M,0,35~39,1,65000,65000100
19CoV,2022,10,新北市,淡水區,M,0,40~44,1,65000,65000100
19CoV,2022,10,新北市,淡水區,F,0,70+,8,65000,65000100
19CoV,2022,10,新北市,淡水區,M,0,70+,3,65000,65000100
19CoV,2022,10,新北市,深坑區,M,0,55~59,1,65000,65000180
19CoV,2022,10,新北市,深坑區,F,0,70+,2,65000,65000180
19CoV,2022,10,新北市,深坑區,M,0,70+,2,65000,65000180
19CoV,2022,10,新北市,瑞芳區,F,0,70+,2,65000,65000120
19CoV,2022,10,新北市,瑞芳區,M,0,70+,4,65000,65000120
19CoV,2022,10,新北市,石碇區,F,0,45~49,1,65000,65000190
19CoV,2022,10,新北市,石門區,M,0,70+,1,65000,65000220
19CoV,2022,10,新北市,蘆洲區,M,0,55~59,1,65000,65000140
19CoV,2022,10,新北市,蘆洲區,F,0,70+,7,65000,65000140
19CoV,2022,10,新北市,蘆洲區,M,0,70+,8,65000,65000140
19CoV,2022,10,新北市,金山區,F,0,70+,2,65000,65000270
19CoV,2022,10,新北市,鶯歌區,F,0,55~59,2,65000,65000080
19CoV,2022,10,新北市,鶯歌區,M,0,55~59,1,65000,65000080
19CoV,2022,10,新北市,鶯歌區,F,0,65~69,1,65000,65000080
19CoV,2022,10,新北市,鶯歌區,F,0,70+,1,65000,65000080
19CoV,2022,10,新北市,鶯歌區,M,0,70+,3,65000,65000080
19CoV,2022,10,台中市,中區,M,0,55~59,1,66000,66000010
19CoV,2022,10,台中市,中區,M,0,70+,1,66000,66000010
19CoV,2022,10,台中市,北區,M,0,60~64,2,66000,66000050
19CoV,2022,10,台中市,北區,F,0,65~69,1,66000,66000050
19CoV,2022,10,台中市,北區,F,0,70+,3,66000,66000050
19CoV,2022,10,台中市,北區,M,0,70+,3,66000,66000050
19CoV,2022,10,台中市,北屯區,M,0,50~54,1,66000,66000080
19CoV,2022,10,台中市,北屯區,M,0,60~64,3,66000,66000080
19CoV,2022,10,台中市,北屯區,M,0,65~69,2,66000,66000080
19CoV,2022,10,台中市,北屯區,F,0,70+,3,66000,66000080
19CoV,2022,10,台中市,北屯區,M,0,70+,12,66000,66000080
19CoV,2022,10,台中市,南區,M,0,40~44,1,66000,66000030
19CoV,2022,10,台中市,南區,M,0,50~54,2,66000,66000030
19CoV,2022,10,台中市,南區,F,0,70+,1,66000,66000030
19CoV,2022,10,台中市,南區,M,0,70+,4,66000,66000030
19CoV,2022,10,台中市,南屯區,F,0,50~54,2,66000,66000070
19CoV,2022,10,台中市,南屯區,M,0,65~69,1,66000,66000070
19CoV,2022,10,台中市,南屯區,F,0,70+,5,66000,66000070
19CoV,2022,10,台中市,南屯區,M,0,70+,7,66000,66000070
19CoV,2022,10,台中市,后里區,M,0,55~59,1,66000,66000150
19CoV,2022,10,台中市,后里區,F,0,60~64,1,66000,66000150
19CoV,2022,10,台中市,后里區,M,0,70+,1,66000,66000150
19CoV,2022,10,台中市,外埔區,M,0,60~64,1,66000,66000210
19CoV,2022,10,台中市,外埔區,F,0,65~69,1,66000,66000210
19CoV,2022,10,台中市,大安區,M,0,70+,3,66000,66000220
19CoV,2022,10,台中市,大甲區,F,0,50~54,1,66000,66000110
19CoV,2022,10,台中市,大甲區,M,0,60~64,1,66000,66000110
19CoV,2022,10,台中市,大甲區,F,0,70+,3,66000,66000110
19CoV,2022,10,台中市,大甲區,M,0,70+,3,66000,66000110
19CoV,2022,10,台中市,大肚區,F,0,70+,3,66000,66000240
19CoV,2022,10,台中市,大肚區,M,0,70+,2,66000,66000240
19CoV,2022,10,台中市,大里區,F,0,70+,4,66000,66000280
19CoV,2022,10,台中市,大里區,M,0,70+,4,66000,66000280
19CoV,2022,10,台中市,大雅區,F,0,45~49,1,66000,66000180
19CoV,2022,10,台中市,大雅區,M,0,55~59,1,66000,66000180
19CoV,2022,10,台中市,大雅區,M,0,65~69,1,66000,66000180
19CoV,2022,10,台中市,大雅區,F,0,70+,1,66000,66000180
19CoV,2022,10,台中市,大雅區,M,0,70+,1,66000,66000180
19CoV,2022,10,台中市,太平區,M,0,25~29,1,66000,66000270
19CoV,2022,10,台中市,太平區,F,0,35~39,1,66000,66000270
19CoV,2022,10,台中市,太平區,M,0,50~54,1,66000,66000270
19CoV,2022,10,台中市,太平區,M,0,60~64,1,66000,66000270
19CoV,2022,10,台中市,太平區,M,0,65~69,2,66000,66000270
19CoV,2022,10,台中市,太平區,F,0,70+,2,66000,66000270
19CoV,2022,10,台中市,太平區,M,0,70+,9,66000,66000270
19CoV,2022,10,台中市,新社區,M,0,70+,3,66000,66000190
19CoV,2022,10,台中市,東區,M,0,65~69,1,66000,66000020
19CoV,2022,10,台中市,東區,F,0,70+,2,66000,66000020
19CoV,2022,10,台中市,東區,M,0,70+,3,66000,66000020
19CoV,2022,10,台中市,東勢區,M,0,50~54,1,66000,66000100
19CoV,2022,10,台中市,東勢區,M,0,65~69,1,66000,66000100
19CoV,2022,10,台中市,東勢區,F,0,70+,2,66000,66000100
19CoV,2022,10,台中市,東勢區,M,0,70+,3,66000,66000100
19CoV,2022,10,台中市,梧棲區,F,0,60~64,1,66000,66000140
19CoV,2022,10,台中市,梧棲區,M,0,60~64,1,66000,66000140
19CoV,2022,10,台中市,梧棲區,F,0,70+,2,66000,66000140
19CoV,2022,10,台中市,梧棲區,M,0,70+,4,66000,66000140
19CoV,2022,10,台中市,沙鹿區,M,0,50~54,1,66000,66000130
19CoV,2022,10,台中市,沙鹿區,M,0,60~64,1,66000,66000130
19CoV,2022,10,台中市,沙鹿區,F,0,70+,3,66000,66000130
19CoV,2022,10,台中市,沙鹿區,M,0,70+,3,66000,66000130
19CoV,2022,10,台中市,清水區,M,0,45~49,1,66000,66000120
19CoV,2022,10,台中市,清水區,F,0,50~54,1,66000,66000120
19CoV,2022,10,台中市,清水區,F,0,55~59,1,66000,66000120
19CoV,2022,10,台中市,清水區,F,0,60~64,1,66000,66000120
19CoV,2022,10,台中市,清水區,F,0,70+,4,66000,66000120
19CoV,2022,10,台中市,清水區,M,0,70+,3,66000,66000120
19CoV,2022,10,台中市,潭子區,M,0,50~54,1,66000,66000170
19CoV,2022,10,台中市,潭子區,F,0,65~69,1,66000,66000170
19CoV,2022,10,台中市,潭子區,M,0,65~69,1,66000,66000170
19CoV,2022,10,台中市,潭子區,F,0,70+,6,66000,66000170
19CoV,2022,10,台中市,潭子區,M,0,70+,5,66000,66000170
19CoV,2022,10,台中市,烏日區,M,0,65~69,1,66000,66000230
19CoV,2022,10,台中市,烏日區,F,0,70+,1,66000,66000230
19CoV,2022,10,台中市,烏日區,M,0,70+,2,66000,66000230
19CoV,2022,10,台中市,石岡區,M,0,60~64,1,66000,66000200
19CoV,2022,10,台中市,石岡區,F,0,70+,1,66000,66000200
19CoV,2022,10,台中市,石岡區,M,0,70+,3,66000,66000200
19CoV,2022,10,台中市,神岡區,M,0,60~64,1,66000,66000160
19CoV,2022,10,台中市,神岡區,M,0,65~69,1,66000,66000160
19CoV,2022,10,台中市,神岡區,F,0,70+,2,66000,66000160
19CoV,2022,10,台中市,神岡區,M,0,70+,3,66000,66000160
19CoV,2022,10,台中市,西區,M,0,60~64,1,66000,66000040
19CoV,2022,10,台中市,西區,M,0,65~69,1,66000,66000040
19CoV,2022,10,台中市,西區,F,0,70+,6,66000,66000040
19CoV,2022,10,台中市,西區,M,0,70+,5,66000,66000040
19CoV,2022,10,台中市,西屯區,F,0,30~34,1,66000,66000060
19CoV,2022,10,台中市,西屯區,M,0,30~34,1,66000,66000060
19CoV,2022,10,台中市,西屯區,M,0,55~59,1,66000,66000060
19CoV,2022,10,台中市,西屯區,F,0,70+,9,66000,66000060
19CoV,2022,10,台中市,西屯區,M,0,70+,5,66000,66000060
19CoV,2022,10,台中市,豐原區,F,0,60~64,1,66000,66000090
19CoV,2022,10,台中市,豐原區,F,0,65~69,1,66000,66000090
19CoV,2022,10,台中市,豐原區,M,0,65~69,1,66000,66000090
19CoV,2022,10,台中市,豐原區,F,0,70+,6,66000,66000090
19CoV,2022,10,台中市,豐原區,M,0,70+,9,66000,66000090
19CoV,2022,10,台中市,霧峰區,M,0,70+,3,66000,66000260
19CoV,2022,10,台中市,龍井區,M,0,65~69,1,66000,66000250
19CoV,2022,10,台中市,龍井區,F,0,70+,4,66000,66000250
19CoV,2022,10,台中市,龍井區,M,0,70+,1,66000,66000250
19CoV,2022,10,台南市,七股區,M,0,60~64,1,67000,67000150
19CoV,2022,10,台南市,七股區,F,0,70+,1,67000,67000150
19CoV,2022,10,台南市,七股區,M,0,70+,1,67000,67000150
19CoV,2022,10,台南市,下營區,M,0,60~64,1,67000,67000080
19CoV,2022,10,台南市,下營區,F,0,70+,1,67000,67000080
19CoV,2022,10,台南市,下營區,M,0,70+,4,67000,67000080
19CoV,2022,10,台南市,中西區,M,0,60~64,1,67000,67000370
19CoV,2022,10,台南市,中西區,F,0,70+,1,67000,67000370
19CoV,2022,10,台南市,中西區,M,0,70+,2,67000,67000370
