確定病名,研判年份,研判週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2023,41,高雄市,前鎮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,高雄市,前鎮區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,高雄市,大樹區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,小港區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,41,高雄市,小港區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,左營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,左營區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,41,高雄市,彌陀區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,新興區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,旗津區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,林園區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,林園區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,橋頭區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,41,高雄市,燕巢區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,41,高雄市,燕巢區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,苓雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,鳳山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,41,高雄市,鳳山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,高雄市,鹽埕區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,基隆市,七堵區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,41,基隆市,中山區,M,否,5-9,1
嚴重特殊傳染性肺炎,2023,41,基隆市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,基隆市,信義區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,41,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,基隆市,暖暖區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新竹市,北區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,41,新竹市,東區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,41,新竹市,東區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,41,新竹市,東區,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,41,新竹市,東區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,41,新竹市,東區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,41,嘉義市,東區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,41,嘉義市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,41,嘉義市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,三峽區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,三重區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,中和區,F,否,2,1
嚴重特殊傳染性肺炎,2023,41,新北市,中和區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,41,新北市,中和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,中和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,中和區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新北市,五股區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,五股區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,土城區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新北市,新店區,M,否,30-34,1
嚴重特殊傳染性肺炎,2023,41,新北市,新店區,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,41,新北市,新店區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,新店區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新北市,新店區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,41,新北市,新莊區,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,41,新北市,新莊區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,新莊區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,41,新北市,新莊區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,41,新北市,板橋區,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,41,新北市,板橋區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,板橋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,板橋區,F,否,70+,6
嚴重特殊傳染性肺炎,2023,41,新北市,板橋區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,41,新北市,林口區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,林口區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新北市,林口區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新北市,樹林區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,樹林區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新北市,樹林區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,41,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,永和區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新北市,泰山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,淡水區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,41,新北市,淡水區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,41,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,烏來區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,瑞芳區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,萬里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,蘆洲區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,鶯歌區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,41,新北市,鶯歌區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新北市,鶯歌區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新北市,鶯歌區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,桃園市,中壢區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,桃園市,大溪區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,41,桃園市,平鎮區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,41,桃園市,平鎮區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,桃園市,平鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,桃園市,新屋區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,41,桃園市,桃園區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,41,桃園市,桃園區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,41,桃園市,楊梅區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,桃園市,蘆竹區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,桃園市,蘆竹區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,桃園市,蘆竹區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,桃園市,蘆竹區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,桃園市,龍潭區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,桃園市,龜山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新竹縣,北埔鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,41,新竹縣,北埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新竹縣,新埔鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新竹縣,新豐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新竹縣,竹北市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新竹縣,竹北市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,41,新竹縣,竹東鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新竹縣,竹東鎮,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,41,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,新竹縣,芎林鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,新竹縣,芎林鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,宜蘭縣,五結鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,宜蘭縣,員山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,宜蘭縣,大同鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,宜蘭縣,宜蘭市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,宜蘭縣,礁溪鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,宜蘭縣,羅東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,宜蘭縣,蘇澳鎮,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,41,宜蘭縣,蘇澳鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,苗栗縣,後龍鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,苗栗縣,苑裡鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,苗栗縣,苑裡鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,苗栗縣,通霄鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,苗栗縣,銅鑼鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,伸港鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,和美鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,埔鹽鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,大城鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,大村鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,溪湖鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,福興鄉,M,否,20-24,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,芬園鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,彰化縣,鹿港鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,南投縣,中寮鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,南投縣,中寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,南投縣,南投市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,41,南投縣,名間鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,南投縣,名間鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,南投縣,國姓鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,41,南投縣,埔里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,南投縣,水里鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,南投縣,竹山鎮,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,41,南投縣,竹山鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,南投縣,草屯鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,41,南投縣,魚池鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,雲林縣,古坑鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,41,雲林縣,四湖鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,雲林縣,斗南鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,雲林縣,莿桐鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,41,雲林縣,虎尾鎮,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,41,雲林縣,虎尾鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,雲林縣,虎尾鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,嘉義縣,中埔鄉,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,41,嘉義縣,大林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,嘉義縣,義竹鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,屏東縣,佳冬鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,屏東縣,屏東市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,屏東縣,東港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,屏東縣,枋寮鄉,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,41,屏東縣,枋山鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,41,屏東縣,林邊鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,41,屏東縣,高樹鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,屏東縣,鹽埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,澎湖縣,馬公市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,澎湖縣,馬公市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,41,花蓮縣,新城鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,花蓮縣,玉里鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,41,台東縣,池上鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,中山區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,42,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,信義區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,台北市,信義區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台北市,信義區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,42,台北市,內湖區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,台北市,內湖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,北投區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,台北市,北投區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台北市,南港區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,士林區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,42,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,大同區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,大同區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,大安區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,台北市,大安區,M,否,55-59,2
嚴重特殊傳染性肺炎,2023,42,台北市,大安區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台北市,大安區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,42,台北市,文山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台北市,松山區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,42,台北市,松山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台北市,萬華區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,台北市,萬華區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,台北市,萬華區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台中市,北區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,台中市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,北屯區,F,否,4,1
嚴重特殊傳染性肺炎,2023,42,台中市,北屯區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,42,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,北屯區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台中市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,和平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,大肚區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,大雅區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,42,台中市,大雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,太平區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,梧棲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,梧棲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,沙鹿區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台中市,潭子區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,潭子區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,烏日區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,台中市,石岡區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,神岡區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,台中市,神岡區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,神岡區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,西區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,42,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,西屯區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,台中市,西屯區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,台中市,西屯區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,豐原區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,台中市,豐原區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,豐原區,M,是,70+,1
嚴重特殊傳染性肺炎,2023,42,台中市,龍井區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,台南市,中西區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,台南市,仁德區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,台南市,仁德區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台南市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台南市,善化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台南市,安南區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,台南市,安南區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台南市,將軍區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台南市,東山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,台南市,歸仁區,F,否,5-9,1
嚴重特殊傳染性肺炎,2023,42,台南市,永康區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,台南市,永康區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,台南市,麻豆區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,三民區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,仁武區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,前鎮區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,高雄市,大寮區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,高雄市,大寮區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,高雄市,大社區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,小港區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,42,高雄市,左營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,林園區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,梓官區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,燕巢區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,燕巢區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,田寮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,美濃區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,苓雅區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,42,高雄市,苓雅區,M,是,70+,1
嚴重特殊傳染性肺炎,2023,42,高雄市,鳳山區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,高雄市,鼓山區,M,否,15-19,1
嚴重特殊傳染性肺炎,2023,42,高雄市,鼓山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,基隆市,仁愛區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,基隆市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,基隆市,安樂區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,新竹市,東區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,42,新竹市,東區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,42,嘉義市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,嘉義市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,三峽區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,42,新北市,三峽區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,三芝區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,三重區,M,否,0,1
嚴重特殊傳染性肺炎,2023,42,新北市,三重區,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,42,新北市,三重區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,42,新北市,三重區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,新北市,三重區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,三重區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,中和區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,42,新北市,中和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,新北市,中和區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,42,新北市,中和區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,八里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,土城區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,新北市,土城區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,土城區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,新北市,新店區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,新北市,新店區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,42,新北市,新店區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,新北市,新莊區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,新北市,新莊區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,新北市,新莊區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,新北市,新莊區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,42,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,新莊區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,新北市,板橋區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,新北市,板橋區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,新北市,板橋區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,42,新北市,板橋區,F,否,70+,8
嚴重特殊傳染性肺炎,2023,42,新北市,板橋區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,42,新北市,林口區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,林口區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,樹林區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,新北市,樹林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,永和區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,新北市,泰山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,深坑區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,蘆洲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新北市,貢寮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,桃園市,中壢區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,桃園市,中壢區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,42,桃園市,中壢區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,桃園市,八德區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,42,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,桃園市,平鎮區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,42,桃園市,平鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,桃園市,新屋區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,42,桃園市,桃園區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,桃園市,桃園區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,42,桃園市,蘆竹區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,桃園市,龍潭區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,42,桃園市,龜山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,42,桃園市,龜山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,42,新竹縣,北埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新竹縣,寶山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新竹縣,新埔鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新竹縣,橫山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,新竹縣,竹北市,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,42,新竹縣,竹北市,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,新竹縣,芎林鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,宜蘭縣,冬山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,宜蘭縣,礁溪鄉,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,42,宜蘭縣,頭城鎮,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,42,苗栗縣,公館鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,42,苗栗縣,公館鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,苗栗縣,後龍鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,苗栗縣,頭份市,M,否,25-29,1
嚴重特殊傳染性肺炎,2023,42,彰化縣,北斗鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,42,彰化縣,員林市,M,否,70+,1
