國名(中),國名(英),ISO3166-1（numeric）,主類別,次類別,疾病,警示日期,疫苗
模里西斯,Mauritius,480,注意飲食安全-建議,選擇安全的食物,,,
模里西斯,Mauritius,480,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
模里西斯,Mauritius,480,當地其他相關疾病,接觸傳染,狂犬病,,
模里西斯,Mauritius,480,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
模里西斯,Mauritius,480,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
模里西斯,Mauritius,480,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
模里西斯,Mauritius,480,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
法屬馬約特島,Mayotte,175,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
法屬馬約特島,Mayotte,175,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
法屬馬約特島,Mayotte,175,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
法屬馬約特島,Mayotte,175,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
法屬馬約特島,Mayotte,175,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
法屬馬約特島,Mayotte,175,預防接種規定及建議,預防接種項目,,,傷寒疫苗
法屬馬約特島,Mayotte,175,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
法屬馬約特島,Mayotte,175,當地其他相關疾病,蟲媒傳染,登革熱,,
法屬馬約特島,Mayotte,175,當地其他相關疾病,蟲媒傳染,屈公病,,
法屬馬約特島,Mayotte,175,當地其他相關疾病,蟲媒傳染,瘧疾,,
法屬馬約特島,Mayotte,175,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
法屬馬約特島,Mayotte,175,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
法屬馬約特島,Mayotte,175,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
法屬馬約特島,Mayotte,175,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
法屬馬約特島,Mayotte,175,當地其他相關疾病,食物或飲水傳染,傷寒,,
法屬馬約特島,Mayotte,175,注意飲食安全-建議,選擇安全的食物,,,
法屬馬約特島,Mayotte,175,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
法屬馬約特島,Mayotte,175,當地其他相關疾病,接觸傳染,狂犬病,,
法屬馬約特島,Mayotte,175,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
墨西哥,Mexico,484,國際旅遊疫情建議等級,第二級:警示(Alert)警示,登革熱,2023-11-01,
墨西哥,Mexico,484,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2025-04-11,
墨西哥,Mexico,484,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
墨西哥,Mexico,484,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新型A型流感,2024-06-03,
墨西哥,Mexico,484,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2023-03-20,
墨西哥,Mexico,484,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
墨西哥,Mexico,484,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
墨西哥,Mexico,484,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
墨西哥,Mexico,484,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
墨西哥,Mexico,484,預防接種規定及建議,預防接種項目,,,傷寒疫苗
墨西哥,Mexico,484,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
墨西哥,Mexico,484,當地其他相關疾病,其他類,M痘,,
墨西哥,Mexico,484,其他類-建議,降低人際間傳播風險,,,
墨西哥,Mexico,484,其他類-建議,降低人畜共通傳播風險,,,
墨西哥,Mexico,484,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
墨西哥,Mexico,484,當地其他相關疾病,蟲媒傳染,登革熱,,
墨西哥,Mexico,484,當地其他相關疾病,蟲媒傳染,瘧疾,,
墨西哥,Mexico,484,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
墨西哥,Mexico,484,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
墨西哥,Mexico,484,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
墨西哥,Mexico,484,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
墨西哥,Mexico,484,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
墨西哥,Mexico,484,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
墨西哥,Mexico,484,當地其他相關疾病,食物或飲水傳染,傷寒,,
墨西哥,Mexico,484,注意飲食安全-建議,選擇安全的食物,,,
墨西哥,Mexico,484,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
墨西哥,Mexico,484,當地其他相關疾病,接觸傳染,狂犬病,,
墨西哥,Mexico,484,當地其他相關疾病,接觸傳染,新型A型流感,,
墨西哥,Mexico,484,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
墨西哥,Mexico,484,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
墨西哥,Mexico,484,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
摩爾多瓦,Moldova,498,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
摩爾多瓦,Moldova,498,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
摩爾多瓦,Moldova,498,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
摩爾多瓦,Moldova,498,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
摩爾多瓦,Moldova,498,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
摩爾多瓦,Moldova,498,當地其他相關疾病,蟲媒傳染,登革熱,,
摩爾多瓦,Moldova,498,當地其他相關疾病,蟲媒傳染,蜱媒腦炎,,
摩爾多瓦,Moldova,498,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
摩爾多瓦,Moldova,498,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
摩爾多瓦,Moldova,498,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
摩爾多瓦,Moldova,498,預防蚊蟲叮咬-建議,蜱媒腦炎是一種由蜱蟲傳播的疾病，蜱蟲多活動於森林、草原等有樹木、灌木或草地的地方，建議前往這些地點時加強防蟲措施,,,
摩爾多瓦,Moldova,498,預防蚊蟲叮咬-建議,如遭蜱蟲叮咬，可以鑷子夾住蜱蟲前半部，垂直皮膚表面緩慢向上拔除，如無適當工具，建議就醫處理，以免口器斷裂於叮咬部位而造成感染,,,
摩爾多瓦,Moldova,498,當地其他相關疾病,食物或飲水傳染,傷寒,,
摩爾多瓦,Moldova,498,注意飲食安全-建議,選擇安全的食物,,,
摩爾多瓦,Moldova,498,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
摩爾多瓦,Moldova,498,當地其他相關疾病,接觸傳染,狂犬病,,
摩爾多瓦,Moldova,498,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
摩納哥,Monaco,492,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
摩納哥,Monaco,492,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
摩納哥,Monaco,492,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
摩納哥,Monaco,492,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
摩納哥,Monaco,492,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
摩納哥,Monaco,492,當地其他相關疾病,接觸傳染,狂犬病,,
摩納哥,Monaco,492,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
蒙古,Mongolia,496,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2025-04-11,
蒙古,Mongolia,496,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
蒙古,Mongolia,496,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
蒙古,Mongolia,496,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
蒙古,Mongolia,496,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
蒙古,Mongolia,496,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
蒙古,Mongolia,496,預防接種規定及建議,預防接種項目,,,傷寒疫苗
蒙古,Mongolia,496,當地其他相關疾病,蟲媒傳染,蜱媒腦炎,,
蒙古,Mongolia,496,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
蒙古,Mongolia,496,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
蒙古,Mongolia,496,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
蒙古,Mongolia,496,預防蚊蟲叮咬-建議,蜱媒腦炎是一種由蜱蟲傳播的疾病，蜱蟲多活動於森林、草原等有樹木、灌木或草地的地方，建議前往這些地點時加強防蟲措施,,,
蒙古,Mongolia,496,預防蚊蟲叮咬-建議,如遭蜱蟲叮咬，可以鑷子夾住蜱蟲前半部，垂直皮膚表面緩慢向上拔除，如無適當工具，建議就醫處理，以免口器斷裂於叮咬部位而造成感染,,,
蒙古,Mongolia,496,當地其他相關疾病,食物或飲水傳染,傷寒,,
蒙古,Mongolia,496,注意飲食安全-建議,選擇安全的食物,,,
蒙古,Mongolia,496,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
蒙古,Mongolia,496,當地其他相關疾病,接觸傳染,狂犬病,,
蒙古,Mongolia,496,當地其他相關疾病,接觸傳染,新型A型流感(近5年禽鳥有檢出H5N1病毒),,
蒙古,Mongolia,496,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
蒙古,Mongolia,496,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
蒙古,Mongolia,496,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
蒙特內哥羅,Montenegro,499,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
蒙特內哥羅,Montenegro,499,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
蒙特內哥羅,Montenegro,499,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
蒙特內哥羅,Montenegro,499,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
蒙特內哥羅,Montenegro,499,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
蒙特內哥羅,Montenegro,499,當地其他相關疾病,蟲媒傳染,蜱媒腦炎,,
蒙特內哥羅,Montenegro,499,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
蒙特內哥羅,Montenegro,499,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
蒙特內哥羅,Montenegro,499,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
蒙特內哥羅,Montenegro,499,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
蒙特內哥羅,Montenegro,499,預防蚊蟲叮咬-建議,蜱媒腦炎是一種由蜱蟲傳播的疾病，蜱蟲多活動於森林、草原等有樹木、灌木或草地的地方，建議前往這些地點時加強防蟲措施,,,
蒙特內哥羅,Montenegro,499,預防蚊蟲叮咬-建議,如遭蜱蟲叮咬，可以鑷子夾住蜱蟲前半部，垂直皮膚表面緩慢向上拔除，如無適當工具，建議就醫處理，以免口器斷裂於叮咬部位而造成感染,,,
蒙特內哥羅,Montenegro,499,當地其他相關疾病,接觸傳染,狂犬病,,
蒙特內哥羅,Montenegro,499,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
蒙哲臘(英國海外領地),Montserrat,500,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
蒙哲臘(英國海外領地),Montserrat,500,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2020-11-06,
蒙哲臘(英國海外領地),Montserrat,500,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
蒙哲臘(英國海外領地),Montserrat,500,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
蒙哲臘(英國海外領地),Montserrat,500,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
蒙哲臘(英國海外領地),Montserrat,500,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
蒙哲臘(英國海外領地),Montserrat,500,預防接種規定及建議,預防接種項目,,,傷寒疫苗
蒙哲臘(英國海外領地),Montserrat,500,當地其他相關疾病,蟲媒傳染,登革熱,,
蒙哲臘(英國海外領地),Montserrat,500,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
蒙哲臘(英國海外領地),Montserrat,500,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
蒙哲臘(英國海外領地),Montserrat,500,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
蒙哲臘(英國海外領地),Montserrat,500,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
蒙哲臘(英國海外領地),Montserrat,500,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
蒙哲臘(英國海外領地),Montserrat,500,當地其他相關疾病,食物或飲水傳染,傷寒,,
蒙哲臘(英國海外領地),Montserrat,500,注意飲食安全-建議,選擇安全的食物,,,
蒙哲臘(英國海外領地),Montserrat,500,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
摩洛哥,Morocco,504,國際旅遊疫情建議等級,第二級:警示(Alert)警示,麻疹,2025-03-26,
摩洛哥,Morocco,504,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
摩洛哥,Morocco,504,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
摩洛哥,Morocco,504,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
摩洛哥,Morocco,504,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
摩洛哥,Morocco,504,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
摩洛哥,Morocco,504,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
摩洛哥,Morocco,504,預防接種規定及建議,預防接種項目,,,傷寒疫苗
摩洛哥,Morocco,504,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
摩洛哥,Morocco,504,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
摩洛哥,Morocco,504,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
摩洛哥,Morocco,504,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
摩洛哥,Morocco,504,當地其他相關疾病,食物或飲水傳染,傷寒,,
摩洛哥,Morocco,504,注意飲食安全-建議,選擇安全的食物,,,
摩洛哥,Morocco,504,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
摩洛哥,Morocco,504,當地其他相關疾病,接觸傳染,狂犬病,,
摩洛哥,Morocco,504,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
摩洛哥,Morocco,504,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
摩洛哥,Morocco,504,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
摩洛哥,Morocco,504,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
莫三比克,Mozambique,508,國際旅遊疫情建議等級,第一級:注意(Watch)警示,霍亂,2023-03-20,
莫三比克,Mozambique,508,國際旅遊疫情建議等級,第一級:注意(Watch)警示,小兒麻痺症/急性無力肢體麻痺,2022-11-18,
莫三比克,Mozambique,508,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
莫三比克,Mozambique,508,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
莫三比克,Mozambique,508,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
莫三比克,Mozambique,508,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
莫三比克,Mozambique,508,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
莫三比克,Mozambique,508,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
莫三比克,Mozambique,508,預防接種規定及建議,預防接種項目,,,傷寒疫苗
莫三比克,Mozambique,508,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
莫三比克,Mozambique,508,當地其他相關疾病,蟲媒傳染,登革熱,,
莫三比克,Mozambique,508,當地其他相關疾病,蟲媒傳染,瘧疾,,
莫三比克,Mozambique,508,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
莫三比克,Mozambique,508,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
莫三比克,Mozambique,508,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
莫三比克,Mozambique,508,當地其他相關疾病,食物或飲水傳染,霍亂,,
莫三比克,Mozambique,508,當地其他相關疾病,食物或飲水傳染,傷寒,,
莫三比克,Mozambique,508,注意飲食安全-建議,選擇安全的食物,,,
莫三比克,Mozambique,508,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
莫三比克,Mozambique,508,當地其他相關疾病,接觸傳染,狂犬病,,
莫三比克,Mozambique,508,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
莫三比克,Mozambique,508,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
莫三比克,Mozambique,508,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
莫三比克,Mozambique,508,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
緬甸,Myanmar,104,國際旅遊疫情建議等級,第一級:注意(Watch)警示,霍亂,2024-11-06,
緬甸,Myanmar,104,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
緬甸,Myanmar,104,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2020-11-06,
緬甸,Myanmar,104,預防接種規定及建議,預防接種項目,,,日本腦炎疫苗
緬甸,Myanmar,104,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
緬甸,Myanmar,104,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
緬甸,Myanmar,104,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
緬甸,Myanmar,104,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
緬甸,Myanmar,104,預防接種規定及建議,預防接種項目,,,傷寒疫苗
緬甸,Myanmar,104,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
緬甸,Myanmar,104,當地其他相關疾病,蟲媒傳染,登革熱,,
緬甸,Myanmar,104,當地其他相關疾病,蟲媒傳染,日本腦炎,,
緬甸,Myanmar,104,當地其他相關疾病,蟲媒傳染,屈公病,,
緬甸,Myanmar,104,當地其他相關疾病,蟲媒傳染,瘧疾,,
緬甸,Myanmar,104,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
緬甸,Myanmar,104,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
緬甸,Myanmar,104,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
緬甸,Myanmar,104,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
緬甸,Myanmar,104,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
緬甸,Myanmar,104,當地其他相關疾病,食物或飲水傳染,霍亂,,
緬甸,Myanmar,104,當地其他相關疾病,食物或飲水傳染,傷寒,,
緬甸,Myanmar,104,注意飲食安全-建議,選擇安全的食物,,,
緬甸,Myanmar,104,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
緬甸,Myanmar,104,當地其他相關疾病,接觸傳染,狂犬病,,
緬甸,Myanmar,104,當地其他相關疾病,接觸傳染,新型A型流感(2007年曾通報人類H5N1流感個案),,
緬甸,Myanmar,104,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
緬甸,Myanmar,104,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
緬甸,Myanmar,104,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
納米比亞,Namibia,516,國際旅遊疫情建議等級,第二級:警示(Alert)警示,瘧疾,2025-04-11,
納米比亞,Namibia,516,國際旅遊疫情建議等級,第一級:注意(Watch)警示,霍亂,2025-04-11,
納米比亞,Namibia,516,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
納米比亞,Namibia,516,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
納米比亞,Namibia,516,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
納米比亞,Namibia,516,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
納米比亞,Namibia,516,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
納米比亞,Namibia,516,預防接種規定及建議,預防接種項目,,,傷寒疫苗
納米比亞,Namibia,516,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
納米比亞,Namibia,516,當地其他相關疾病,蟲媒傳染,登革熱,,
納米比亞,Namibia,516,當地其他相關疾病,蟲媒傳染,瘧疾,,
納米比亞,Namibia,516,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
納米比亞,Namibia,516,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
納米比亞,Namibia,516,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
納米比亞,Namibia,516,當地其他相關疾病,食物或飲水傳染,霍亂,,
納米比亞,Namibia,516,當地其他相關疾病,食物或飲水傳染,傷寒,,
納米比亞,Namibia,516,注意飲食安全-建議,選擇安全的食物,,,
納米比亞,Namibia,516,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
納米比亞,Namibia,516,當地其他相關疾病,接觸傳染,狂犬病,,
納米比亞,Namibia,516,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
納米比亞,Namibia,516,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
納米比亞,Namibia,516,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
納米比亞,Namibia,516,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
諾魯,Nauru,520,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
諾魯,Nauru,520,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
諾魯,Nauru,520,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
諾魯,Nauru,520,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
諾魯,Nauru,520,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
諾魯,Nauru,520,預防接種規定及建議,預防接種項目,,,傷寒疫苗
諾魯,Nauru,520,當地其他相關疾病,蟲媒傳染,登革熱,,
諾魯,Nauru,520,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
諾魯,Nauru,520,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
諾魯,Nauru,520,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
諾魯,Nauru,520,當地其他相關疾病,食物或飲水傳染,傷寒,,
諾魯,Nauru,520,注意飲食安全-建議,選擇安全的食物,,,
