醫療院所名稱,抗蛇毒血清種類,電話,區域別,縣市別,縣市別代碼,縣市鄉鎮市區,縣市鄉鎮市區代碼,地址,經度,緯度,醫事機構代碼
屏東榮民總醫院龍泉分院,抗雨傘節及飯匙倩蛇毒血清,(08)7557885,高屏區,屏東縣,10013,屏東縣內埔鄉,10013130,屏東縣內埔鄉龍潭村昭勝路安平一巷１號,120.599009,22.674418,0643130018
屏東縣霧臺鄉衛生所,抗雨傘節及飯匙倩蛇毒血清,(08)7902232,高屏區,屏東縣,10013,屏東縣霧臺鄉,10013270,屏東縣霧臺鄉霧臺村神山巷70號,120.726778,22.749269,2343270013
屏基醫療財團法人屏東基督教醫院,抗雨傘節及飯匙倩蛇毒血清,(08)7363026,高屏區,屏東縣,10013,屏東縣屏東市,10013010,屏東縣屏東市華山里大連路６０號,120.5004333,22.6821339,1143010012
衛生福利部屏東醫院,抗雨傘節及飯匙倩蛇毒血清,(08)7363011,高屏區,屏東縣,10013,屏東縣屏東市,10013010,屏東縣屏東市自由路２７０號,120.495546,22.673264,0143010011
衛生福利部恆春旅遊醫院,抗雨傘節及飯匙倩蛇毒血清,(08)8892704,高屏區,屏東縣,10013,屏東縣恆春鎮,10013040,屏東縣恆春鎮山腳里恆南路１８８號,120.7426569,21.9992068,0143040019
安泰醫療社團法人潮州安泰醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)7800888,高屏區,屏東縣,10013,屏東縣潮州鎮,10013020,屏東縣潮州鎮三星里四維路１６２號,120.546964,22.554031,0943020013
枋寮醫療社團法人枋寮醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)8789991,高屏區,屏東縣,10013,屏東縣枋寮鄉,10013160,屏東縣枋寮鄉安樂村中山路139號,120.596798,22.36414,0943160012
南門醫療社團法人南門醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)8894568,高屏區,屏東縣,10013,屏東縣恆春鎮,10013040,屏東縣恆春鎮城南里南門路１０號,120.745389,22.000858,0943040015
屏東榮民總醫院龍泉分院,抗龜殼花及赤尾鮐蛇毒血清,(08)7557885,高屏區,屏東縣,10013,屏東縣內埔鄉,10013130,屏東縣內埔鄉龍潭村昭勝路安平一巷１號,120.599009,22.674418,0643130018
屏東縣霧臺鄉衛生所,抗龜殼花及赤尾鮐蛇毒血清,(08)7902232,高屏區,屏東縣,10013,屏東縣霧臺鄉,10013270,屏東縣霧臺鄉霧臺村神山巷70號,120.726778,22.749269,2343270013
屏基醫療財團法人屏東基督教醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)7363026,高屏區,屏東縣,10013,屏東縣屏東市,10013010,屏東縣屏東市華山里大連路６０號,120.5004333,22.6821339,1143010012
恆基醫療財團法人恆春基督教醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)8892293,高屏區,屏東縣,10013,屏東縣恆春鎮,10013040,屏東縣恆春鎮山腳里恆西路21號,120.7388675,22.0023436,1143040010
國仁醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)7223000,高屏區,屏東縣,10013,屏東縣屏東市,10013010,屏東縣屏東市瑞光里民生東路１２–２號,120.516415,22.657177,1543010109
輔英科技大學附設醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)8323146,高屏區,屏東縣,10013,屏東縣東港鎮,10013030,屏東縣東港鎮興臺里中山路５號,120.452734,22.465199,1343030018
衛生福利部屏東醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)7363011,高屏區,屏東縣,10013,屏東縣屏東市,10013010,屏東縣屏東市自由路２７０號,120.495546,22.673264,0143010011
衛生福利部恆春旅遊醫院,抗龜殼花及赤尾鮐蛇毒血清,(08)8892704,高屏區,屏東縣,10013,屏東縣恆春鎮,10013040,屏東縣恆春鎮山腳里恆南路１８８號,120.7426569,21.9992068,0143040019
枋寮醫療社團法人枋寮醫院,抗鎖鏈蛇毒血清,(08)8789991,高屏區,屏東縣,10013,屏東縣枋寮鄉,10013160,屏東縣枋寮鄉安樂村中山路139號,120.596798,22.36414,0943160012
南門醫療社團法人南門醫院,抗鎖鏈蛇毒血清,(08)8894568,高屏區,屏東縣,10013,屏東縣恆春鎮,10013040,屏東縣恆春鎮城南里南門路１０號,120.745389,22.000858,0943040015
屏基醫療財團法人屏東基督教醫院,抗鎖鏈蛇毒血清,(08)7363026,高屏區,屏東縣,10013,屏東縣屏東市,10013010,屏東縣屏東市華山里大連路６０號,120.5004333,22.6821339,1143010012
衛生福利部屏東醫院,抗鎖鏈蛇毒血清,(08)7363011,高屏區,屏東縣,10013,屏東縣屏東市,10013010,屏東縣屏東市自由路２７０號,120.495546,22.673264,0143010011
衛生福利部恆春旅遊醫院,抗鎖鏈蛇毒血清,(08)8892704,高屏區,屏東縣,10013,屏東縣恆春鎮,10013040,屏東縣恆春鎮山腳里恆南路１８８號,120.7426569,21.9992068,0143040019
財團法人私立高雄醫學大學附設中和紀念醫院,抗百步蛇毒血清,(07)3121101,高屏區,高雄市,64000,高雄市三民區,64000050,高雄市三民區安生里自由一路１００號,120.310416,22.6477347,1302050014
高雄市甲仙區衛生所,抗百步蛇毒血清,(07)6751029,高屏區,高雄市,64000,高雄市甲仙區,64000330,高雄市甲仙區和安里中山路52號,120.587454,23.083935,2342220019
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),抗百步蛇毒血清,(07)8036783,高屏區,高雄市,64000,高雄市小港區,64000110,高雄市小港區山明里山明路482號,120.363101,22.567359,1102110011
高雄市那瑪夏區衛生所,抗百步蛇毒血清,(07)6701142,高屏區,高雄市,64000,高雄市那瑪夏區,64000380,高雄市那瑪夏區瑪雅里6平和巷252號,120.6942523,23.2381279,2342270019
高雄市茂林區衛生所,抗百步蛇毒血清,(07)6801046,高屏區,高雄市,64000,高雄市茂林區,64000360,高雄市茂林區茂林里八之四號,120.663269,22.886187,2342250017
高雄市桃源區衛生所,抗百步蛇毒血清,(07)6861126,高屏區,高雄市,64000,高雄市桃源區,64000370,高雄市桃源區桃源里南進巷188-1號,120.764607,23.158871,2342260013
高雄榮民總醫院,抗百步蛇毒血清,(07)3422121,高屏區,高雄市,64000,高雄市左營區,64000030,高雄市左營區福山里大中一路３８６號,120.322504,22.677537,0602030026
國軍高雄總醫院岡山分院附設民眾診療服務處,抗百步蛇毒血清,(07)6250919,高屏區,高雄市,64000,高雄市岡山區,64000190,高雄市岡山區大義二路１號,120.285874,22.789456,0542020011
國軍高雄總醫院附設民眾診療服務處,抗百步蛇毒血清,(07)7496730,高屏區,高雄市,64000,高雄市苓雅區,64000080,高雄市苓雅區中正一路二號,120.342169,22.627649,0502080015
義大醫療財團法人義大醫院,抗百步蛇毒血清,(07)6150011,高屏區,高雄市,64000,高雄市燕巢區,64000210,高雄市燕巢區角宿里義大路1號,120.358397,22.770797,1142120001
長庚醫療財團法人高雄長庚紀念醫院,抗雨傘節及飯匙倩蛇毒血清,(07)7317123,高屏區,高雄市,64000,高雄市鳥松區,64000180,高雄市鳥松區鳥松里大埤路１２３號,120.357238,22.655663,1142100017
財團法人私立高雄醫學大學附設中和紀念醫院,抗雨傘節及飯匙倩蛇毒血清,(07)3121101,高屏區,高雄市,64000,高雄市三民區,64000050,高雄市三民區安生里自由一路１００號,120.310416,22.6477347,1302050014
財團法人私立高雄醫學大學附設高醫岡山醫院,抗雨傘節及飯匙倩蛇毒血清,(07)6261000,高屏區,高雄市,64000,高雄市岡山區,64000190,高雄市岡山區捷安路8號,120.30189462141952,22.779361451692274,1307020025
高雄市六龜區衛生所,抗雨傘節及飯匙倩蛇毒血清,(07)6892844,高屏區,高雄市,64000,高雄市六龜區,64000320,高雄市六龜區六龜里民治路16號,120.6311182,22.9980939,2342210013
高雄市甲仙區衛生所,抗雨傘節及飯匙倩蛇毒血清,(07)6751029,高屏區,高雄市,64000,高雄市甲仙區,64000330,高雄市甲仙區和安里中山路52號,120.587454,23.083935,2342220019
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),抗雨傘節及飯匙倩蛇毒血清,(07)8036783,高屏區,高雄市,64000,高雄市小港區,64000110,高雄市小港區山明里山明路482號,120.363101,22.567359,1102110011
高雄市那瑪夏區衛生所,抗雨傘節及飯匙倩蛇毒血清,(07)6701142,高屏區,高雄市,64000,高雄市那瑪夏區,64000380,高雄市那瑪夏區瑪雅里6平和巷252號,120.6942523,23.2381279,2342270019
高雄市茂林區衛生所,抗雨傘節及飯匙倩蛇毒血清,(07)6801046,高屏區,高雄市,64000,高雄市茂林區,64000360,高雄市茂林區茂林里八之四號,120.663269,22.886187,2342250017
高雄市桃源區衛生所,抗雨傘節及飯匙倩蛇毒血清,(07)6861126,高屏區,高雄市,64000,高雄市桃源區,64000370,高雄市桃源區桃源里南進巷188-1號,120.764607,23.158871,2342260013
高雄榮民總醫院,抗雨傘節及飯匙倩蛇毒血清,(07)3422121,高屏區,高雄市,64000,高雄市左營區,64000030,高雄市左營區福山里大中一路３８６號,120.322504,22.677537,0602030026
國軍左營總醫院附設民眾診療服務處,抗雨傘節及飯匙倩蛇毒血清,(07)5817121,高屏區,高雄市,64000,高雄市左營區,64000030,高雄市左營區合群里軍校路５５３號,120.2916402,22.702186,0502030015
國軍高雄總醫院岡山分院附設民眾診療服務處,抗雨傘節及飯匙倩蛇毒血清,(07)6250919,高屏區,高雄市,64000,高雄市岡山區,64000190,高雄市岡山區大義二路１號,120.285874,22.789456,0542020011
國軍高雄總醫院附設民眾診療服務處,抗雨傘節及飯匙倩蛇毒血清,(07)7496730,高屏區,高雄市,64000,高雄市苓雅區,64000080,高雄市苓雅區中正一路二號,120.342169,22.627649,0502080015
義大醫療財團法人義大醫院,抗雨傘節及飯匙倩蛇毒血清,(07)6150011,高屏區,高雄市,64000,高雄市燕巢區,64000210,高雄市燕巢區角宿里義大路1號,120.358397,22.770797,1142120001
衛生福利部旗山醫院,抗雨傘節及飯匙倩蛇毒血清,(07)6613811,高屏區,高雄市,64000,高雄市旗山區,64000300,高雄市旗山區大德里中學路60號,120.483264,22.880796,0142030019
長庚醫療財團法人高雄長庚紀念醫院,抗龜殼花及赤尾鮐蛇毒血清,(07)7317123,高屏區,高雄市,64000,高雄市鳥松區,64000180,高雄市鳥松區鳥松里大埤路１２３號,120.357238,22.655663,1142100017
財團法人私立高雄醫學大學附設中和紀念醫院,抗龜殼花及赤尾鮐蛇毒血清,(07)3121101,高屏區,高雄市,64000,高雄市三民區,64000050,高雄市三民區安生里自由一路１００號,120.310416,22.6477347,1302050014
財團法人私立高雄醫學大學附設高醫岡山醫院,抗龜殼花及赤尾鮐蛇毒血清,(07)6261000,高屏區,高雄市,64000,高雄市岡山區,64000190,高雄市岡山區捷安路8號,120.30189462141952,22.779361451692274,1307020025
高雄市六龜區衛生所,抗龜殼花及赤尾鮐蛇毒血清,(07)6892844,高屏區,高雄市,64000,高雄市六龜區,64000320,高雄市六龜區六龜里民治路16號,120.6311182,22.9980939,2342210013
高雄市甲仙區衛生所,抗龜殼花及赤尾鮐蛇毒血清,(07)6751029,高屏區,高雄市,64000,高雄市甲仙區,64000330,高雄市甲仙區和安里中山路52號,120.587454,23.083935,2342220019
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),抗龜殼花及赤尾鮐蛇毒血清,(07)8036783,高屏區,高雄市,64000,高雄市小港區,64000110,高雄市小港區山明里山明路482號B1-10F,120.363101,22.567359,1102110011
高雄市那瑪夏區衛生所,抗龜殼花及赤尾鮐蛇毒血清,(07)6701142,高屏區,高雄市,64000,高雄市那瑪夏區,64000380,高雄市那瑪夏區瑪雅里6平和巷252號,120.6942523,23.2381279,2342270019
高雄市茂林區衛生所,抗龜殼花及赤尾鮐蛇毒血清,(07)6801046,高屏區,高雄市,64000,高雄市茂林區,64000360,高雄市茂林區茂林里八之四號,120.663269,22.886187,2342250017
高雄市桃源區衛生所,抗龜殼花及赤尾鮐蛇毒血清,(07)6861126,高屏區,高雄市,64000,高雄市桃源區,64000370,高雄市桃源區桃源里南進巷188-1號,120.764607,23.158871,2342260013
高雄榮民總醫院,抗龜殼花及赤尾鮐蛇毒血清,(07)3422121,高屏區,高雄市,64000,高雄市左營區,64000030,高雄市左營區福山里大中一路３８６號,120.322504,22.677537,0602030026
國軍左營總醫院附設民眾診療服務處,抗龜殼花及赤尾鮐蛇毒血清,(07)5817121,高屏區,高雄市,64000,高雄市左營區,64000030,高雄市左營區合群里軍校路５５３號,120.2916402,22.702186,0502030015
國軍高雄總醫院岡山分院附設民眾診療服務處,抗龜殼花及赤尾鮐蛇毒血清,(07)6250919,高屏區,高雄市,64000,高雄市岡山區,64000190,高雄市岡山區大義二路１號,120.285874,22.789456,0542020011
國軍高雄總醫院附設民眾診療服務處,抗龜殼花及赤尾鮐蛇毒血清,(07)7496730,高屏區,高雄市,64000,高雄市苓雅區,64000080,高雄市苓雅區中正一路二號,120.342169,22.627649,0502080015
義大醫療財團法人義大醫院,抗龜殼花及赤尾鮐蛇毒血清,(07)6150011,高屏區,高雄市,64000,高雄市燕巢區,64000210,高雄市燕巢區角宿里義大路1號,120.358397,22.770797,1142120001
衛生福利部旗山醫院,抗龜殼花及赤尾鮐蛇毒血清,(07)6613811,高屏區,高雄市,64000,高雄市旗山區,64000300,高雄市旗山區大德里中學路60號,120.483264,22.880796,0142030019
財團法人私立高雄醫學大學附設中和紀念醫院,抗鎖鏈蛇毒血清,(07)3121101,高屏區,高雄市,64000,高雄市三民區,64000050,高雄市三民區安生里自由一路１００號,120.310416,22.6477347,1302050014
高雄市六龜區衛生所,抗鎖鏈蛇毒血清,(07)6892844,高屏區,高雄市,64000,高雄市六龜區,64000320,高雄市六龜區六龜里民治路16號,120.6311182,22.9980939,2342210013
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),抗鎖鏈蛇毒血清,(07)8036783,高屏區,高雄市,64000,高雄市小港區,64000110,高雄市小港區山明里山明路482號B1-10F,120.363101,22.567359,1102110011
高雄市那瑪夏區衛生所,抗鎖鏈蛇毒血清,(07)6701142,高屏區,高雄市,64000,高雄市那瑪夏區,64000380,高雄市那瑪夏區瑪雅里6平和巷252號,120.6942523,23.2381279,2342270019
高雄市桃源區衛生所,抗鎖鏈蛇毒血清,(07)6861126,高屏區,高雄市,64000,高雄市桃源區,64000370,高雄市桃源區桃源里南進巷188-1號,120.764607,23.158871,2342260013
衛生福利部旗山醫院,抗鎖鏈蛇毒血清,(07)6613811,高屏區,高雄市,64000,高雄市旗山區,64000300,高雄市旗山區大德里中學路60號,120.483264,22.880796,0142030019
澎湖縣七美鄉衛生所,抗雨傘節及飯匙倩蛇毒血清,(06)9971005,高屏區,澎湖縣,10016,澎湖縣七美鄉,10016060,澎湖縣七美鄉中和村10  54號,119.430963,23.204103,2344060011
澎湖縣望安鄉將軍衛生所,抗雨傘節及飯匙倩蛇毒血清,(06)9902066,高屏區,澎湖縣,10016,澎湖縣望安鄉,10016050,澎湖縣望安鄉將軍村12將軍澳1之3號,119.521631,23.361395,2344050024
澎湖縣望安鄉衛生所,抗雨傘節及飯匙倩蛇毒血清,(06)9991036,高屏區,澎湖縣,10016,澎湖縣望安鄉,10016050,澎湖縣望安鄉西安村36-7號,119.497221,23.361606,2344050015
衛生福利部澎湖醫院,抗雨傘節及飯匙倩蛇毒血清,(06)9261151,高屏區,澎湖縣,10016,澎湖縣馬公市,10016010,澎湖縣馬公市啟明里中正路１０號,119.565423,23.564553,0144010015
澎湖縣七美鄉衛生所,抗龜殼花及赤尾鮐蛇毒血清,(06)9971005,高屏區,澎湖縣,10016,澎湖縣七美鄉,10016060,澎湖縣七美鄉中和村10  54號,119.430963,23.204103,2344060011
醫療財團法人羅許基金會羅東博愛醫院,抗百步蛇毒血清,(039)543131,臺北區,宜蘭縣,10002,宜蘭縣羅東鎮,10002020,宜蘭縣羅東鎮南昌里南昌街83號,121.771407,24.671784,1134020019
天主教靈醫會醫療財團法人羅東聖母醫院,抗雨傘節及飯匙倩蛇毒血清,(039)544106,臺北區,宜蘭縣,10002,宜蘭縣羅東鎮,10002020,宜蘭縣羅東鎮中正南路１６０號,121.772072,24.671884,1134020028
宜蘭縣南澳鄉衛生所,抗雨傘節及飯匙倩蛇毒血清,(039)981019,臺北區,宜蘭縣,10002,宜蘭縣南澳鄉,10002120,宜蘭縣南澳鄉南澳村蘇花路二段375號,121.803525,24.46583,2334120019
國立陽明交通大學附設醫院,抗雨傘節及飯匙倩蛇毒血清,(039)325192,臺北區,宜蘭縣,10002,宜蘭縣宜蘭市,10002010,宜蘭縣宜蘭市校舍路169號,121.754029,24.757853,0434010518
臺北榮民總醫院員山分院,抗雨傘節及飯匙倩蛇毒血清,(039)222141,臺北區,宜蘭縣,10002,宜蘭縣員山鄉,10002070,宜蘭縣員山鄉榮光路３８６號,121.687824,24.721919,0634070018
臺北榮民總醫院蘇澳分院,抗雨傘節及飯匙倩蛇毒血清,(039)905106,臺北區,宜蘭縣,10002,宜蘭縣蘇澳鎮,10002030,宜蘭縣蘇澳鎮港邊里蘇濱路１段３０１號,121.848611,24.614096,0634030014
天主教靈醫會醫療財團法人礁溪杏和醫院,抗龜殼花及赤尾鮐蛇毒血清,(039)886996,臺北區,宜蘭縣,10002,宜蘭縣礁溪鄉,10002050,宜蘭縣礁溪鄉大忠村礁溪路4段129號,121.76916,24.82081,1134050026
天主教靈醫會醫療財團法人羅東聖母醫院,抗龜殼花及赤尾鮐蛇毒血清,(039)544106,臺北區,宜蘭縣,10002,宜蘭縣羅東鎮,10002020,宜蘭縣羅東鎮中正南路１６０號,121.772072,24.671884,1134020028
宜蘭縣南澳鄉衛生所,抗龜殼花及赤尾鮐蛇毒血清,(039)981019,臺北區,宜蘭縣,10002,宜蘭縣南澳鄉,10002120,宜蘭縣南澳鄉南澳村蘇花路二段375號,121.803525,24.46583,2334120019
國立陽明交通大學附設醫院,抗龜殼花及赤尾鮐蛇毒血清,(039)325192,臺北區,宜蘭縣,10002,宜蘭縣宜蘭市,10002010,宜蘭縣宜蘭市校舍路169號,121.754029,24.757853,0434010518
臺北榮民總醫院員山分院,抗龜殼花及赤尾鮐蛇毒血清,(039)222141,臺北區,宜蘭縣,10002,宜蘭縣員山鄉,10002070,宜蘭縣員山鄉榮光路３８６號,121.687824,24.721919,0634070018
臺北榮民總醫院蘇澳分院,抗龜殼花及赤尾鮐蛇毒血清,(039)905106,臺北區,宜蘭縣,10002,宜蘭縣蘇澳鎮,10002030,宜蘭縣蘇澳鎮港邊里蘇濱路１段３０１號,121.848611,24.614096,0634030014
醫療財團法人羅許基金會羅東博愛醫院,抗龜殼花及赤尾鮐蛇毒血清,(039)543131,臺北區,宜蘭縣,10002,宜蘭縣羅東鎮,10002020,宜蘭縣羅東鎮南昌里南昌街83號,121.771407,24.671784,1134020019
衛生福利部金門醫院,抗百步蛇毒血清,(082)332546,臺北區,金門縣,9020,金門縣金湖鎮,9020030,金門縣金湖鎮新市里復興路２號,118.4160218,24.4431883,0190030516
金門縣烈嶼鄉衛生所,抗雨傘節及飯匙倩蛇毒血清,(082)362078,臺北區,金門縣,9020,金門縣烈嶼鄉,9020050,金門縣烈嶼鄉西口村西方6-5號,118.239531,24.435193,2390050032
衛生福利部金門醫院,抗雨傘節及飯匙倩蛇毒血清,(082)332546,臺北區,金門縣,9020,金門縣金湖鎮,9020030,金門縣金湖鎮新市里復興路２號,118.4160218,24.4431883,0190030516
衛生福利部金門醫院,抗龜殼花及赤尾鮐蛇毒血清,(082)332546,臺北區,金門縣,9020,金門縣金湖鎮,9020030,金門縣金湖鎮新市里復興路２號,118.4160218,24.4431883,0190030516
三軍總醫院基隆分院附設民眾診療服務處,抗百步蛇毒血清,(02)24633330,臺北區,基隆市,10017,基隆市中正區,10017010,基隆市中正區正榮街100號,121.7620448,25.1445991,0511040010
三軍總醫院基隆分院附設民眾診療服務處,抗雨傘節及飯匙倩蛇毒血清,(02)24633330,臺北區,基隆市,10017,基隆市中正區,10017010,基隆市中正區正榮街100號,121.7620448,25.1445991,0511040010
長庚醫療財團法人基隆長庚紀念醫院,抗雨傘節及飯匙倩蛇毒血清,(02)24313131,臺北區,基隆市,10017,基隆市安樂區,10017060,基隆市安樂區鶯歌里麥金路２２２號,121.722368,25.120883,1111060015
三軍總醫院基隆分院附設民眾診療服務處,抗龜殼花及赤尾鮐蛇毒血清,(02)24633330,臺北區,基隆市,10017,基隆市中正區,10017010,基隆市中正區正榮街100號,121.7620448,25.1445991,0511040010
長庚醫療財團法人基隆長庚紀念醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)24313131,臺北區,基隆市,10017,基隆市安樂區,10017060,基隆市安樂區鶯歌里麥金路２２２號,121.722368,25.120883,1111060015
衛生福利部基隆醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)24292525,臺北區,基隆市,10017,基隆市信義區,10017070,基隆市信義區信二路２６８號,121.748322,25.130456,0111070010
醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)24579101,臺北區,基隆市,10017,基隆市暖暖區,10017030,基隆市暖暖區源遠路２９號,121.7308776,25.1079667,1411030013
連江縣北竿鄉衛生所,抗雨傘節及飯匙倩蛇毒血清,(0836)55592,臺北區,連江縣,9007,連江縣北竿鄉,9007020,連江縣北竿鄉塘岐村25號,119.9943741,26.2229739,2391020010
連江縣立醫院,抗雨傘節及飯匙倩蛇毒血清,(0836)23995,臺北區,連江縣,9007,連江縣南竿鄉,9007010,連江縣南竿鄉復興村２１７號,119.9463826,26.1605675,0291010010
連江縣東引鄉衛生所,抗雨傘節及飯匙倩蛇毒血清,(0836)77206,臺北區,連江縣,9007,連江縣東引鄉,9007040,連江縣東引鄉中柳村123號,120.49044,26.367006,2391040012
連江縣莒光鄉西莒衛生所,抗雨傘節及飯匙倩蛇毒血清,(0836)89122,臺北區,連江縣,9007,連江縣莒光鄉,9007030,連江縣莒光鄉青帆村青帆村14-1號,119.933082,25.971575,2391030016
連江縣莒光鄉東莒衛生所,抗雨傘節及飯匙倩蛇毒血清,(0836)89038,臺北區,連江縣,9007,連江縣莒光鄉,9007030,連江縣莒光鄉大坪村30-1號,119.973064,25.961129,2391030026
連江縣北竿鄉衛生所,抗龜殼花及赤尾鮐蛇毒血清,(0836)55592,臺北區,連江縣,9007,連江縣北竿鄉,9007020,連江縣北竿鄉塘岐村25號,119.9943741,26.2229739,2391020010
連江縣立醫院,抗龜殼花及赤尾鮐蛇毒血清,(0836)23995,臺北區,連江縣,9007,連江縣南竿鄉,9007010,連江縣南竿鄉復興村２１７號,119.9463826,26.1605675,0291010010
連江縣東引鄉衛生所,抗龜殼花及赤尾鮐蛇毒血清,(0836)77206,臺北區,連江縣,9007,連江縣東引鄉,9007040,連江縣東引鄉中柳村123號,120.49044,26.367006,2391040012
連江縣莒光鄉西莒衛生所,抗龜殼花及赤尾鮐蛇毒血清,(0836)89122,臺北區,連江縣,9007,連江縣莒光鄉,9007030,連江縣莒光鄉青帆村青帆村14-1號,119.933082,25.971575,2391030016
連江縣莒光鄉東莒衛生所,抗龜殼花及赤尾鮐蛇毒血清,(0836)89038,臺北區,連江縣,9007,連江縣莒光鄉,9007030,連江縣莒光鄉大坪村30-1號,119.973064,25.961129,2391030026
行天宮醫療志業醫療財團法人恩主公醫院,抗百步蛇毒血清,(02)26723456,臺北區,新北市,65000,新北市三峽區,65000090,新北市三峽區鳶山里復興路３９９號,121.363008,24.938385,1131090019
佛教慈濟醫療財團法人臺北慈濟醫院,抗百步蛇毒血清,(02)66289779,臺北區,新北市,65000,新北市新店區,65000060,新北市新店區復興里建國路289號,121.535808,24.985781,1131050515
新北市立聯合醫院三重院區,抗百步蛇毒血清,(02)29829111,臺北區,新北市,65000,新北市三重區,65000020,新北市三重區新北大道一段3號,121.49084,25.060869,0131020016
衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉,抗百步蛇毒血清,(02)22490088,臺北區,新北市,65000,新北市中和區,65000030,新北市中和區力行里中正路291號,121.494082,24.993746,1331040513
天主教耕莘醫療財團法人永和耕莘醫院,抗雨傘節及飯匙倩蛇毒血清,(02)29251302,臺北區,新北市,65000,新北市永和區,65000040,新北市永和區永興里中興街８０號,121.51787,25.011874,1231030015
天主教耕莘醫療財團法人耕莘醫院,抗雨傘節及飯匙倩蛇毒血清,(02)22193391,臺北區,新北市,65000,新北市新店區,65000060,新北市新店區中正路３６２號,121.535619,24.976084,1231050017
臺灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,抗雨傘節及飯匙倩蛇毒血清,(02)28094661,臺北區,新北市,65000,新北市淡水區,65000100,新北市淡水區民生里民生路45號,121.460499,25.139535,1131100010
行天宮醫療志業醫療財團法人恩主公醫院,抗雨傘節及飯匙倩蛇毒血清,(02)26723456,臺北區,新北市,65000,新北市三峽區,65000090,新北市三峽區鳶山里復興路３９９號,121.363008,24.938385,1131090019
佛教慈濟醫療財團法人臺北慈濟醫院,抗雨傘節及飯匙倩蛇毒血清,(02)66289779,臺北區,新北市,65000,新北市新店區,65000060,新北市新店區復興里建國路289號,121.535808,24.985781,1131050515
國立臺灣大學醫學院附設醫院金山分院,抗雨傘節及飯匙倩蛇毒血清,(02)24989898,臺北區,新北市,65000,新北市金山區,65000270,新北市金山區五湖里11玉爐路7號,121.6314793,25.2166194,0431270012
國泰醫療財團法人汐止國泰綜合醫院,抗雨傘節及飯匙倩蛇毒血清,(02)26482121,臺北區,新北市,65000,新北市汐止區,65000110,新北市汐止區建成路59巷2號,121.661084,25.072872,1131110516
新北市立聯合醫院三重院區,抗雨傘節及飯匙倩蛇毒血清,(02)29829111,臺北區,新北市,65000,新北市三重區,65000020,新北市三重區新北大道一段3號,121.49084,25.060869,0131020016
新北市貢寮區衛生所,抗雨傘節及飯匙倩蛇毒血清,(02)24901431,臺北區,新北市,65000,新北市貢寮區,65000260,新北市貢寮區真理村仁愛路128號,121.927573,25.054955,2331260016
衛生福利部臺北醫院,抗雨傘節及飯匙倩蛇毒血清,(02)22765566,臺北區,新北市,65000,新北市新莊區,65000050,新北市新莊區思源路１２７號,121.459623,25.043241,0131060029
衛生福利部樂生療養院,抗雨傘節及飯匙倩蛇毒血清,(02)82006600,臺北區,新北市,65000,新北市新莊區,65000050,新北市新莊區中正路７９４號,121.4068903,25.0222508,0131060010
衛生福利部雙和醫院〈委託臺北醫學大學興建經營〉,抗雨傘節及飯匙倩蛇毒血清,(02)22490088,臺北區,新北市,65000,新北市中和區,65000030,新北市中和區力行里中正路291號,121.494082,24.993746,1331040513
醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,抗雨傘節及飯匙倩蛇毒血清,(02)89667000,臺北區,新北市,65000,新北市板橋區,65000010,新北市板橋區南雅南路２段２１號,121.452312,24.997313,1131010011
仁愛醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)26834567,臺北區,新北市,65000,新北市樹林區,65000070,新北市樹林區文化街9號,121.420039,24.987188,1531071030
天主教耕莘醫療財團法人永和耕莘醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)29251302,臺北區,新北市,65000,新北市永和區,65000040,新北市永和區永興里中興街８０號,121.51787,25.011874,1231030015
天主教耕莘醫療財團法人耕莘醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)22193391,臺北區,新北市,65000,新北市新店區,65000060,新北市新店區中正路３６２號,121.535619,24.976084,1231050017
臺灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)28094661,臺北區,新北市,65000,新北市淡水區,65000100,新北市淡水區民生里民生路45號,121.460499,25.139535,1131100010
行天宮醫療志業醫療財團法人恩主公醫院,抗龜殼花及赤尾鮐蛇毒血清,(02)26723456,臺北區,新北市,65000,新北市三峽區,65000090,新北市三峽區鳶山里復興路３９９號,121.363008,24.938385,1131090019
