確定病名,診斷年份,診斷月份,縣市,性別,是否為境外移入,年齡層,確定病例數,縣市別代碼
098,2019,04,南投縣,F,0,30~34,1,10008
098,2019,04,南投縣,M,0,15~19,1,10008
098,2019,04,南投縣,M,0,20~24,1,10008
098,2019,04,南投縣,M,0,25~29,2,10008
098,2019,04,南投縣,M,0,30~34,1,10008
098,2019,04,南投縣,M,0,35~39,1,10008
098,2019,04,雲林縣,F,0,30~34,1,10009
098,2019,04,雲林縣,M,0,20~24,3,10009
098,2019,04,雲林縣,M,0,25~29,7,10009
098,2019,04,雲林縣,M,0,30~34,2,10009
098,2019,04,雲林縣,M,0,35~39,2,10009
098,2019,04,雲林縣,M,0,60~64,1,10009
098,2019,04,雲林縣,M,0,70+,1,10009
098,2019,04,嘉義縣,M,0,20~24,1,10010
098,2019,04,嘉義縣,M,0,35~39,1,10010
098,2019,04,嘉義縣,M,0,65~69,1,10010
098,2019,04,屏東縣,M,0,15~19,1,10013
098,2019,04,屏東縣,M,0,25~29,2,10013
098,2019,04,屏東縣,M,0,30~34,1,10013
098,2019,04,屏東縣,M,0,40~44,1,10013
098,2019,04,台東縣,M,0,20~24,3,10014
098,2019,04,台東縣,M,0,25~29,1,10014
098,2019,04,台東縣,M,0,30~34,1,10014
098,2019,04,花蓮縣,F,0,15~19,1,10015
098,2019,04,花蓮縣,F,0,20~24,1,10015
098,2019,04,花蓮縣,M,0,20~24,1,10015
098,2019,04,花蓮縣,M,0,25~29,1,10015
098,2019,04,花蓮縣,M,0,35~39,1,10015
098,2019,04,澎湖縣,M,0,20~24,1,10016
098,2019,04,澎湖縣,M,0,30~34,1,10016
098,2019,04,基隆市,F,0,15~19,1,10017
098,2019,04,基隆市,M,0,15~19,1,10017
098,2019,04,基隆市,M,0,20~24,1,10017
098,2019,04,基隆市,M,0,25~29,1,10017
098,2019,04,基隆市,M,0,30~34,3,10017
098,2019,04,基隆市,M,0,55~59,1,10017
098,2019,04,新竹市,M,0,20~24,1,10018
098,2019,04,新竹市,M,0,25~29,3,10018
098,2019,04,新竹市,M,0,30~34,3,10018
098,2019,04,新竹市,M,0,35~39,1,10018
098,2019,04,新竹市,M,0,40~44,1,10018
098,2019,04,嘉義市,F,0,55~59,1,10020
098,2019,04,嘉義市,M,0,20~24,1,10020
098,2019,04,嘉義市,M,0,30~34,1,10020
098,2019,04,嘉義市,M,0,35~39,1,10020
098,2019,04,嘉義市,M,0,40~44,1,10020
098,2019,04,台北市,F,0,20~24,1,63000
098,2019,04,台北市,F,0,35~39,1,63000
098,2019,04,台北市,M,0,15~19,3,63000
098,2019,04,台北市,M,0,20~24,7,63000
098,2019,04,台北市,M,0,25~29,13,63000
098,2019,04,台北市,M,0,30~34,7,63000
098,2019,04,台北市,M,0,35~39,5,63000
098,2019,04,台北市,M,0,40~44,4,63000
098,2019,04,台北市,M,0,45~49,2,63000
098,2019,04,台北市,M,0,60~64,1,63000
098,2019,04,高雄市,F,0,15~19,1,64000
098,2019,04,高雄市,F,0,20~24,1,64000
098,2019,04,高雄市,F,0,50~54,1,64000
098,2019,04,高雄市,M,0,15~19,1,64000
098,2019,04,高雄市,M,0,20~24,10,64000
098,2019,04,高雄市,M,0,25~29,7,64000
098,2019,04,高雄市,M,0,30~34,5,64000
098,2019,04,高雄市,M,0,35~39,2,64000
098,2019,04,高雄市,M,0,40~44,1,64000
098,2019,04,高雄市,M,0,55~59,1,64000
098,2019,04,新北市,F,0,20~24,3,65000
098,2019,04,新北市,F,0,25~29,1,65000
098,2019,04,新北市,F,0,30~34,1,65000
098,2019,04,新北市,F,0,55~59,1,65000
098,2019,04,新北市,M,0,15~19,9,65000
098,2019,04,新北市,M,0,20~24,14,65000
098,2019,04,新北市,M,0,25~29,18,65000
098,2019,04,新北市,M,0,30~34,13,65000
098,2019,04,新北市,M,0,35~39,10,65000
098,2019,04,新北市,M,0,40~44,4,65000
098,2019,04,新北市,M,0,45~49,3,65000
098,2019,04,新北市,M,0,50~54,2,65000
098,2019,04,台中市,F,0,10~14,1,66000
098,2019,04,台中市,F,0,15~19,1,66000
098,2019,04,台中市,F,0,25~29,1,66000
098,2019,04,台中市,F,0,30~34,1,66000
098,2019,04,台中市,F,0,50~54,1,66000
098,2019,04,台中市,M,0,15~19,1,66000
098,2019,04,台中市,M,0,20~24,4,66000
098,2019,04,台中市,M,0,25~29,1,66000
098,2019,04,台中市,M,0,30~34,1,66000
098,2019,04,台中市,M,0,40~44,2,66000
098,2019,04,台中市,M,0,45~49,1,66000
098,2019,04,台南市,F,0,20~24,1,67000
098,2019,04,台南市,F,0,35~39,1,67000
098,2019,04,台南市,M,0,15~19,4,67000
098,2019,04,台南市,M,0,20~24,5,67000
098,2019,04,台南市,M,0,25~29,5,67000
098,2019,04,台南市,M,0,30~34,2,67000
098,2019,04,台南市,M,0,35~39,3,67000
098,2019,04,台南市,M,0,40~44,1,67000
098,2019,04,台南市,M,0,45~49,2,67000
098,2019,04,台南市,M,0,55~59,2,67000
098,2019,04,台南市,M,0,65~69,1,67000
098,2019,04,桃園市,F,0,15~19,2,68000
098,2019,04,桃園市,F,0,20~24,1,68000
098,2019,04,桃園市,F,0,40~44,1,68000
098,2019,04,桃園市,M,0,15~19,3,68000
098,2019,04,桃園市,M,0,20~24,7,68000
098,2019,04,桃園市,M,0,25~29,7,68000
098,2019,04,桃園市,M,0,30~34,2,68000
098,2019,04,桃園市,M,0,35~39,3,68000
098,2019,04,桃園市,M,0,40~44,3,68000
098,2019,04,桃園市,M,0,45~49,1,68000
098,2019,04,桃園市,M,0,50~54,1,68000
098,2019,04,桃園市,M,0,70+,2,68000
098,2019,05,宜蘭縣,M,0,15~19,2,10002
098,2019,05,宜蘭縣,M,0,30~34,1,10002
098,2019,05,新竹縣,F,0,35~39,1,10004
098,2019,05,新竹縣,M,0,20~24,3,10004
098,2019,05,新竹縣,M,0,25~29,3,10004
098,2019,05,新竹縣,M,0,30~34,1,10004
098,2019,05,新竹縣,M,0,35~39,3,10004
098,2019,05,新竹縣,M,0,40~44,1,10004
098,2019,05,新竹縣,M,0,55~59,1,10004
098,2019,05,新竹縣,M,0,70+,1,10004
098,2019,05,苗栗縣,F,0,40~44,1,10005
098,2019,05,苗栗縣,M,0,20~24,1,10005
098,2019,05,苗栗縣,M,0,25~29,2,10005
098,2019,05,苗栗縣,M,0,35~39,1,10005
098,2019,05,彰化縣,M,0,20~24,1,10007
098,2019,05,彰化縣,M,0,25~29,1,10007
098,2019,05,彰化縣,M,0,30~34,5,10007
098,2019,05,彰化縣,M,0,35~39,1,10007
098,2019,05,彰化縣,M,0,50~54,1,10007
098,2019,05,南投縣,M,0,25~29,2,10008
098,2019,05,南投縣,M,0,30~34,1,10008
098,2019,05,南投縣,M,0,50~54,1,10008
098,2019,05,雲林縣,F,0,20~24,1,10009
098,2019,05,雲林縣,M,0,20~24,2,10009
098,2019,05,雲林縣,M,0,25~29,1,10009
098,2019,05,雲林縣,M,0,30~34,1,10009
098,2019,05,雲林縣,M,0,35~39,1,10009
098,2019,05,雲林縣,M,0,40~44,1,10009
098,2019,05,雲林縣,M,0,50~54,1,10009
098,2019,05,雲林縣,M,0,70+,1,10009
098,2019,05,嘉義縣,M,0,15~19,1,10010
098,2019,05,嘉義縣,M,0,20~24,1,10010
098,2019,05,嘉義縣,M,0,25~29,1,10010
098,2019,05,嘉義縣,M,0,45~49,2,10010
098,2019,05,屏東縣,M,0,15~19,2,10013
098,2019,05,屏東縣,M,0,20~24,1,10013
098,2019,05,屏東縣,M,0,25~29,1,10013
098,2019,05,屏東縣,M,0,40~44,1,10013
098,2019,05,台東縣,F,0,30~34,1,10014
098,2019,05,台東縣,M,0,30~34,1,10014
098,2019,05,花蓮縣,F,0,20~24,1,10015
098,2019,05,花蓮縣,M,0,15~19,1,10015
098,2019,05,花蓮縣,M,0,20~24,1,10015
098,2019,05,花蓮縣,M,0,25~29,1,10015
098,2019,05,花蓮縣,M,0,30~34,1,10015
098,2019,05,花蓮縣,M,0,50~54,1,10015
098,2019,05,基隆市,M,0,15~19,2,10017
098,2019,05,基隆市,M,0,20~24,1,10017
098,2019,05,基隆市,M,0,25~29,3,10017
098,2019,05,基隆市,M,0,30~34,2,10017
098,2019,05,基隆市,M,0,35~39,1,10017
098,2019,05,基隆市,M,0,45~49,1,10017
098,2019,05,新竹市,M,0,25~29,1,10018
098,2019,05,新竹市,M,0,30~34,4,10018
098,2019,05,新竹市,M,0,35~39,1,10018
098,2019,05,新竹市,M,0,40~44,1,10018
098,2019,05,新竹市,M,0,55~59,1,10018
098,2019,05,嘉義市,M,0,25~29,2,10020
098,2019,05,嘉義市,M,0,35~39,1,10020
098,2019,05,台北市,F,0,25~29,2,63000
098,2019,05,台北市,F,0,30~34,1,63000
098,2019,05,台北市,M,0,15~19,5,63000
098,2019,05,台北市,M,0,20~24,10,63000
098,2019,05,台北市,M,0,25~29,12,63000
098,2019,05,台北市,M,0,30~34,13,63000
098,2019,05,台北市,M,0,35~39,14,63000
098,2019,05,台北市,M,0,40~44,4,63000
098,2019,05,台北市,M,0,45~49,2,63000
098,2019,05,台北市,M,0,50~54,1,63000
098,2019,05,台北市,M,0,55~59,1,63000
098,2019,05,台北市,M,0,60~64,2,63000
098,2019,05,高雄市,F,0,25~29,1,64000
098,2019,05,高雄市,F,0,35~39,1,64000
098,2019,05,高雄市,M,0,15~19,2,64000
098,2019,05,高雄市,M,0,20~24,8,64000
098,2019,05,高雄市,M,0,25~29,11,64000
098,2019,05,高雄市,M,0,30~34,6,64000
098,2019,05,高雄市,M,0,35~39,2,64000
098,2019,05,高雄市,M,0,40~44,4,64000
098,2019,05,高雄市,M,0,45~49,2,64000
098,2019,05,高雄市,M,0,55~59,2,64000
098,2019,05,新北市,F,0,15~19,1,65000
098,2019,05,新北市,F,0,20~24,3,65000
098,2019,05,新北市,F,0,25~29,2,65000
098,2019,05,新北市,F,0,30~34,1,65000
098,2019,05,新北市,F,0,35~39,1,65000
098,2019,05,新北市,F,0,40~44,1,65000
098,2019,05,新北市,M,0,15~19,7,65000
098,2019,05,新北市,M,0,20~24,23,65000
098,2019,05,新北市,M,0,25~29,15,65000
098,2019,05,新北市,M,0,30~34,20,65000
098,2019,05,新北市,M,0,35~39,14,65000
098,2019,05,新北市,M,0,40~44,3,65000
098,2019,05,新北市,M,0,45~49,1,65000
098,2019,05,新北市,M,0,50~54,2,65000
098,2019,05,新北市,M,0,60~64,2,65000
098,2019,05,新北市,M,0,70+,1,65000
098,2019,05,台中市,F,0,45~49,1,66000
098,2019,05,台中市,M,0,15~19,1,66000
098,2019,05,台中市,M,0,20~24,8,66000
098,2019,05,台中市,M,0,25~29,4,66000
098,2019,05,台中市,M,0,30~34,1,66000
098,2019,05,台中市,M,0,35~39,1,66000
098,2019,05,台中市,M,0,40~44,1,66000
098,2019,05,台中市,M,0,45~49,1,66000
098,2019,05,台中市,M,0,50~54,1,66000
098,2019,05,台中市,M,0,55~59,1,66000
098,2019,05,台南市,M,0,15~19,1,67000
098,2019,05,台南市,M,0,20~24,1,67000
098,2019,05,台南市,M,0,25~29,3,67000
098,2019,05,台南市,M,0,30~34,2,67000
098,2019,05,台南市,M,0,35~39,3,67000
098,2019,05,台南市,M,0,40~44,1,67000
098,2019,05,台南市,M,0,50~54,1,67000
098,2019,05,台南市,M,0,70+,1,67000
098,2019,05,桃園市,F,0,20~24,1,68000
098,2019,05,桃園市,F,0,25~29,2,68000
098,2019,05,桃園市,F,0,45~49,1,68000
098,2019,05,桃園市,M,0,15~19,4,68000
098,2019,05,桃園市,M,0,20~24,7,68000
098,2019,05,桃園市,M,0,25~29,9,68000
098,2019,05,桃園市,M,0,30~34,4,68000
098,2019,05,桃園市,M,0,35~39,4,68000
098,2019,05,桃園市,M,0,45~49,1,68000
098,2019,05,桃園市,M,0,50~54,2,68000
098,2019,06,宜蘭縣,M,0,70+,1,10002
098,2019,06,新竹縣,M,0,20~24,2,10004
098,2019,06,新竹縣,M,0,25~29,2,10004
098,2019,06,新竹縣,M,0,30~34,2,10004
098,2019,06,新竹縣,M,0,35~39,2,10004
098,2019,06,新竹縣,M,0,45~49,1,10004
098,2019,06,苗栗縣,M,0,30~34,3,10005
098,2019,06,苗栗縣,M,0,35~39,1,10005
098,2019,06,彰化縣,F,0,30~34,1,10007
098,2019,06,彰化縣,M,0,15~19,1,10007
098,2019,06,彰化縣,M,0,25~29,1,10007
098,2019,06,南投縣,M,0,20~24,1,10008
098,2019,06,南投縣,M,0,25~29,4,10008
098,2019,06,南投縣,M,0,30~34,1,10008
098,2019,06,南投縣,M,0,35~39,1,10008
098,2019,06,南投縣,M,1,20~24,1,10008
098,2019,06,雲林縣,F,0,15~19,1,10009
098,2019,06,雲林縣,M,0,20~24,2,10009
098,2019,06,雲林縣,M,0,25~29,1,10009
098,2019,06,雲林縣,M,0,30~34,2,10009
098,2019,06,雲林縣,M,0,40~44,1,10009
098,2019,06,雲林縣,M,0,60~64,1,10009
098,2019,06,雲林縣,M,0,65~69,1,10009
098,2019,06,雲林縣,M,0,70+,1,10009
098,2019,06,嘉義縣,F,0,20~24,1,10010
098,2019,06,嘉義縣,F,0,55~59,1,10010
098,2019,06,嘉義縣,M,0,15~19,1,10010
098,2019,06,嘉義縣,M,0,35~39,1,10010
098,2019,06,屏東縣,M,0,25~29,1,10013
098,2019,06,台東縣,M,0,20~24,1,10014
098,2019,06,台東縣,M,0,30~34,1,10014
098,2019,06,花蓮縣,M,0,25~29,1,10015
098,2019,06,花蓮縣,M,0,35~39,1,10015
098,2019,06,澎湖縣,F,0,25~29,1,10016
098,2019,06,澎湖縣,M,0,20~24,1,10016
098,2019,06,基隆市,M,0,15~19,1,10017
098,2019,06,基隆市,M,0,20~24,1,10017
098,2019,06,基隆市,M,0,25~29,2,10017
098,2019,06,基隆市,M,0,30~34,2,10017
098,2019,06,基隆市,M,0,40~44,1,10017
098,2019,06,新竹市,F,0,45~49,1,10018
098,2019,06,新竹市,M,0,15~19,1,10018
098,2019,06,新竹市,M,0,25~29,3,10018
098,2019,06,新竹市,M,0,35~39,1,10018
098,2019,06,新竹市,M,0,40~44,1,10018
098,2019,06,新竹市,M,0,45~49,1,10018
098,2019,06,嘉義市,F,0,15~19,1,10020
098,2019,06,嘉義市,F,0,30~34,1,10020
098,2019,06,嘉義市,M,0,20~24,1,10020
098,2019,06,嘉義市,M,0,30~34,1,10020
098,2019,06,嘉義市,M,0,35~39,1,10020
098,2019,06,台北市,F,0,15~19,1,63000
098,2019,06,台北市,F,0,20~24,1,63000
098,2019,06,台北市,F,0,25~29,2,63000
098,2019,06,台北市,F,0,30~34,1,63000
098,2019,06,台北市,M,0,15~19,3,63000
098,2019,06,台北市,M,0,20~24,14,63000
098,2019,06,台北市,M,0,25~29,15,63000
098,2019,06,台北市,M,0,30~34,12,63000
098,2019,06,台北市,M,0,35~39,10,63000
098,2019,06,台北市,M,0,40~44,3,63000
098,2019,06,台北市,M,0,45~49,2,63000
098,2019,06,台北市,M,0,50~54,2,63000
098,2019,06,台北市,M,0,65~69,1,63000
098,2019,06,高雄市,F,0,20~24,1,64000
098,2019,06,高雄市,F,0,30~34,1,64000
098,2019,06,高雄市,F,0,35~39,1,64000
098,2019,06,高雄市,M,0,15~19,3,64000
098,2019,06,高雄市,M,0,20~24,5,64000
098,2019,06,高雄市,M,0,25~29,6,64000
098,2019,06,高雄市,M,0,30~34,7,64000
098,2019,06,高雄市,M,0,35~39,8,64000
098,2019,06,高雄市,M,0,40~44,3,64000
098,2019,06,高雄市,M,0,45~49,2,64000
098,2019,06,高雄市,M,0,50~54,2,64000
098,2019,06,新北市,F,0,10~14,1,65000
098,2019,06,新北市,F,0,20~24,2,65000
098,2019,06,新北市,F,0,25~29,3,65000
098,2019,06,新北市,F,0,40~44,1,65000
098,2019,06,新北市,F,0,55~59,1,65000
098,2019,06,新北市,M,0,15~19,5,65000
098,2019,06,新北市,M,0,20~24,15,65000
098,2019,06,新北市,M,0,25~29,19,65000
098,2019,06,新北市,M,0,30~34,15,65000
098,2019,06,新北市,M,0,35~39,7,65000
098,2019,06,新北市,M,0,40~44,14,65000
098,2019,06,新北市,M,0,45~49,1,65000
098,2019,06,新北市,M,0,50~54,2,65000
098,2019,06,新北市,M,0,60~64,1,65000
098,2019,06,台中市,F,0,15~19,1,66000
098,2019,06,台中市,M,0,15~19,4,66000
098,2019,06,台中市,M,0,20~24,3,66000
098,2019,06,台中市,M,0,25~29,5,66000
098,2019,06,台中市,M,0,30~34,6,66000
098,2019,06,台中市,M,0,40~44,1,66000
098,2019,06,台中市,M,0,45~49,1,66000
098,2019,06,台南市,M,0,15~19,1,67000
098,2019,06,台南市,M,0,20~24,3,67000
098,2019,06,台南市,M,0,25~29,5,67000
098,2019,06,台南市,M,0,30~34,5,67000
098,2019,06,台南市,M,0,40~44,2,67000
098,2019,06,台南市,M,0,45~49,1,67000
098,2019,06,台南市,M,0,50~54,1,67000
098,2019,06,桃園市,F,0,15~19,2,68000
098,2019,06,桃園市,F,0,20~24,1,68000
098,2019,06,桃園市,F,0,25~29,1,68000
098,2019,06,桃園市,F,0,35~39,2,68000
098,2019,06,桃園市,F,0,70+,1,68000
098,2019,06,桃園市,M,0,15~19,1,68000
098,2019,06,桃園市,M,0,20~24,4,68000
098,2019,06,桃園市,M,0,25~29,6,68000
098,2019,06,桃園市,M,0,30~34,10,68000
098,2019,06,桃園市,M,0,35~39,1,68000
098,2019,06,桃園市,M,0,40~44,7,68000
098,2019,06,桃園市,M,0,45~49,2,68000
098,2019,06,桃園市,M,0,55~59,1,68000
098,2019,07,宜蘭縣,M,0,25~29,1,10002
098,2019,07,新竹縣,F,0,20~24,1,10004
098,2019,07,新竹縣,F,0,25~29,1,10004
098,2019,07,新竹縣,F,0,30~34,2,10004
098,2019,07,新竹縣,M,0,15~19,1,10004
098,2019,07,新竹縣,M,0,20~24,2,10004
098,2019,07,新竹縣,M,0,25~29,4,10004
098,2019,07,新竹縣,M,0,30~34,1,10004
098,2019,07,新竹縣,M,0,35~39,5,10004
098,2019,07,新竹縣,M,0,40~44,2,10004
098,2019,07,新竹縣,M,0,50~54,1,10004
098,2019,07,苗栗縣,M,0,15~19,1,10005
098,2019,07,苗栗縣,M,0,25~29,2,10005
098,2019,07,苗栗縣,M,0,35~39,1,10005
098,2019,07,苗栗縣,M,0,65~69,1,10005
098,2019,07,彰化縣,F,0,40~44,1,10007
098,2019,07,彰化縣,M,0,20~24,4,10007
098,2019,07,彰化縣,M,0,25~29,5,10007
098,2019,07,彰化縣,M,0,30~34,1,10007
098,2019,07,彰化縣,M,0,45~49,1,10007
098,2019,07,南投縣,M,0,15~19,1,10008
098,2019,07,南投縣,M,0,20~24,1,10008
098,2019,07,南投縣,M,0,25~29,1,10008
098,2019,07,南投縣,M,0,45~49,1,10008
098,2019,07,雲林縣,F,0,15~19,1,10009
098,2019,07,雲林縣,M,0,20~24,2,10009
098,2019,07,雲林縣,M,0,30~34,3,10009
098,2019,07,雲林縣,M,0,45~49,1,10009
098,2019,07,嘉義縣,M,0,15~19,1,10010
098,2019,07,嘉義縣,M,0,20~24,1,10010
098,2019,07,嘉義縣,M,0,25~29,2,10010
098,2019,07,屏東縣,M,0,15~19,3,10013
098,2019,07,台東縣,M,0,20~24,1,10014
098,2019,07,台東縣,M,0,25~29,1,10014
098,2019,07,台東縣,M,0,30~34,2,10014
098,2019,07,花蓮縣,M,0,25~29,1,10015
098,2019,07,花蓮縣,M,0,35~39,1,10015
098,2019,07,澎湖縣,M,0,30~34,1,10016
098,2019,07,基隆市,F,0,25~29,1,10017
098,2019,07,基隆市,F,0,50~54,1,10017
098,2019,07,基隆市,M,0,20~24,4,10017
098,2019,07,基隆市,M,0,25~29,2,10017
098,2019,07,基隆市,M,0,35~39,4,10017
098,2019,07,新竹市,M,0,25~29,3,10018
098,2019,07,新竹市,M,0,30~34,3,10018
098,2019,07,新竹市,M,0,35~39,1,10018
098,2019,07,新竹市,M,0,60~64,1,10018
098,2019,07,嘉義市,M,0,20~24,1,10020
098,2019,07,嘉義市,M,0,25~29,2,10020
098,2019,07,嘉義市,M,1,50~54,1,10020
098,2019,07,台北市,F,0,20~24,2,63000
098,2019,07,台北市,F,0,25~29,1,63000
098,2019,07,台北市,F,0,35~39,1,63000
098,2019,07,台北市,F,0,40~44,1,63000
098,2019,07,台北市,F,0,45~49,1,63000
098,2019,07,台北市,F,0,60~64,1,63000
098,2019,07,台北市,M,0,15~19,4,63000
098,2019,07,台北市,M,0,20~24,11,63000
098,2019,07,台北市,M,0,25~29,14,63000
098,2019,07,台北市,M,0,30~34,22,63000
098,2019,07,台北市,M,0,35~39,10,63000
098,2019,07,台北市,M,0,40~44,8,63000
098,2019,07,台北市,M,0,45~49,3,63000
098,2019,07,台北市,M,0,50~54,2,63000
098,2019,07,台北市,M,0,55~59,1,63000
098,2019,07,台北市,M,0,65~69,1,63000
098,2019,07,高雄市,F,0,15~19,1,64000
098,2019,07,高雄市,F,0,20~24,3,64000
098,2019,07,高雄市,F,0,40~44,1,64000
098,2019,07,高雄市,F,0,55~59,1,64000
098,2019,07,高雄市,M,0,15~19,3,64000
098,2019,07,高雄市,M,0,20~24,9,64000
098,2019,07,高雄市,M,0,25~29,10,64000
098,2019,07,高雄市,M,0,30~34,6,64000
098,2019,07,高雄市,M,0,35~39,3,64000
098,2019,07,高雄市,M,0,40~44,1,64000
098,2019,07,高雄市,M,0,45~49,3,64000
098,2019,07,高雄市,M,0,50~54,2,64000
098,2019,07,高雄市,M,0,65~69,1,64000
098,2019,07,新北市,F,0,15~19,2,65000
098,2019,07,新北市,F,0,20~24,3,65000
098,2019,07,新北市,F,0,25~29,1,65000
098,2019,07,新北市,F,0,35~39,1,65000
098,2019,07,新北市,M,0,15~19,6,65000
098,2019,07,新北市,M,0,20~24,17,65000
098,2019,07,新北市,M,0,25~29,26,65000
098,2019,07,新北市,M,0,30~34,19,65000
098,2019,07,新北市,M,0,35~39,20,65000
098,2019,07,新北市,M,0,40~44,8,65000
098,2019,07,新北市,M,0,45~49,8,65000
098,2019,07,新北市,M,0,50~54,1,65000
098,2019,07,台中市,F,0,15~19,1,66000
098,2019,07,台中市,M,0,15~19,2,66000
098,2019,07,台中市,M,0,20~24,8,66000
098,2019,07,台中市,M,0,25~29,4,66000
098,2019,07,台中市,M,0,30~34,3,66000
098,2019,07,台中市,M,0,35~39,2,66000
098,2019,07,台中市,M,0,40~44,1,66000
098,2019,07,台南市,F,0,60~64,1,67000
098,2019,07,台南市,M,0,15~19,3,67000
098,2019,07,台南市,M,0,20~24,2,67000
098,2019,07,台南市,M,0,25~29,2,67000
098,2019,07,台南市,M,0,30~34,1,67000
098,2019,07,台南市,M,0,35~39,2,67000
098,2019,07,台南市,M,0,40~44,2,67000
098,2019,07,台南市,M,0,45~49,1,67000
098,2019,07,桃園市,F,0,20~24,1,68000
098,2019,07,桃園市,F,0,25~29,1,68000
098,2019,07,桃園市,F,0,45~49,1,68000
098,2019,07,桃園市,M,0,15~19,3,68000
098,2019,07,桃園市,M,0,20~24,6,68000
098,2019,07,桃園市,M,0,25~29,13,68000
098,2019,07,桃園市,M,0,30~34,8,68000
098,2019,07,桃園市,M,0,35~39,5,68000
098,2019,07,桃園市,M,0,40~44,5,68000
098,2019,07,桃園市,M,0,55~59,2,68000
098,2019,07,桃園市,M,0,65~69,1,68000
098,2019,08,金門縣,M,0,40~44,1,09020
098,2019,08,宜蘭縣,M,0,20~24,1,10002
098,2019,08,宜蘭縣,M,0,25~29,1,10002
098,2019,08,新竹縣,M,0,15~19,1,10004
098,2019,08,新竹縣,M,0,20~24,1,10004
098,2019,08,新竹縣,M,0,30~34,2,10004
098,2019,08,新竹縣,M,0,35~39,4,10004
098,2019,08,新竹縣,M,0,40~44,3,10004
098,2019,08,新竹縣,M,0,45~49,1,10004
098,2019,08,新竹縣,M,0,55~59,1,10004
098,2019,08,苗栗縣,F,0,65~69,1,10005
098,2019,08,苗栗縣,M,0,20~24,1,10005
098,2019,08,苗栗縣,M,0,30~34,2,10005
098,2019,08,苗栗縣,M,0,35~39,1,10005
098,2019,08,彰化縣,F,0,15~19,1,10007
098,2019,08,彰化縣,F,0,20~24,1,10007
098,2019,08,彰化縣,M,0,25~29,2,10007
098,2019,08,彰化縣,M,0,30~34,2,10007
098,2019,08,彰化縣,M,0,40~44,1,10007
098,2019,08,彰化縣,M,0,50~54,1,10007
098,2019,08,南投縣,F,0,15~19,1,10008
098,2019,08,南投縣,F,0,45~49,1,10008
098,2019,08,南投縣,M,0,20~24,1,10008
098,2019,08,南投縣,M,0,25~29,2,10008
098,2019,08,南投縣,M,0,30~34,1,10008
098,2019,08,南投縣,M,0,45~49,1,10008
098,2019,08,雲林縣,M,0,15~19,1,10009
098,2019,08,雲林縣,M,0,20~24,5,10009
098,2019,08,雲林縣,M,0,25~29,1,10009
098,2019,08,雲林縣,M,0,30~34,1,10009
098,2019,08,雲林縣,M,0,35~39,2,10009
098,2019,08,雲林縣,M,0,40~44,1,10009
098,2019,08,嘉義縣,M,0,15~19,1,10010
098,2019,08,嘉義縣,M,0,20~24,1,10010
098,2019,08,嘉義縣,M,0,25~29,2,10010
098,2019,08,嘉義縣,M,0,30~34,2,10010
098,2019,08,嘉義縣,M,0,35~39,1,10010
098,2019,08,嘉義縣,M,0,55~59,1,10010
098,2019,08,屏東縣,M,0,20~24,1,10013
098,2019,08,屏東縣,M,0,25~29,1,10013
098,2019,08,屏東縣,M,0,30~34,1,10013
098,2019,08,屏東縣,M,0,40~44,1,10013
098,2019,08,台東縣,F,0,35~39,1,10014
098,2019,08,台東縣,M,0,15~19,1,10014
098,2019,08,台東縣,M,0,35~39,2,10014
098,2019,08,花蓮縣,F,0,20~24,1,10015
098,2019,08,花蓮縣,M,0,20~24,3,10015
098,2019,08,花蓮縣,M,0,25~29,1,10015
098,2019,08,花蓮縣,M,0,35~39,1,10015
098,2019,08,基隆市,F,0,25~29,1,10017
098,2019,08,基隆市,M,0,25~29,2,10017
098,2019,08,基隆市,M,0,30~34,2,10017
098,2019,08,基隆市,M,0,40~44,1,10017
098,2019,08,基隆市,M,0,45~49,1,10017
098,2019,08,基隆市,M,0,50~54,1,10017
098,2019,08,新竹市,F,0,15~19,1,10018
098,2019,08,新竹市,F,0,20~24,1,10018
098,2019,08,新竹市,M,0,20~24,4,10018
098,2019,08,新竹市,M,0,30~34,1,10018
098,2019,08,新竹市,M,0,40~44,1,10018
098,2019,08,嘉義市,M,0,20~24,1,10020
098,2019,08,嘉義市,M,0,30~34,1,10020
098,2019,08,台北市,F,0,40~44,1,63000
098,2019,08,台北市,F,0,45~49,1,63000
098,2019,08,台北市,F,0,50~54,1,63000
098,2019,08,台北市,M,0,10~14,1,63000
098,2019,08,台北市,M,0,15~19,5,63000
098,2019,08,台北市,M,0,20~24,11,63000
098,2019,08,台北市,M,0,25~29,13,63000
098,2019,08,台北市,M,0,30~34,15,63000
098,2019,08,台北市,M,0,35~39,14,63000
098,2019,08,台北市,M,0,40~44,9,63000
098,2019,08,台北市,M,0,45~49,2,63000
098,2019,08,台北市,M,0,50~54,2,63000
098,2019,08,台北市,M,0,55~59,2,63000
098,2019,08,台北市,M,0,60~64,1,63000
098,2019,08,台北市,M,0,65~69,1,63000
098,2019,08,高雄市,F,0,20~24,1,64000
098,2019,08,高雄市,F,0,40~44,1,64000
098,2019,08,高雄市,M,0,15~19,2,64000
098,2019,08,高雄市,M,0,20~24,7,64000
098,2019,08,高雄市,M,0,25~29,6,64000
098,2019,08,高雄市,M,0,30~34,7,64000
098,2019,08,高雄市,M,0,35~39,7,64000
098,2019,08,高雄市,M,0,40~44,1,64000
098,2019,08,高雄市,M,0,45~49,1,64000
