年度,醫院層級,菌種名稱,抗生素名稱,分離菌株總數,通報藥敏試驗菌株總數,敏感性菌株數,非敏感性菌株數,通報藥敏試驗醫院家數
2016,區域醫院,Proteus mirabilis,Cefazolin,24208,21257,8834,12423,72
2016,區域醫院,Proteus mirabilis,Ceftriaxone,24208,11912,10055,1857,72
2016,區域醫院,Proteus mirabilis,Gentamicin,24208,23314,13582,9732,72
2016,區域醫院,Proteus mirabilis,Levofloxacin,24208,17372,11974,5398,72
2016,區域醫院,Proteus mirabilis,Meropenem,24208,12545,12406,139,73
2016,區域醫院,Pseudomonas aeruginosa,Amikacin,59116,48213,46252,1961,72
2016,區域醫院,Pseudomonas aeruginosa,Cefepime,59116,47890,41327,6563,72
2016,區域醫院,Pseudomonas aeruginosa,Ciprofloxacin,59116,45408,33588,11820,72
2016,區域醫院,Pseudomonas aeruginosa,Ceftazidime,59116,55914,47929,7985,72
2016,區域醫院,Pseudomonas aeruginosa,Gentamicin,59116,55739,45938,9801,72
2016,區域醫院,Pseudomonas aeruginosa,Imipenem,59116,47098,40788,6310,74
2016,區域醫院,Pseudomonas aeruginosa,Levofloxacin,59116,47458,34135,13323,72
2016,區域醫院,Pseudomonas aeruginosa,Meropenem,59116,40942,36198,4744,74
2016,區域醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,59116,54292,45854,8438,72
2016,區域醫院,Pseudomonas aeruginosa,Piperacillin,59116,18223,14110,4113,72
2016,區域醫院,Enterococcus faecalis,Ampicillin,23453,16558,15813,745,72
2016,區域醫院,Enterococcus faecalis,Gentamicin-High,23453,17636,9217,8419,72
2016,區域醫院,Enterococcus faecalis,Vancomycin,23453,23298,23058,240,79
2016,區域醫院,Enterococcus faecium,Ampicillin,10939,8133,771,7362,73
2016,區域醫院,Enterococcus faecium,Gentamicin-High,10939,7550,3173,4377,73
2016,區域醫院,Enterococcus faecium,Vancomycin,10939,10725,5363,5362,80
2016,區域醫院,Staphylococcus aureus,Ciprofloxacin,60724,18838,12154,6684,74
2016,區域醫院,Staphylococcus aureus,Oxacillin,60724,59175,27081,32094,81
2016,區域醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,60724,53447,44483,8964,74
2016,區域醫院,Staphylococcus aureus,Vancomycin,60724,51285,51057,228,75
2016,區域醫院,Enterococcus spp.,Ampicillin,12297,9875,7206,2669,69
2016,區域醫院,Enterococcus spp.,Gentamicin-High,12297,9390,5160,4230,69
2016,區域醫院,Enterococcus spp.,Vancomycin,12297,12249,10477,1772,73
2016,地區醫院,Acinetobacter baumannii,Ampicillin/Sulbactam,15474,9885,3143,6742,186
2016,地區醫院,Acinetobacter baumannii,Amikacin,15474,9403,2635,6768,186
2016,地區醫院,Acinetobacter baumannii,Cefepime,15474,9746,1482,8264,186
2016,地區醫院,Acinetobacter baumannii,Ciprofloxacin,15474,9177,1210,7967,184
2016,地區醫院,Acinetobacter baumannii,Ceftazidime,15474,11995,2016,9979,188
2016,地區醫院,Acinetobacter baumannii,Colistin,15474,4463,4350,113,182
2016,地區醫院,Acinetobacter baumannii,Gentamicin,15474,11333,2198,9135,186
2016,地區醫院,Acinetobacter baumannii,Imipenem,15474,12978,3147,9831,195
2016,地區醫院,Acinetobacter baumannii,Levofloxacin,15474,9204,1212,7992,185
2016,地區醫院,Acinetobacter baumannii,Meropenem,15474,7256,1732,5524,190
2016,地區醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,15474,10893,1719,9174,186
2016,地區醫院,Acinetobacter baumannii,Piperacillin,15474,2665,222,2443,182
2016,地區醫院,Acinetobacter baumannii,Tigecycline,15474,5080,3867,1213,181
2016,地區醫院,Enterobacter cloacae,Amikacin,3045,2573,2384,189,173
2016,地區醫院,Enterobacter cloacae,Cefotaxime,3045,1138,751,387,174
2016,地區醫院,Enterobacter cloacae,Cefepime,3045,1777,1514,263,173
2016,地區醫院,Enterobacter cloacae,Ciprofloxacin,3045,1927,1411,516,173
2016,地區醫院,Enterobacter cloacae,Ceftazidime,3045,2451,1820,631,176
2016,地區醫院,Enterobacter cloacae,Ceftriaxone,3045,2122,1439,683,174
2016,地區醫院,Enterobacter cloacae,Ertapenem,3045,1692,1530,162,175
2016,地區醫院,Enterobacter cloacae,Gentamicin,3045,2801,2201,600,173
2016,地區醫院,Enterobacter cloacae,Imipenem,3045,2288,2151,137,176
2016,地區醫院,Enterobacter cloacae,Levofloxacin,3045,1957,1481,476,172
2016,地區醫院,Enterobacter cloacae,Meropenem,3045,1204,1155,49,175
2016,地區醫院,Escherichia coli,Ampicillin/Sulbactam,60194,32768,14712,18056,183
2016,地區醫院,Escherichia coli,Ampicillin,60194,28193,6051,22142,182
2016,地區醫院,Escherichia coli,Amikacin,60194,49508,47298,2210,186
2016,地區醫院,Escherichia coli,Cefuroxime sodium,60194,13126,7426,5700,183
2016,地區醫院,Escherichia coli,Cefotaxime,60194,20313,13046,7267,184
2016,地區醫院,Escherichia coli,Ciprofloxacin,60194,43713,23317,20396,186
2016,地區醫院,Escherichia coli,Ceftazidime,60194,44605,29806,14799,186
2016,地區醫院,Escherichia coli,Cefazolin,60194,46131,19971,26160,183
2016,地區醫院,Escherichia coli,Ceftriaxone,60194,37616,23325,14291,184
2016,地區醫院,Escherichia coli,Ertapenem,60194,34629,32717,1912,186
2016,地區醫院,Escherichia coli,Gentamicin,60194,56116,38144,17972,186
2016,地區醫院,Escherichia coli,Imipenem,60194,37683,36211,1472,188
2016,地區醫院,Escherichia coli,Levofloxacin,60194,36984,20197,16787,186
2016,地區醫院,Escherichia coli,Meropenem,60194,29226,27992,1234,185
2016,地區醫院,Klebsiella pneumoniae,Ampicillin/Sulbactam,29790,14368,6262,8106,187
2016,地區醫院,Klebsiella pneumoniae,Ampicillin,29790,13193,391,12802,187
2016,地區醫院,Klebsiella pneumoniae,Amikacin,29790,21779,19008,2771,190
2016,地區醫院,Klebsiella pneumoniae,Cefuroxime sodium,29790,6162,3187,2975,187
2016,地區醫院,Klebsiella pneumoniae,Cefotaxime,29790,8268,5040,3228,188
2016,地區醫院,Klebsiella pneumoniae,Ciprofloxacin,29790,18772,11010,7762,190
2016,地區醫院,Klebsiella pneumoniae,Ceftazidime,29790,20697,12397,8300,190
2016,地區醫院,Klebsiella pneumoniae,Cefazolin,29790,20073,9010,11063,187
2016,地區醫院,Klebsiella pneumoniae,Ceftriaxone,29790,15550,9727,5823,187
2016,地區醫院,Klebsiella pneumoniae,Ertapenem,29790,17414,14556,2858,196
2016,地區醫院,Klebsiella pneumoniae,Gentamicin,29790,24085,16076,8009,190
2016,地區醫院,Klebsiella pneumoniae,Imipenem,29790,22089,19535,2554,198
2016,地區醫院,Klebsiella pneumoniae,Levofloxacin,29790,14433,9163,5270,187
2016,地區醫院,Klebsiella pneumoniae,Meropenem,29790,12304,10918,1386,193
2016,地區醫院,Proteus mirabilis,Ampicillin/Sulbactam,15551,9790,4044,5746,184
2016,地區醫院,Proteus mirabilis,Ampicillin,15551,8271,1530,6741,183
2016,地區醫院,Proteus mirabilis,Amikacin,15551,12886,9572,3314,182
2016,地區醫院,Proteus mirabilis,Cefuroxime sodium,15551,3277,2029,1248,182
2016,地區醫院,Proteus mirabilis,Cefotaxime,15551,5125,3326,1799,182
2016,地區醫院,Proteus mirabilis,Ciprofloxacin,15551,11018,5102,5916,182
2016,地區醫院,Proteus mirabilis,Cefazolin,15551,11947,3146,8801,183
2016,地區醫院,Proteus mirabilis,Ceftriaxone,15551,9729,6825,2904,181
2016,地區醫院,Proteus mirabilis,Gentamicin,15551,14667,5111,9556,185
2016,地區醫院,Proteus mirabilis,Levofloxacin,15551,9343,4768,4575,182
2016,地區醫院,Proteus mirabilis,Meropenem,15551,8232,7493,739,182
2016,地區醫院,Pseudomonas aeruginosa,Amikacin,29439,24569,22301,2268,183
2016,地區醫院,Pseudomonas aeruginosa,Cefepime,29439,20793,16086,4707,183
2016,地區醫院,Pseudomonas aeruginosa,Ciprofloxacin,29439,22396,11915,10481,186
2016,地區醫院,Pseudomonas aeruginosa,Ceftazidime,29439,26450,21078,5372,186
2016,地區醫院,Pseudomonas aeruginosa,Gentamicin,29439,26406,17223,9183,186
2016,地區醫院,Pseudomonas aeruginosa,Imipenem,29439,21512,16244,5268,186
2016,地區醫院,Pseudomonas aeruginosa,Levofloxacin,29439,21175,10281,10894,186
2016,地區醫院,Pseudomonas aeruginosa,Meropenem,29439,17080,13009,4071,186
2016,地區醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,29439,24600,18369,6231,186
2016,地區醫院,Pseudomonas aeruginosa,Piperacillin,29439,9570,5943,3627,186
2016,地區醫院,Enterococcus faecalis,Ampicillin,4761,3365,3221,144,169
2016,地區醫院,Enterococcus faecalis,Gentamicin-High,4761,3240,1349,1891,169
2016,地區醫院,Enterococcus faecalis,Vancomycin,4761,4707,4599,108,174
2016,地區醫院,Enterococcus faecium,Ampicillin,2114,1650,150,1500,167
2016,地區醫院,Enterococcus faecium,Gentamicin-High,2114,1561,580,981,168
2016,地區醫院,Enterococcus faecium,Vancomycin,2114,2081,1068,1013,174
2016,地區醫院,Staphylococcus aureus,Ciprofloxacin,26886,8927,5518,3409,190
2016,地區醫院,Staphylococcus aureus,Oxacillin,26886,25782,10202,15580,201
2016,地區醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,26886,18520,15467,3053,193
2016,地區醫院,Staphylococcus aureus,Vancomycin,26886,23383,22871,512,197
2016,地區醫院,Enterococcus spp.,Ampicillin,7018,3861,2737,1124,180
2016,地區醫院,Enterococcus spp.,Gentamicin-High,7018,3663,1665,1998,178
2016,地區醫院,Enterococcus spp.,Vancomycin,7018,6823,5842,981,188
2015,醫學中心,Acinetobacter baumannii,Ampicillin/Sulbactam,24121,15448,7961,7487,16
2015,醫學中心,Acinetobacter baumannii,Amikacin,24121,11620,4629,6991,16
2015,醫學中心,Acinetobacter baumannii,Cefepime,24121,16025,6357,9668,16
2015,醫學中心,Acinetobacter baumannii,Ciprofloxacin,24121,16535,6013,10522,16
2015,醫學中心,Acinetobacter baumannii,Ceftazidime,24121,16534,6520,10014,16
2015,醫學中心,Acinetobacter baumannii,Colistin,24121,8457,8340,117,16
2015,醫學中心,Acinetobacter baumannii,Gentamicin,24121,14989,6085,8904,16
2015,醫學中心,Acinetobacter baumannii,Imipenem,24121,22567,9029,13538,22
2015,醫學中心,Acinetobacter baumannii,Levofloxacin,24121,11623,4418,7205,16
2015,醫學中心,Acinetobacter baumannii,Meropenem,24121,13950,6230,7720,21
2015,醫學中心,Acinetobacter baumannii,Piperacillin/Tazobactam,24121,14676,5375,9301,16
2015,醫學中心,Acinetobacter baumannii,Piperacillin,24121,1512,448,1064,16
2015,醫學中心,Acinetobacter baumannii,Tigecycline,24121,9243,6527,2716,16
2015,醫學中心,Enterobacter cloacae,Amikacin,8247,6247,6182,65,16
2015,醫學中心,Enterobacter cloacae,Cefotaxime,8247,3020,1808,1212,16
2015,醫學中心,Enterobacter cloacae,Cefepime,8247,5836,5077,759,16
2015,醫學中心,Enterobacter cloacae,Ciprofloxacin,8247,5699,4597,1102,16
2015,醫學中心,Enterobacter cloacae,Ceftazidime,8247,5798,3518,2280,16
2015,醫學中心,Enterobacter cloacae,Ceftriaxone,8247,5213,3092,2121,16
2015,醫學中心,Enterobacter cloacae,Ertapenem,8247,6819,5677,1142,16
2015,醫學中心,Enterobacter cloacae,Gentamicin,8247,6346,5264,1082,16
2015,醫學中心,Enterobacter cloacae,Imipenem,8247,5967,5344,623,16
2015,醫學中心,Enterobacter cloacae,Levofloxacin,8247,5104,4201,903,16
2015,醫學中心,Enterobacter cloacae,Meropenem,8247,2396,2243,153,16
2015,醫學中心,Escherichia coli,Ampicillin/Sulbactam,89052,43220,19849,23371,16
2015,醫學中心,Escherichia coli,Ampicillin,89052,33061,8360,24701,16
2015,醫學中心,Escherichia coli,Amikacin,89052,70751,70211,540,16
2015,醫學中心,Escherichia coli,Cefuroxime sodium,89052,13762,8828,4934,16
2015,醫學中心,Escherichia coli,Cefotaxime,89052,27130,19631,7499,16
2015,醫學中心,Escherichia coli,Ciprofloxacin,89052,66632,42540,24092,16
2015,醫學中心,Escherichia coli,Ceftazidime,89052,38653,28910,9743,16
2015,醫學中心,Escherichia coli,Cefazolin,89052,43832,23765,20067,16
2015,醫學中心,Escherichia coli,Ceftriaxone,89052,47714,33204,14510,16
2015,醫學中心,Escherichia coli,Ertapenem,89052,59237,58390,847,16
2015,醫學中心,Escherichia coli,Gentamicin,89052,66539,50067,16472,16
2015,醫學中心,Escherichia coli,Imipenem,89052,47132,46822,310,16
2015,醫學中心,Escherichia coli,Levofloxacin,89052,59941,38379,21562,16
2015,醫學中心,Escherichia coli,Meropenem,89052,18172,18091,81,16
2015,醫學中心,Klebsiella pneumoniae,Ampicillin/Sulbactam,46690,22077,13099,8978,16
2015,醫學中心,Klebsiella pneumoniae,Ampicillin,46690,16757,2,16755,16
2015,醫學中心,Klebsiella pneumoniae,Amikacin,46690,32592,30436,2156,16
2015,醫學中心,Klebsiella pneumoniae,Cefuroxime sodium,46690,6681,3787,2894,16
2015,醫學中心,Klebsiella pneumoniae,Cefotaxime,46690,14147,9877,4270,16
2015,醫學中心,Klebsiella pneumoniae,Ciprofloxacin,46690,30179,21772,8407,16
2015,醫學中心,Klebsiella pneumoniae,Ceftazidime,46690,22018,14871,7147,17
2015,醫學中心,Klebsiella pneumoniae,Cefazolin,46690,21317,11598,9719,16
2015,醫學中心,Klebsiella pneumoniae,Ceftriaxone,46690,13002,9677,3325,16
2015,醫學中心,Klebsiella pneumoniae,Ertapenem,46690,40243,36297,3946,21
2015,醫學中心,Klebsiella pneumoniae,Gentamicin,46690,30482,22788,7694,16
2015,醫學中心,Klebsiella pneumoniae,Imipenem,46690,33950,31525,2425,22
2015,醫學中心,Klebsiella pneumoniae,Levofloxacin,46690,21594,15976,5618,16
2015,醫學中心,Klebsiella pneumoniae,Meropenem,46690,17107,16427,680,21
2015,醫學中心,Proteus mirabilis,Ampicillin/Sulbactam,9386,6902,4794,2108,16
2015,醫學中心,Proteus mirabilis,Ampicillin,9386,4723,1969,2754,16
2015,醫學中心,Proteus mirabilis,Amikacin,9386,7127,6912,215,16
2015,醫學中心,Proteus mirabilis,Cefuroxime sodium,9386,1681,1472,209,16
2015,醫學中心,Proteus mirabilis,Cefotaxime,9386,3792,3425,367,16
2015,醫學中心,Proteus mirabilis,Ciprofloxacin,9386,6377,4489,1888,16
2015,醫學中心,Proteus mirabilis,Cefazolin,9386,8430,4452,3978,16
2015,醫學中心,Proteus mirabilis,Ceftriaxone,9386,3772,3331,441,16
2015,醫學中心,Proteus mirabilis,Gentamicin,9386,8705,5878,2827,16
2015,醫學中心,Proteus mirabilis,Levofloxacin,9386,5796,4431,1365,16
2015,醫學中心,Proteus mirabilis,Meropenem,9386,2396,2296,100,16
2015,醫學中心,Pseudomonas aeruginosa,Amikacin,33714,22775,22101,674,16
2015,醫學中心,Pseudomonas aeruginosa,Cefepime,33714,21501,18342,3159,16
2015,醫學中心,Pseudomonas aeruginosa,Ciprofloxacin,33714,29367,23333,6034,16
2015,醫學中心,Pseudomonas aeruginosa,Ceftazidime,33714,30354,25989,4365,17
2015,醫學中心,Pseudomonas aeruginosa,Gentamicin,33714,28576,25129,3447,16
2015,醫學中心,Pseudomonas aeruginosa,Imipenem,33714,29416,24224,5192,16
2015,醫學中心,Pseudomonas aeruginosa,Levofloxacin,33714,27231,20596,6635,16
2015,醫學中心,Pseudomonas aeruginosa,Meropenem,33714,21418,18602,2816,17
2015,醫學中心,Pseudomonas aeruginosa,Piperacillin/Tazobactam,33714,28294,23750,4544,16
2015,醫學中心,Pseudomonas aeruginosa,Piperacillin,33714,9471,7655,1816,16
2015,醫學中心,Enterococcus faecalis,Ampicillin,20114,10068,9239,829,16
2015,醫學中心,Enterococcus faecalis,Gentamicin-High,20114,9792,5045,4747,16
2015,醫學中心,Enterococcus faecalis,Vancomycin,20114,20056,19951,105,22
2015,醫學中心,Enterococcus faecium,Ampicillin,13179,6163,530,5633,16
2015,醫學中心,Enterococcus faecium,Gentamicin-High,13179,7039,2933,4106,16
2015,醫學中心,Enterococcus faecium,Vancomycin,13179,13163,5743,7420,22
2015,醫學中心,Staphylococcus aureus,Ciprofloxacin,45806,13791,10056,3735,16
2015,醫學中心,Staphylococcus aureus,Oxacillin,45806,45120,22292,22828,22
2015,醫學中心,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,45806,29503,24499,5004,16
2015,醫學中心,Staphylococcus aureus,Vancomycin,45806,30195,30179,16,17
2015,醫學中心,Enterococcus spp.,Ampicillin,6188,5207,4019,1188,16
2015,醫學中心,Enterococcus spp.,Gentamicin-High,6188,5340,3641,1699,16
2015,醫學中心,Enterococcus spp.,Vancomycin,6188,6163,5593,570,21
2015,區域醫院,Acinetobacter baumannii,Ampicillin/Sulbactam,27170,21100,9030,12070,75
2015,區域醫院,Acinetobacter baumannii,Amikacin,27170,15858,6684,9174,75
2015,區域醫院,Acinetobacter baumannii,Cefepime,27170,20810,6358,14452,75
2015,區域醫院,Acinetobacter baumannii,Ciprofloxacin,27170,15380,4516,10864,75
2015,區域醫院,Acinetobacter baumannii,Ceftazidime,27170,22128,6370,15758,75
2015,區域醫院,Acinetobacter baumannii,Colistin,27170,8614,8447,167,74
2015,區域醫院,Acinetobacter baumannii,Gentamicin,27170,22083,6894,15189,75
2015,區域醫院,Acinetobacter baumannii,Imipenem,27170,21708,7898,13810,82
2015,區域醫院,Acinetobacter baumannii,Levofloxacin,27170,17472,5332,12140,75
2015,區域醫院,Acinetobacter baumannii,Meropenem,27170,15303,6201,9102,81
2015,區域醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,27170,21392,5624,15768,75
2015,區域醫院,Acinetobacter baumannii,Piperacillin,27170,5977,823,5154,74
2015,區域醫院,Acinetobacter baumannii,Tigecycline,27170,11981,8742,3239,74
2015,區域醫院,Enterobacter cloacae,Amikacin,9786,8202,7970,232,72
2015,區域醫院,Enterobacter cloacae,Cefotaxime,9786,3971,2457,1514,72
2015,區域醫院,Enterobacter cloacae,Cefepime,9786,7869,7196,673,72
2015,區域醫院,Enterobacter cloacae,Ciprofloxacin,9786,5979,5004,975,72
2015,區域醫院,Enterobacter cloacae,Ceftazidime,9786,7244,5129,2115,73
2015,區域醫院,Enterobacter cloacae,Ceftriaxone,9786,7138,4868,2270,73
2015,區域醫院,Enterobacter cloacae,Ertapenem,9786,7648,6820,828,75
2015,區域醫院,Enterobacter cloacae,Gentamicin,9786,8600,7440,1160,72
2015,區域醫院,Enterobacter cloacae,Imipenem,9786,5939,5479,460,74
2015,區域醫院,Enterobacter cloacae,Levofloxacin,9786,6617,5871,746,72
2015,區域醫院,Enterobacter cloacae,Meropenem,9786,4883,4785,98,74
2015,區域醫院,Escherichia coli,Ampicillin/Sulbactam,137201,108674,53681,54993,72
2015,區域醫院,Escherichia coli,Ampicillin,137201,64404,16567,47837,72
2015,區域醫院,Escherichia coli,Amikacin,137201,123512,121372,2140,73
2015,區域醫院,Escherichia coli,Cefuroxime sodium,137201,36330,24566,11764,72
2015,區域醫院,Escherichia coli,Cefotaxime,137201,55308,37726,17582,72
2015,區域醫院,Escherichia coli,Ciprofloxacin,137201,92458,58884,33574,73
2015,區域醫院,Escherichia coli,Ceftazidime,137201,92309,70303,22006,73
2015,區域醫院,Escherichia coli,Cefazolin,137201,110560,59257,51303,72
2015,區域醫院,Escherichia coli,Ceftriaxone,137201,96216,67300,28916,73
2015,區域醫院,Escherichia coli,Ertapenem,137201,104309,102327,1982,75
2015,區域醫院,Escherichia coli,Gentamicin,137201,129439,96426,33013,73
2015,區域醫院,Escherichia coli,Imipenem,137201,83329,81458,1871,76
2015,區域醫院,Escherichia coli,Levofloxacin,137201,101614,65097,36517,73
2015,區域醫院,Escherichia coli,Meropenem,137201,60131,59536,595,75
2015,區域醫院,Klebsiella pneumoniae,Ampicillin/Sulbactam,60463,42404,24933,17471,74
2015,區域醫院,Klebsiella pneumoniae,Ampicillin,60463,23362,626,22736,74
2015,區域醫院,Klebsiella pneumoniae,Amikacin,60463,49652,46244,3408,75
2015,區域醫院,Klebsiella pneumoniae,Cefuroxime sodium,60463,12396,7582,4814,74
2015,區域醫院,Klebsiella pneumoniae,Cefotaxime,60463,23410,14102,9308,74
2015,區域醫院,Klebsiella pneumoniae,Ciprofloxacin,60463,39346,27403,11943,75
2015,區域醫院,Klebsiella pneumoniae,Ceftazidime,60463,39758,27891,11867,75
2015,區域醫院,Klebsiella pneumoniae,Cefazolin,60463,44681,24171,20510,74
2015,區域醫院,Klebsiella pneumoniae,Ceftriaxone,60463,33859,24950,8909,74
2015,區域醫院,Klebsiella pneumoniae,Ertapenem,60463,41604,36582,5022,79
2015,區域醫院,Klebsiella pneumoniae,Gentamicin,60463,52543,39086,13457,75
2015,區域醫院,Klebsiella pneumoniae,Imipenem,60463,38923,36122,2801,82
2015,區域醫院,Klebsiella pneumoniae,Levofloxacin,60463,35574,26216,9358,74
2015,區域醫院,Klebsiella pneumoniae,Meropenem,60463,25959,24756,1203,81
2015,區域醫院,Proteus mirabilis,Ampicillin/Sulbactam,20925,17757,11201,6556,73
2015,區域醫院,Proteus mirabilis,Ampicillin,20925,11242,3322,7920,72
2015,區域醫院,Proteus mirabilis,Amikacin,20925,16422,15133,1289,72
2015,區域醫院,Proteus mirabilis,Cefuroxime sodium,20925,5282,4083,1199,72
2015,區域醫院,Proteus mirabilis,Cefotaxime,20925,9241,7028,2213,72
2015,區域醫院,Proteus mirabilis,Ciprofloxacin,20925,13433,8637,4796,72
2015,區域醫院,Proteus mirabilis,Cefazolin,20925,18894,7906,10988,73
2015,區域醫院,Proteus mirabilis,Ceftriaxone,20925,12592,10786,1806,72
2015,區域醫院,Proteus mirabilis,Gentamicin,20925,19790,11498,8292,73
2015,區域醫院,Proteus mirabilis,Levofloxacin,20925,13025,9251,3774,72
2015,區域醫院,Proteus mirabilis,Meropenem,20925,8944,8793,151,74
2015,區域醫院,Pseudomonas aeruginosa,Amikacin,53067,42876,40849,2027,72
2015,區域醫院,Pseudomonas aeruginosa,Cefepime,53067,42494,36799,5695,72
2015,區域醫院,Pseudomonas aeruginosa,Ciprofloxacin,53067,38499,28096,10403,73
2015,區域醫院,Pseudomonas aeruginosa,Ceftazidime,53067,48921,42745,6176,73
2015,區域醫院,Pseudomonas aeruginosa,Gentamicin,53067,48719,40179,8540,73
2015,區域醫院,Pseudomonas aeruginosa,Imipenem,53067,39821,33809,6012,75
2015,區域醫院,Pseudomonas aeruginosa,Levofloxacin,53067,41701,29947,11754,73
2015,區域醫院,Pseudomonas aeruginosa,Meropenem,53067,35078,30294,4784,76
2015,區域醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,53067,48722,40814,7908,73
2015,區域醫院,Pseudomonas aeruginosa,Piperacillin,53067,18416,13325,5091,73
2015,區域醫院,Enterococcus faecalis,Ampicillin,19723,12992,12024,968,72
2015,區域醫院,Enterococcus faecalis,Gentamicin-High,19723,14750,7500,7250,71
2015,區域醫院,Enterococcus faecalis,Vancomycin,19723,19354,19121,233,79
2015,區域醫院,Enterococcus faecium,Ampicillin,8643,5562,708,4854,72
2015,區域醫院,Enterococcus faecium,Gentamicin-High,8643,6354,2477,3877,71
2015,區域醫院,Enterococcus faecium,Vancomycin,8643,8163,4304,3859,79
2015,區域醫院,Staphylococcus aureus,Ciprofloxacin,54104,16662,9875,6787,74
2015,區域醫院,Staphylococcus aureus,Oxacillin,54104,52376,24315,28061,82
2015,區域醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,54104,45060,38103,6957,75
2015,區域醫院,Staphylococcus aureus,Vancomycin,54104,43363,43107,256,76
2015,區域醫院,Enterococcus spp.,Ampicillin,12570,9434,7135,2299,70
2015,區域醫院,Enterococcus spp.,Gentamicin-High,12570,9990,5624,4366,69
2015,區域醫院,Enterococcus spp.,Vancomycin,12570,12445,10831,1614,74
2015,地區醫院,Acinetobacter baumannii,Ampicillin/Sulbactam,16819,9622,3004,6618,184
2015,地區醫院,Acinetobacter baumannii,Amikacin,16819,9862,2265,7597,184
2015,地區醫院,Acinetobacter baumannii,Cefepime,16819,8865,1200,7665,184
2015,地區醫院,Acinetobacter baumannii,Ciprofloxacin,16819,9292,908,8384,184
2015,地區醫院,Acinetobacter baumannii,Ceftazidime,16819,11560,2202,9358,184
2015,地區醫院,Acinetobacter baumannii,Colistin,16819,4710,4592,118,182
2015,地區醫院,Acinetobacter baumannii,Gentamicin,16819,11737,2404,9333,184
2015,地區醫院,Acinetobacter baumannii,Imipenem,16819,13944,3658,10286,194
2015,地區醫院,Acinetobacter baumannii,Levofloxacin,16819,8483,837,7646,183
2015,地區醫院,Acinetobacter baumannii,Meropenem,16819,7372,1537,5835,190
2015,地區醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,16819,9839,1366,8473,184
2015,地區醫院,Acinetobacter baumannii,Piperacillin,16819,2138,208,1930,183
2015,地區醫院,Acinetobacter baumannii,Tigecycline,16819,5237,4100,1137,183
2015,地區醫院,Enterobacter cloacae,Amikacin,2690,2236,2132,104,170
2015,地區醫院,Enterobacter cloacae,Cefotaxime,2690,820,599,221,169
2015,地區醫院,Enterobacter cloacae,Cefepime,2690,1463,1320,143,170
2015,地區醫院,Enterobacter cloacae,Ciprofloxacin,2690,1717,1341,376,170
2015,地區醫院,Enterobacter cloacae,Ceftazidime,2690,1927,1560,367,171
2015,地區醫院,Enterobacter cloacae,Ceftriaxone,2690,1785,1329,456,170
2015,地區醫院,Enterobacter cloacae,Ertapenem,2690,1343,1225,118,171
2015,地區醫院,Enterobacter cloacae,Gentamicin,2690,2406,1967,439,170
2015,地區醫院,Enterobacter cloacae,Imipenem,2690,1839,1760,79,171
2015,地區醫院,Enterobacter cloacae,Levofloxacin,2690,1622,1274,348,170
2015,地區醫院,Enterobacter cloacae,Meropenem,2690,997,952,45,170
2015,地區醫院,Escherichia coli,Ampicillin/Sulbactam,57740,29189,12765,16424,179
2015,地區醫院,Escherichia coli,Ampicillin,57740,26799,6517,20282,180
2015,地區醫院,Escherichia coli,Amikacin,57740,43736,41949,1787,181
2015,地區醫院,Escherichia coli,Cefuroxime sodium,57740,10068,5617,4451,179
2015,地區醫院,Escherichia coli,Cefotaxime,57740,17298,11190,6108,179
2015,地區醫院,Escherichia coli,Ciprofloxacin,57740,38406,20245,18161,181
2015,地區醫院,Escherichia coli,Ceftazidime,57740,36709,24472,12237,181
2015,地區醫院,Escherichia coli,Cefazolin,57740,42444,19169,23275,180
2015,地區醫院,Escherichia coli,Ceftriaxone,57740,34018,21250,12768,180
2015,地區醫院,Escherichia coli,Ertapenem,57740,30277,28638,1639,181
2015,地區醫院,Escherichia coli,Gentamicin,57740,48892,33174,15718,181
2015,地區醫院,Escherichia coli,Imipenem,57740,33186,31548,1638,182
2015,地區醫院,Escherichia coli,Levofloxacin,57740,30230,16822,13408,181
2015,地區醫院,Escherichia coli,Meropenem,57740,25188,23796,1392,181
2015,地區醫院,Klebsiella pneumoniae,Ampicillin/Sulbactam,28787,13560,5767,7793,184
2015,地區醫院,Klebsiella pneumoniae,Ampicillin,28787,11315,861,10454,186
2015,地區醫院,Klebsiella pneumoniae,Amikacin,28787,19903,17047,2856,185
2015,地區醫院,Klebsiella pneumoniae,Cefuroxime sodium,28787,5742,2782,2960,184
2015,地區醫院,Klebsiella pneumoniae,Cefotaxime,28787,7684,4514,3170,184
2015,地區醫院,Klebsiella pneumoniae,Ciprofloxacin,28787,17138,9766,7372,185
2015,地區醫院,Klebsiella pneumoniae,Ceftazidime,28787,17778,10361,7417,186
