年度,區別,縣市,行政區,單位/醫事機構代碼,醫療院所名稱,地址,連絡電話
2022,中區,台中市,北　區,3517052268,巧比小兒科診所,台中市北　區北平路二段43號,04-22957373
2022,中區,台中市,北　區,3517052311,康暉耳鼻喉科診所,台中市北　區北區中清路一段798號,04-22966161
2022,中區,台中市,北　區,3517052357,郭耳鼻喉科診所,台中市北　區健行路594號1、2樓,04-22054863
2022,中區,台中市,北　區,3517052419,現代診所,台中市北　區進化北路１６３號,04-22324807
2022,中區,台中市,北　區,3517052526,承鴻耳鼻喉科診所,台中市北　區中清路1段830號1樓,04-22920000
2022,中區,台中市,北　區,3517052571,陳正豊內科診所,台中市北　區北平路二段８０號一樓,04-22955085
2022,中區,台中市,北　區,3517053765,施俊哲診所,台中市北　區忠明路五一○號一樓,04-22067148
2022,中區,台中市,北　區,3517054002,謝佳璋小兒科診所,台中市北　區漢口路四段357號,04-22355918
2022,中區,台中市,北　區,3517054066,秀慧診所,台中市北　區忠太東路58-12號,04-22031830
2022,中區,台中市,北　區,3517054100,慈仁診所,台中市北　區五權路488-8號6樓,04-22057398
2022,中區,台中市,北　區,3517054119,小太陽聯合診所,台中市北　區漢口路三段一七九號一樓,04-22955656
2022,中區,台中市,北　區,3517054164,許文俊小兒科診所,台中市北　區進化北路二六五號一樓,04-22350366
2022,中區,台中市,北　區,3517054182,幼祥中西醫聯合診所幼祥小兒科診所,台中市北　區崇德路一段五三一號一樓,04-22328500
2022,中區,台中市,北　區,3517054235,仕進診所,台中市北　區中清路一段462號1樓,04-22080105
2022,中區,台中市,北　區,3517054360,張右川診所,台中市北　區興進路211-2號1.2樓、211-3號1.2樓,04-22329988
2022,中區,台中市,北　區,3517054431,永旭診所,台中市北　區民權路353號1樓,04-22066767
2022,中區,台中市,北　區,3517054468,和康耳鼻喉科診所,台中市北　區健行路870-1號1樓,04-22035185
2022,中區,台中市,西屯區,3517062960,翁耳鼻喉科診所,台中市西屯區青海路二段二Ｏ九之三號一樓,04-24526346
2022,中區,台中市,西屯區,3517062979,福安耳鼻喉科診所,台中市西屯區西屯路三段153-2號,04-24650233
2022,中區,台中市,西屯區,3517063047,傑安內科診所,台中市西屯區河南路2段246號,04-24516322
2022,中區,台中市,西屯區,3517063056,理想家小兒科診所,台中市西屯區福雅路七十三號一樓,04-24618096
2022,中區,台中市,西屯區,3517063083,崇芳小兒科家庭醫學科聯合診所,台中市西屯區福科路419號1樓,04-24652525
2022,中區,台中市,西屯區,3517063092,何茂霖小兒科診所,台中市西屯區福星路2-1號,04-24528833
2022,中區,台中市,西屯區,3517063127,佑兒診所,台中市西屯區大墩路887號,04-23205177
2022,中區,台中市,西屯區,3517063314,快樂診所,台中市西屯區青海路二段307號,04-27060207
2022,中區,台中市,西屯區,3517063592,博濟診所,台中市西屯區逢甲路233號,04-27070498
2022,中區,台中市,西屯區,3517063752,吳允仁耳鼻喉科診所,台中市西屯區西屯路2段27之3號,04-23175817
2022,中區,台中市,西屯區,3517063896,佳禾診所,台中市西屯區福安路5號1樓,04-24630596
2022,中區,台中市,西屯區,3517063921,陳建富內科診所,台中市西屯區黎明路2段751號,04-22552098
2022,中區,台中市,西屯區,3517064053,溢恩診所,台中市西屯區西屯路三段159之82號一樓.,04-24616186
2022,中區,台中市,西屯區,3517064286,林鴻任耳鼻喉科診所,台中市西屯區青海路一段116號,04-23111518
2022,中區,台中市,西屯區,3517064295,辛隆士家庭醫學科診所,台中市西屯區東興路3段369號,04-23284798
2022,中區,台中市,西屯區,3517064419,奇譽耳鼻喉科診所,台中市西屯區西屯路2段255號,04-24523939
2022,中區,台中市,南屯區,3517070113,張適欽診所,台中市南屯區南屯路二段655號,04-23891131
2022,中區,台中市,南屯區,3517070131,賴耳鼻喉科診所,台中市南屯區黎明路一段1133號,04-23824673
2022,中區,台中市,南屯區,3517070275,華生診所,台中市南屯區黎明路二段496號,04-22556622
2022,中區,台中市,南屯區,3517070293,郭品君診所,台中市南屯區黎明路一段1059號1樓,04-23817333
2022,中區,台中市,南屯區,3517070391,蔡忠廷診所,台中市南屯區南屯路2段183號,04-24723616
2022,中區,台中市,南屯區,3517070444,明道小兒科診所,台中市南屯區向心南路933號,04-23845795
2022,中區,台中市,南屯區,3517072411,姚耳鼻喉科診所,台中市南屯區忠勇路25-6號1樓,04-23850089
2022,中區,台中市,南屯區,3517072573,林文豹小兒科診所,台中市南屯區大墩路815號1樓,04-23266518
2022,中區,台中市,南屯區,3517072831,張文吉小兒科診所,台中市南屯區向上南路1段273號,04-24724988
2022,中區,台中市,南屯區,3517072859,鄭元凱耳鼻喉科診所,台中市南屯區河南路4段376號,04-22513502
2022,中區,台中市,南屯區,3517073052,林子凱耳鼻喉科診所,台中市南屯區公益路2段19號1樓,04-23105758
2022,中區,台中市,南屯區,3517073356,東寧耳鼻喉科診所,台中市南屯區東興路二段289號1樓,04-24711200
2022,中區,台中市,南屯區,3517073436,幼安診所,台中市南屯區大墩路263號,04-24751579
2022,中區,台中市,北屯區,3517080486,陳茂庭外婦科診所,台中市北屯區昌平路一段86號,04-22352233
2022,中區,台中市,北屯區,3517080575,明陽診所,台中市北屯區昌平路二段４６號,04-24227333
2022,中區,台中市,北屯區,3517080762,陳伍瑚診所,台中市北屯區松明街92號1樓,04-22449107
2022,中區,台中市,北屯區,3517080833,劉昌興小兒科診所,台中市北屯區四平路352號,04-24221656
2022,中區,台中市,北屯區,3517080977,安安診所,"台中市北屯區北屯路299~4,~5號",04-22304309
2022,中區,台中市,北屯區,3517080995,江英杰診所,台中市北屯區東山路一段239~6號,04-24368789
2022,中區,台中市,北屯區,3517081125,林育民診所,台中市北屯區熱河路二段57號1樓,04-22317459
2022,中區,台中市,北屯區,3517081134,劉錦理小兒科診所,台中市北屯區后庄路1102號,04-24227074
2022,中區,台中市,北屯區,3517081152,吉祥耳鼻喉科診所,台中市北屯區崇德路2段461號,04-22467388
2022,中區,台中市,北屯區,3517081189,王榮森小兒科診所,台中市北屯區昌平路二段１１之９號,04-22342674
2022,中區,台中市,北屯區,3517081198,瑞健診所,台中市北屯區興安路一段341號,04-22416859
2022,中區,台中市,北屯區,3517083638,文彥診所,台中市北屯區昌平路2段8-20號,04-22425892
2022,中區,台中市,北屯區,3517083674,楊醫師小兒科診所,台中市北屯區昌平路一段356~1號,04-22430092
2022,中區,台中市,北屯區,3517083781,駿朋診所,台中市北屯區中清路二段616號,04-22951778
2022,中區,台中市,北屯區,3517083790,李彥德耳鼻喉科診所,台中市北屯區軍功路1段732號1樓,04-24373125
2022,中區,台中市,北屯區,3517083898,許明正婦產科診所,台中市北屯區文心路四段750號,04-22379191
2022,中區,台中市,北屯區,3517083914,優幼診所,台中市北屯區北屯路435-16號,04-22493636
2022,中區,台中市,北屯區,3517083923,元亨診所,台中市北屯區松竹路2段303號1、2樓,04-22413959
2022,南區,台南市,東　區,3521010616,陳煌奇耳鼻喉科診所,台南市東　區崇學路271號之4,06-26804732
2022,南區,台南市,東　區,3521010625,葉倍宏小兒科診所,台南市東　區東區東門路一段257號,06-2381332
2022,南區,台南市,東　區,3521010956,呂怡璋小兒科診所,台南市東　區前鋒路41號,06-2748014
2022,南區,台南市,東　區,3521011051,吳美華小兒科診所,台南市東　區凱旋路42號1樓,06-2740165
2022,南區,台南市,東　區,3521011220,黃智毅耳鼻喉科診所,台南市東　區崇學路149-1號,06-2603659
2022,南區,台南市,東　區,3521011275,路加小兒科診所,台南市東　區中華東路二段185巷26號,06-2883000
2022,南區,台南市,東　區,3521011337,呂品宜小兒科診所,台南市東　區崇明路415號,06-2674333
2022,南區,台南市,東　區,3521011382,高榮志家庭醫學科診所,台南市東　區東安路50號,06-2763456
2022,南區,台南市,東　區,3521011480,石荃小兒科診所,台南市東　區東區裕農一街158號,06-3363558
2022,南區,台南市,東　區,3521012567,陳淑玲林原弘小兒科診所,台南市東　區崇學路229號,06-2900255
2022,南區,台南市,東　區,3521012610,丁慶雄耳鼻喉科診所,台南市東　區裕農路613號,06-2371000
2022,南區,台南市,東　區,3521012674,方耳鼻喉科診所,台南市東　區東寧路421號,06-2387222
2022,南區,台南市,東　區,3521012745,喜樂小兒科診所,台南市東　區東區東光路1段106號,06-2757958
2022,南區,台南市,東　區,3521012870,王正賜小兒科診所,台南市東　區東安路100號,06-2008992
2022,南區,台南市,東　區,3521013108,陳勃旭耳鼻喉科診所,台南市東　區崇善路438號,06-3358868
2022,南區,台南市,南　區,3521020916,泰立診所,台南市南　區西門路一段199號1樓之8,06-2636629
2022,南區,台南市,南　區,3521020943,唐勳樟診所,台南市南　區金華路一段160號1樓,06-2642266
2022,南區,台南市,南　區,3521022116,王日榮耳鼻喉科診所,台南市南　區大同路二段102號,06-2149955
2022,南區,台南市,南　區,3521022330,蕭昱淩小兒科診所,台南市南　區新興路507-1號1樓,06-2612111
2022,南區,台南市,中西區,3521030378,李朝泰小兒科診所,台南市中西區成功路319號,06-2256618
2022,南區,台南市,中西區,3521030467,湖美耳鼻喉科診所,台南市中西區湖美街215巷9號,03-4816988
2022,南區,台南市,中西區,3521031688,李孟峰小兒科診所,台南市中西區南門路76號,06-2152858
2022,南區,台南市,中西區,3521031722,呂宗禧耳鼻喉科診所,台南市中西區民權路1段261號1F,06-2282155
2022,南區,台南市,中西區,3521031786,謝智超達恩診所,台南市中西區西門路2段375號3、4樓,06-2285505
2022,南區,台南市,北　區,3521040552,楊宏義小兒科診所,台南市北　區開元路426號,06-2742678
2022,南區,台南市,北　區,3521040678,邱泉正耳鼻喉科診所,台南市北　區文賢路291號,06-2501686
2022,南區,台南市,北　區,3521040749,惠幼小兒科診所,台南市北　區公園路167號,06-2251179
2022,南區,台南市,北　區,3521040838,陳文?耳鼻喉科診所,台南市北　區公園路703號,06-2833398
2022,南區,台南市,北　區,3521040909,陳威文耳鼻喉科診所,台南市北　區開元路406號,06-2750471
2022,南區,台南市,北　區,3521040918,信安內科診所,台南市北　區文賢路345號,06-2593377
2022,南區,台南市,北　區,3521040945,張金石小兒科診所,台南市北　區公園路191號,06-2228912
2022,南區,台南市,北　區,3521041004,劉明奇耳鼻喉科診所,台南市北　區公園路870號,06-2826270
2022,南區,台南市,北　區,3521041022,傅耳鼻喉診所,台南市北　區北區文賢路877號,06-2507089
2022,南區,台南市,北　區,3521041031,邱盈禎診所,台南市北　區公園路635號,06-2520056
2022,南區,台南市,北　區,3521041157,王俊富耳鼻喉科診所,台南市北　區西門路四段156號,06-2822650
2022,南區,台南市,北　區,3521042216,王界三小兒科診所,台南市北　區文賢路1068號,06-3583770
2022,南區,台南市,北　區,3521042305,安田耳鼻喉科診所,台南市北　區臨安路二段151號,06-3580168
2022,南區,台南市,安南區,3521062334,長逸小兒科診所,台南市安南區安和路4段525號,06-3552277
2022,南區,台南市,安南區,3521062389,魏大倫耳鼻喉科診所,台南市安南區安和路一段356號一樓,06-2568119
2022,南區,台南市,安南區,3521062423,海東小兒科診所,台南市安南區安中路3段355號,06-2561399
2022,南區,台南市,安南區,3521062441,應達儀內科診所,台南市安南區安和路4段316號,06-3559216
2022,南區,台南市,安南區,3521062478,陳昱成耳鼻喉科診所,台南市安南區海佃路一段196號,06-2800178
2022,南區,台南市,安平區,3521070201,石門診所,台南市安平區安平路21號,06-2242666
2022,南區,台南市,安平區,3521070327,穠田聯合診所,台南市安平區永華路二段1059號1樓,06-2950808
2022,南區,台南市,安平區,3521071342,慶平美耳鼻喉科診所,台南市安平區慶平路559號1F,06-2976670
2022,南區,台南市,安平區,3521071422,陽光小兒科診所,台南市安平區華平路501號,06-2937711
2022,南區,台南市,安平區,3521071440,周恭維診所,台南市安平區華平路595號,06-2938599
2022,南區,台南市,安平區,3521071520,吳國堯小兒科診所,台南市安平區文平路438號1樓,06-2933358
2022,南區,台南市,安平區,3521071539,同心小兒科診所,台南市安平區國平路306號,06-2993699
2022,南區,台南市,安平區,3521071566,康乃心婦產科診所,台南市安平區華平路467號,06-2936888
2022,南區,台南市,安平區,3521071628,永華耳鼻喉科診所,台南市安平區永華路二段787號,06-2993136
2022,南區,台南市,中西區,3521080065,廖健良診所,台南市中西區三民里民生路1段30號1樓,06-2252983
2022,南區,台南市,中西區,3521080127,南門診所,台南市中西區南門路179-5號,06-2146847
2022,南區,嘉義市,,3522010067,江昇洸診所,嘉義市民權路279-1號,05-2258717
2022,南區,嘉義市,,3522010254,蔡耳鼻喉科診所,嘉義市中山路270號,05-2222602
2022,南區,嘉義市,東　區,3522010343,劉耳鼻喉科診所,嘉義市東　區民權路322-2號,05-2786915
2022,南區,嘉義市,,3522010647,林信義內兒科診所,嘉義市中正路313號,05-2251025
2022,南區,嘉義市,,3522010692,黃銘模診所,嘉義市博愛路二段359號,05-2247873
2022,南區,嘉義市,,3522010852,福音聯合診所,嘉義市吳鳳北路340號,05-2782036
2022,南區,嘉義市,東　區,3522010923,文祥小兒科診所,嘉義市東　區民權路300號之4,05-2770777
2022,南區,嘉義市,東　區,3522011519,活石診所,嘉義市東　區忠孝路362-1號,05-2761596
2022,南區,嘉義市,,3522011528,張耿源診所,嘉義市光華路80號,05-2279969
2022,南區,嘉義市,東　區,3522011555,趙善楷耳鼻喉科診所,嘉義市東　區新生路230號,05-2759955
2022,南區,嘉義市,東　區,3522011564,黃崇銘診所,嘉義市東　區新生路361號,05-2777686
2022,南區,嘉義市,西　區,3522024089,嘉祐耳鼻喉科診所,嘉義市西　區興業西路156號,0982015303
2022,南區,嘉義市,東　區,3522011699,何光哲小兒科診所,嘉義市東　區新生路309號,05-2766878
2022,南區,嘉義市,,3522012794,宏醫診所,嘉義市民族路309號,05-2254868
2022,南區,嘉義市,東　區,3522012856,黃世斌小兒科診所,嘉義市東　區博東路４７號,05-2710271
2022,南區,嘉義市,東　區,3522012945,王診所,嘉義市東　區公明路131號,05-2276563
2022,南區,嘉義市,,3522012972,長鴻診所,嘉義市民權路322號,05-2782113
2022,南區,嘉義市,東　區,3522013077,欣升診所,嘉義市東　區新生路651號1樓,05-2765538
2022,南區,嘉義市,東　區,3522013086,許小兒科診所,嘉義市東　區和平路22號,05-2280858
2022,南區,嘉義市,東　區,3522013095,林仙明診所,嘉義市東　區大雅路二段599號,05-2770233
2022,南區,嘉義市,,3522013139,立文小兒科診所,嘉義市新生路782號,05-2779463
2022,南區,嘉義市,東　區,3522013237,邱晉陽診所,嘉義市東　區吳鳳北路280號,05-2751973
2022,南區,嘉義市,東　區,3522013264,羅大德診所,嘉義市東　區新生路588號,05-2788297
2022,南區,嘉義市,,3522013291,楊澍青診所,嘉義市民權路110號1樓,05-2776001
2022,南區,嘉義市,東　區,3522013344,軍輝耳鼻喉科診所,嘉義市東　區東區軍輝路198號,05-2301616
2022,南區,嘉義市,,3522023671,愛兒診所,嘉義市民生南路45號,05-2238233
2022,南區,嘉義市,,3522023733,洪培凱耳鼻喉科診所,嘉義市新民路759號,05-2866689
2022,南區,嘉義市,西　區,3522023788,施穎敏診所,嘉義市西　區興業西路77號,05-2840270
2022,南區,嘉義市,,3522023902,黃思超小兒科診所,嘉義市民族路632號1樓,05-2163232
2022,南區,嘉義市,西　區,3522023920,于慶功診所,嘉義市西　區博愛路二段268號,05-2343000
2022,南區,嘉義市,西　區,3522023993,長椿耳鼻喉科診所,嘉義市西　區興業西路８６號,05-2289981
2022,南區,嘉義市,西　區,3522024098,開心診所,嘉義市西　區西區玉山路182號,05-2357182
2022,南區,嘉義市,西　區,3522024267,全安診所,嘉義市西　區興達路315號,05-2911919
2022,南區,嘉義市,西　區,3522024285,嘉安婦幼診所,嘉義市西　區友愛路390號1－4樓,05-2335515
2022,南區,嘉義市,西　區,3522024310,欣愛診所,嘉義市西　區國華街298號,05-2285980
2022,南區,嘉義市,西　區,3522024365,謝俊雄婦兒科診所,嘉義市西　區興業西路89號,05-2867272
2022,南區,嘉義市,,3522024374,信合美診所,嘉義市興業西路89號,05-2867299
2022,台北區,新北市,板橋區,3531010137,周耳鼻喉科診所,新北市板橋區文化路二段5號,02-22525158
2022,台北區,新北市,板橋區,3531010217,板橋李耳鼻喉科診所,新北市板橋區縣民大道1段185號(1樓),02-29606999
2022,台北區,新北市,板橋區,3531012837,大川診所,新北市板橋區中山路2段84-6號,02-89532285
2022,台北區,新北市,板橋區,3531012908,吳懿蒼小兒科診所,新北市板橋區國光路43號,02-22728269
2022,台北區,新北市,板橋區,3531013003,陳敏玲內科診所,新北市板橋區溪崑二街９７號,02-26816661
2022,台北區,新北市,板橋區,3531013012,余立俊診所,新北市板橋區民權路202巷11弄2號,02-29671329
2022,台北區,新北市,板橋區,3531013076,林國本耳鼻喉科診所,新北市板橋區文聖街6號,02-22557445
2022,台北區,新北市,板橋區,3531013101,黃景宏診所,新北市板橋區陽明街63號 ,02-22573198
2022,台北區,新北市,板橋區,3531013138,板聯診所,新北市板橋區民治街1104號1樓,02-22559990
2022,台北區,新北市,板橋區,3531013156,顏舜隆小兒科診所,新北市板橋區裕民街一二二號 ,02-22581002
2022,台北區,新北市,板橋區,3531013165,鴻仁診所,新北市板橋區雙十路二段五十九號,02-22537500
2022,台北區,新北市,板橋區,3531013414,吳建明小兒科診所,新北市板橋區四川路二段245巷46號,02-89670670
2022,台北區,新北市,板橋區,3531013423,吳宏誠小兒科診所,新北市板橋區莊敬路156號,02-22502422
2022,台北區,新北市,板橋區,3531013432,麗暘診所,新北市板橋區懷德街78巷2號,02-22501841
2022,台北區,新北市,板橋區,3531013487,盛強耳鼻喉科診所,新北市板橋區中山路２段３６７號,02-29576630
2022,台北區,新北市,板橋區,3531013512,蔡利誠診所,新北市板橋區陽明街112號,02-22573597
2022,台北區,新北市,板橋區,3531013567,龍興診所,新北市板橋區龍興街45號1樓,02-29650765
2022,台北區,新北市,板橋區,3531013852,德民耳鼻喉科診所,新北市板橋區民族路292號,02-29517017
2022,台北區,新北市,板橋區,3531013898,合泰婦產小兒聯合診所,新北市板橋區忠孝路19號,02-29576699
2022,台北區,新北市,板橋區,3531013905,興安診所,新北市板橋區龍興街51號,02-29652683
2022,台北區,新北市,板橋區,3531013987,李連成耳鼻喉科診所,新北市板橋區雙十路2段162號1樓,02-22505752
2022,台北區,新北市,板橋區,3531015169,常春聯合診所,新北市板橋區四川路1段47號,02-29642694
2022,台北區,新北市,板橋區,3531015230,林弘揚耳鼻喉科診所,新北市板橋區陽明街295號,02-82513878
2022,台北區,新北市,板橋區,3531015329,廷華耳鼻喉科診所,新北市板橋區龍興街22號,02-89653828
2022,台北區,新北市,板橋區,3531017010,陳榮泰小兒科診所,新北市板橋區金門街311號,02-26820560
2022,台北區,新北市,板橋區,3531017083,樂福診所,新北市板橋區三民路2段89號,02-29560606
2022,台北區,新北市,板橋區,3531017207,仁佑耳鼻喉科診所,新北市板橋區四川路2段39號,02-89663577
2022,台北區,新北市,板橋區,3531017217,板橋長榮診所,新北市板橋區陽明街287號,02-22520606
2022,台北區,新北市,板橋區,3531017298,張博揚小兒科診所,新北市板橋區仁化街85號,02-22583867
2022,台北區,新北市,板橋區,3531017305,欣心診所,新北市板橋區莒光路94號1樓 ,02-82528652
2022,台北區,新北市,板橋區,3531017369,安慶診所,新北市板橋區互助街77巷1號1樓,02-22593168
2022,台北區,新北市,板橋區,3531017396,翠豐診所,新北市板橋區雙十路二段120號1樓,02-82527957
2022,台北區,新北市,板橋區,3531017494,和安診所,新北市板橋區四維路313號1樓,02-22578133
2022,台北區,新北市,板橋區,3531017583,菡生婦幼診所,"新北市板橋區漢生東路15號(1,2F) ,17號(1,2,3F),19號(1,2,3F)",02-2253
2022,台北區,新北市,板橋區,3531017752,德一診所,新北市板橋區中山路2段236號,02-29535396
2022,台北區,新北市,板橋區,3531017761,樂欣診所,新北市板橋區四維路108號,02-22526222
2022,台北區,新北市,板橋區,3531017814,佳誠診所,新北市板橋區中山路2段140號1樓,02-89521258
2022,台北區,新北市,板橋區,3531019005,晴天家醫科診所,新北市板橋區中山路２段２２５號１樓及２樓 ,02-29646662
2022,台北區,新北市,板橋區,3531019014,晴天耳鼻喉科診所,新北市板橋區中山路２段２２５號１樓及２樓 ,02-29646662
2022,台北區,新北市,板橋區,3531019130,大庭診所,新北市板橋區大仁街27號1樓,02-29689299
2022,台北區,新北市,板橋區,3531019176,蔡明志小兒專科診所,新北市板橋區雨農路56號（1樓),02-82570156
2022,台北區,新北市,板橋區,3531019283,佳恩耳鼻喉科診所,新北市板橋區陽明街40號1樓,02-22509566
2022,台北區,新北市,板橋區,3531019336,俊亨內科診所,新北市板橋區合宜一路53號,02-22710651
2022,台北區,新北市,板橋區,3531019407,樂田耳鼻喉科診所,新北市板橋區文化路二段10號1樓,02-8258
2022,台北區,新北市,板橋區,3531019452,新埔立安診所,新北市板橋區陽明街12號1樓,02-82521052
2022,台北區,新北市,板橋區,3531019470,遠興婦產科診所,新北市板橋區中山路1段91號1-7樓,02-89510099
2022,台北區,新北市,板橋區,3531019532,里安診所,新北市板橋區信義路58號,02-2955-1756
2022,台北區,新北市,板橋區,3531019603,樂澄診所,新北市板橋區北門街13號,02-22751010
2022,台北區,新北市,三重區,3531020795,陳內科小兒科診所,新北市三重區重新路1段60號,02-29720611
2022,台北區,新北市,三重區,3531020884,洪文武診所,新北市三重區集美街162號,02-29765731
2022,台北區,新北市,三重區,3531021096,施芳文內科小兒科診所,新北市三重區大智街１２６號 ,02-29886126
2022,台北區,新北市,三重區,3531022959,李烈委診所,新北市三重區五華街132號,02-289824293
2022,台北區,新北市,三重區,3531024122,保順聯合診所,新北市三重區正義北路5號,02-29710719
2022,台北區,新北市,三重區,3531024186,謝明宏小兒科診所,新北市三重區中華路５７號１樓,02-29816425
2022,台北區,新北市,三重區,3531024220,聰明耳鼻喉科診所,新北市三重區重新路2段14號,02-89727370
2022,台北區,新北市,三重區,3531024239,簡修平診所,新北市三重區正義北路300號之3,02-89825506
2022,台北區,新北市,三重區,3531024408,東和婦產科家庭醫學科診所,新北市三重區三和路二段97號,02-29729627
2022,台北區,新北市,三重區,3531024462,德河聯合診所,新北市三重區重陽路三段117號1—4樓,02-89851515
2022,台北區,新北市,三重區,3531024613,世鴻耳鼻喉科小兒科聯合診所,新北市三重區三和路四段318號,02-22866038
2022,台北區,新北市,三重區,3531024668,集美診所,新北市三重區集美街174之1號,02-29775177
2022,台北區,新北市,三重區,3531024711,康全診所,新北市三重區三和路4段111之32號9樓,02-22878099
2022,台北區,新北市,三重區,3531024766,高柏森耳鼻喉科診所,新北市三重區正義北路191號1樓,02-29839808
2022,台北區,新北市,三重區,3531024864,賴美里診所,新北市三重區重新路3段106號1樓,02-89725629
2022,台北區,新北市,三重區,3531024882,三重祥安診所,新北市三重區三和路4段374號,02-22808558
2022,台北區,新北市,三重區,3531024935,惠心婦幼診所,新北市三重區重陽路一段１３８號１樓,02-29810568
2022,台北區,新北市,三重區,3531024999,和平診所,新北市三重區溪尾街111號,02-29879898
2022,台北區,新北市,三重區,3531025003,安禾診所,新北市三重區中華路89號1樓,02-29820632
2022,台北區,新北市,三重區,3531025067,德心診所,新北市三重區力行路二段206號1、2、3樓,02-82878007
2022,台北區,新北市,三重區,3531025147,天亮耳鼻喉科診所,新北市三重區中正北路314號,02-89813431
2022,台北區,新北市,三重區,3531025156,洋基耳鼻喉科診所,新北市三重區正義北路288號 ,02-89810900
2022,台北區,新北市,三重區,3531025245,林慶宗耳鼻喉科診所,新北市三重區集美街21-1號1、2樓,02-89721515
2022,台北區,新北市,三重區,3531025254,龍華診所,新北市三重區五華街100號,02-29883500
2022,台北區,新北市,三重區,3531025290,明安耳鼻喉科診所,新北市三重區正義北路54號,02-29862228
2022,台北區,新北市,三重區,3531025307,詹益智耳鼻喉科診所,新北市三重區重陽路４段６號１樓,02-29859589
2022,台北區,新北市,三重區,3531025361,仁暉診所,新北市三重區重新路一段50號2樓、52號2樓,02-29729689
2022,台北區,新北市,三重區,3531026260,正和診所,新北市三重區正義北路278號1樓,02-29828828
2022,台北區,新北市,三重區,3531026288,華貞診所,新北市三重區三和路三段80號1樓,02-29716626
2022,台北區,新北市,三重區,3531026304,惠心婦產科小兒科診所,新北市三重區成功路171、173號,02-29785898
2022,台北區,新北市,三重區,3531026368,康倍耳鼻喉科診所,新北市三重區正義北路117號1樓,02-29849506
2022,台北區,新北市,三重區,3531026377,幸聲耳鼻喉科診所,新北市三重區正義北路239號,02-2791-9898
2022,台北區,新北市,三重區,3531026402,三重華泰診所,新北市三重區五華街１７６號１樓,02-28577688
2022,台北區,新北市,三重區,3531026466,友孝診所,新北市三重區中華路60號1樓,02-29863699
2022,台北區,新北市,三重區,3531026519,大榮耳鼻喉科診所,新北市三重區正義北路178號,02-29833707
2022,台北區,新北市,永和區,3531030077,唐小兒科診所,新北市永和區中正路４３６號１．２樓４３８號１．２樓,02-29296170
2022,台北區,新北市,永和區,3531030264,蕭正貴小兒科家庭醫學科診所,新北市永和區得和路198號,02-29428333
2022,台北區,新北市,永和區,3531031047,曾怡仁診所,新北市永和區得和路３４０號 ,02-29408626 
2022,台北區,新北市,永和區,3531031163,蔡正平耳鼻喉科聯合診所,新北市永和區得和路２４５號一Ｆ,02-29293045
2022,台北區,新北市,永和區,3531031270,郭烽裕診所,新北市永和區永貞路339號1樓,02-29279011
2022,台北區,新北市,永和區,3531031289,洪源裕小兒科診所,新北市永和區竹林路１８１號１、２樓,02-89252926
2022,台北區,新北市,永和區,3531031716,陳旦陽耳鼻喉科診所,新北市永和區中正路551號,02-29277105
2022,台北區,新北市,永和區,3531031761,黃濂輝診所,新北市永和區成功路二段105號,02-29266264
2022,台北區,新北市,永和區,3531031878,博新小兒科家庭醫學科診所,新北市永和區仁愛路24號1樓,02-32334150
2022,台北區,新北市,永和區,3531031903,長欣診所,新北市永和區文化路78號,02-22311663
2022,台北區,新北市,永和區,3531032008,謝璧光小兒科診所,新北市永和區竹林路81號,02-89262388
2022,台北區,新北市,永和區,3531032026,吳宗坡耳鼻喉科診所,新北市永和區得和路381號,02-23222209
2022,台北區,新北市,永和區,3531032053,惠生聯合診所,新北市永和區竹林路13號1、2樓,02-89255951
2022,台北區,新北市,永和區,3531034388,誠新耳鼻喉科診所,新北市永和區永和路2段173號1、2樓,02-22318000
2022,台北區,新北市,永和區,3531034413,惠恩診所,新北市永和區保安路212-1號,02-29249333
2022,台北區,新北市,永和區,3531034539,彭程毅診所,新北市永和區中正路516號1、2樓,02-29228000
2022,台北區,新北市,永和區,3531034708,順誠耳鼻喉科診所,新北市永和區中正路75號,02-86680361
2022,台北區,新北市,永和區,3531034744,逸原診所,新北市永和區永和路一段69號1樓,02-29253300
2022,台北區,新北市,永和區,3531034879,杏日診所,新北市永和區中正路111號,02-29425936
2022,台北區,新北市,永和區,3531034897,德謙耳鼻喉科診所,新北市永和區竹林路216號1樓,02-29265690
2022,台北區,新北市,永和區,3531034959,旭恩小兒科診所,新北市永和區中山路一段172號1樓,02-2922-0217
2022,台北區,新北市,中和區,3531040886,白家聲診所,新北市中和區中山路2段68號,02-22401792
2022,台北區,新北市,中和區,3531040957,中和李內科診所,新北市中和區景平路718號 ,02-22454776
2022,台北區,新北市,中和區,3531041007,張榮欽診所,新北市中和區景新街四四五號,02-29465045
2022,台北區,新北市,中和區,3531041052,家安診所,新北市中和區中山路二段２４８號,02-22475531
2022,台北區,新北市,中和區,3531041178,日欣診所,新北市中和區南山路15號,02-22402885
2022,台北區,新北市,中和區,3531041392,黃呈鵬小兒科診所,新北市中和區興南路一段124號1樓,02-29480203
2022,台北區,新北市,中和區,3531041623,吳嘉生診所,新北市中和區中和路190號,02-22462402
2022,台北區,新北市,中和區,3531041632,祥明診所,新北市中和區中和路171號,02-22467650
2022,南區,嘉義市,,3522010950,華山診所,嘉義市吳鳳北路151號,05-2248777
