確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,感染國別,縣市別代碼,鄉鎮別代碼,感染國別代碼
002,2013,6,高雄市,三民區,F,1,25~29,1,印尼,64000,64000051,360
002,2013,6,高雄市,三民區,F,1,25~29,1,印尼,64000,64000052,360
006,2013,6,高雄市,小港區,F,1,35~39,1,印尼,64000,64000110,360
061,2013,6,高雄市,美濃區,M,1,30~34,1,菲律賓,64000,64000310,608
0701,2013,6,新北市,新店區,F,1,20~24,1,印尼,65000,65000060,360
0701,2013,6,新北市,板橋區,M,1,10~14,1,韓國,65000,65000010,410
0703,2013,6,台中市,北屯區,M,1,50~54,1,中國,66000,66000080,156
006,2013,6,台南市,北門區,M,1,30~34,1,印尼,67000,67000170,360
004,2013,6,桃園市,桃園區,F,1,25~29,1,印尼,68000,68000010,360
A920,2013,6,桃園市,蘆竹區,M,1,15~19,1,印尼,68000,68000050,360
061,2013,7,南投縣,草屯鎮,F,1,25~29,1,馬來西亞,10008,10008030,458
061,2013,7,澎湖縣,馬公市,F,1,15~19,1,印尼,10016,10016010,360
004,2013,7,新竹市,東區,M,1,30~34,1,印尼,10018,10018010,360
084,2013,7,台北市,松山區,F,1,35~39,1,柬埔寨,63000,63000010,116
061,2013,7,高雄市,岡山區,M,1,25~29,1,印尼,64000,64000190,360
061,2013,7,高雄市,楠梓區,M,1,30~34,1,印尼,64000,64000040,360
002,2013,7,新北市,中和區,F,1,10~14,1,緬甸,65000,65000030,104
061,2013,7,台南市,永康區,M,1,5~9,1,越南,67000,67000310,704
061,2013,7,台南市,鹽水區,F,1,5~9,1,越南,67000,67000020,704
0701,2013,7,桃園市,中壢區,F,1,30~34,1,印尼,68000,68000020,360
0701,2013,8,苗栗縣,公館鄉,M,1,35~39,1,印尼,10005,10005090,360
006,2013,8,彰化縣,彰化市,M,1,25~29,1,印尼,10007,10007010,360
006,2013,8,嘉義縣,竹崎鄉,F,1,30~34,1,印尼,10010,10010140,360
004,2013,8,新竹市,香山區,M,1,20~24,1,馬來西亞,10018,10018030,458
006,2013,8,台北市,北投區,F,1,25~29,1,印尼,63000,63000120,360
061,2013,8,台北市,士林區,F,1,30~34,1,印尼,63000,63000110,360
061,2013,8,台北市,士林區,M,1,30~34,1,印尼,63000,63000110,360
084,2013,8,高雄市,三民區,F,1,40~44,1,印尼,64000,64000050,360
084,2013,8,高雄市,三民區,F,1,40~44,1,印尼,64000,64000051,360
084,2013,8,高雄市,三民區,F,1,40~44,1,印尼,64000,64000052,360
061,2013,8,新北市,三重區,F,1,30~34,1,越南,65000,65000020,704
006,2013,8,新北市,三重區,F,1,35~39,1,印尼,65000,65000020,360
002,2013,8,新北市,中和區,M,1,25~29,1,緬甸,65000,65000030,104
004,2013,8,新北市,泰山區,F,1,40~44,1,印度,65000,65000160,356
061,2013,8,台中市,北區,M,1,40~44,1,印尼,66000,66000050,360
006,2013,8,台中市,太平區,F,1,25~29,1,印尼,66000,66000270,360
0412,2013,8,台南市,安定區,M,1,2,1,越南,67000,67000210,704
061,2013,8,台南市,東區,M,1,40~44,1,泰國,67000,67000320,764
061,2013,8,桃園市,中壢區,M,1,35~39,1,泰國,68000,68000020,764
004,2013,9,宜蘭縣,羅東鎮,M,1,35~39,1,印尼,10002,10002020,360
061,2013,9,苗栗縣,後龍鎮,F,1,30~34,1,越南,10005,10005060,704
004,2013,9,嘉義縣,中埔鄉,M,1,20~24,1,印尼,10010,10010130,360
061,2013,9,嘉義縣,新港鄉,F,1,45~49,1,印尼,10010,10010070,360
004,2013,9,花蓮縣,花蓮市,F,1,25~29,1,印尼,10015,10015010,360
061,2013,9,台北市,中山區,M,1,20~24,1,印尼,63000,63000040,360
061,2013,9,台北市,中正區,F,1,20~24,1,印尼,63000,63000050,360
006,2013,9,台北市,內湖區,F,1,25~29,1,印尼,63000,63000100,360
130,2013,9,台北市,松山區,F,1,30~34,1,新加坡,63000,63000010,702
002,2013,9,新北市,新店區,M,1,10~14,1,緬甸,65000,65000060,104
084,2013,9,新北市,板橋區,F,1,65~69,1,印度,65000,65000010,356
006,2013,9,新北市,泰山區,M,1,25~29,1,印尼,65000,65000160,360
006,2013,9,台南市,左鎮區,F,1,35~39,1,印尼,67000,67000260,360
006,2013,9,桃園市,大園區,F,1,25~29,1,印尼,68000,68000060,360
061,2013,9,桃園市,龜山區,M,1,15~19,1,馬來西亞,68000,68000070,458
006,2013,10,宜蘭縣,三星鄉,F,1,40~44,1,越南,10002,10002100,704
A920,2013,10,宜蘭縣,蘇澳鎮,M,1,20~24,1,印尼,10002,10002030,360
0703,2013,10,新竹縣,竹北市,M,1,40~44,1,中國,10004,10004010,156
061,2013,10,南投縣,南投市,F,1,55~59,1,印尼,10008,10008010,360
061,2013,10,南投縣,草屯鎮,M,1,35~39,1,印尼,10008,10008030,360
006,2013,10,嘉義縣,中埔鄉,M,1,25~29,1,印尼,10010,10010130,360
061,2013,10,嘉義縣,布袋鎮,M,1,35~39,1,印尼,10010,10010030,360
006,2013,10,澎湖縣,望安鄉,M,1,20~24,1,印尼,10016,10016050,360
061,2013,10,台北市,信義區,M,1,35~39,1,印尼,63000,63000020,360
061,2013,10,台北市,文山區,M,1,20~24,1,泰國,63000,63000080,764
061,2013,10,台北市,文山區,M,1,20~24,1,泰國,63000,63000081,764
061,2013,10,台北市,文山區,M,1,20~24,1,泰國,63000,63000082,764
061,2013,10,高雄市,苓雅區,M,1,25~29,1,新加坡,64000,64000080,702
004,2013,10,新北市,三重區,M,1,25~29,1,印尼,65000,65000020,360
004,2013,10,新北市,板橋區,F,1,35~39,1,印尼,65000,65000010,360
006,2013,10,新北市,石門區,F,1,25~29,1,印尼,65000,65000220,360
061,2013,10,新北市,蘆洲區,M,1,45~49,1,菲律賓,65000,65000140,608
061,2013,10,台中市,北區,F,1,45~49,1,印尼,66000,66000050,360
061,2013,10,桃園市,中壢區,F,1,45~49,1,新加坡,68000,68000020,702
061,2013,10,桃園市,中壢區,M,1,25~29,1,馬來西亞,68000,68000020,458
002,2013,10,桃園市,中壢區,M,1,3,1,緬甸,68000,68000020,104
004,2013,10,桃園市,大溪區,M,1,25~29,1,印尼,68000,68000030,360
004,2013,11,新竹縣,新豐鄉,M,1,20~24,1,印尼,10004,10004060,360
0701,2013,11,苗栗縣,大湖鄉,F,1,40~44,1,韓國,10005,10005080,410
061,2013,11,雲林縣,莿桐鄉,M,1,50~54,1,印尼,10009,10009090,360
061,2013,11,台北市,中正區,M,1,70+,1,馬來西亞,63000,63000050,458
A920,2013,11,台北市,信義區,F,1,25~29,1,印尼,63000,63000020,360
006,2013,11,台北市,內湖區,F,1,30~34,1,印尼,63000,63000100,360
004,2013,11,新北市,板橋區,F,1,35~39,1,印尼,65000,65000010,360
006,2013,11,新北市,蘆洲區,F,1,30~34,1,印尼,65000,65000140,360
004,2013,11,桃園市,楊梅區,F,1,25~29,1,印尼,68000,68000040,360
004,2013,12,宜蘭縣,壯圍鄉,F,1,35~39,1,印尼,10002,10002060,360
006,2013,12,宜蘭縣,頭城鎮,M,1,25~29,1,印尼,10002,10002040,360
A920,2013,12,南投縣,草屯鎮,F,1,55~59,1,印尼,10008,10008030,360
006,2013,12,花蓮縣,吉安鄉,F,1,35~39,1,印尼,10015,10015050,360
061,2013,12,新竹市,東區,M,1,30~34,1,印度,10018,10018010,356
0701,2013,12,台北市,大同區,M,1,30~34,1,越南,63000,63000060,704
006,2013,12,台北市,文山區,F,1,35~39,1,印尼,63000,63000080,360
006,2013,12,台北市,文山區,F,1,35~39,1,印尼,63000,63000081,360
006,2013,12,台北市,文山區,F,1,35~39,1,印尼,63000,63000082,360
004,2013,12,新北市,三峽區,F,1,35~39,1,印尼,65000,65000090,360
061,2013,12,新北市,中和區,F,1,25~29,1,印尼,65000,65000030,360
004,2013,12,新北市,板橋區,F,1,35~39,1,印尼,65000,65000010,360
061,2013,12,台中市,西屯區,F,1,10~14,1,馬來西亞,66000,66000060,458
006,2013,12,台中市,西屯區,F,1,25~29,1,印尼,66000,66000060,360
004,2013,12,桃園市,觀音區,F,1,20~24,1,印尼,68000,68000120,360
487a,2013,13,彰化縣,田中鎮,M,1,60~64,1,馬來西亞,10007,10007120,458
004,2013,13,基隆市,中正區,M,1,20~24,1,印尼,10017,10017010,360
006,2013,13,高雄市,前鎮區,F,1,20~24,1,越南,64000,64000090,704
006,2013,13,高雄市,苓雅區,F,1,30~34,1,印尼,64000,64000080,360
061,2013,13,新北市,泰山區,F,1,35~39,1,印尼,65000,65000160,360
061,2013,13,新北市,泰山區,M,1,50~54,1,印尼,65000,65000160,360
4828,2013,13,台中市,大雅區,M,1,55~59,1,中國,66000,66000180,156
056,2013,13,台中市,西屯區,M,1,35~39,1,日本,66000,66000060,392
061,2013,13,桃園市,大園區,M,1,20~24,1,印尼,68000,68000060,360
061,2013,13,桃園市,觀音區,M,1,60~64,1,印尼,68000,68000120,360
056,2013,13,桃園市,龜山區,F,1,35~39,1,日本,68000,68000070,392
006,2013,14,彰化縣,員林市,F,1,20~24,1,印尼,10007,10007100,360
061,2013,14,彰化縣,彰化市,M,1,35~39,1,索羅門群島,10007,10007010,090
006,2013,14,南投縣,南投市,M,1,20~24,1,印尼,10008,10008010,360
006,2013,14,台北市,中山區,M,1,25~29,1,印尼,63000,63000040,360
061,2013,14,台北市,士林區,F,1,35~39,1,印尼,63000,63000110,360
0703,2013,14,台北市,松山區,M,1,30~34,1,澳大利亞,63000,63000010,036
061,2013,14,高雄市,新興區,F,1,30~34,1,印尼,64000,64000060,360
006,2013,14,台南市,東區,M,1,25~29,1,巴拿馬,67000,67000320,591
006,2013,15,嘉義縣,水上鄉,M,1,20~24,1,印尼,10010,10010120,360
487a,2013,15,台北市,中山區,F,1,25~29,1,中國,63000,63000040,156
H7N9,2013,15,台北市,信義區,M,1,50~54,1,中國,63000,63000020,156
026,2013,15,台北市,士林區,F,1,20~24,1,越南,63000,63000110,704
0701,2013,15,新北市,新莊區,M,1,50~54,1,中國,65000,65000050,156
055,2013,15,新北市,板橋區,F,1,35~39,1,韓國,65000,65000010,410
006,2013,15,新北市,瑞芳區,M,1,30~34,1,印尼,65000,65000120,360
061,2013,15,台中市,北區,F,1,30~34,1,泰國,66000,66000050,764
A920,2013,15,桃園市,平鎮區,F,1,35~39,1,印尼,68000,68000100,360
A920,2013,15,桃園市,平鎮區,M,1,4,1,印尼,68000,68000100,360
004,2013,15,桃園市,桃園區,M,1,20~24,1,印尼,68000,68000010,360
061,2013,16,新竹縣,湖口鄉,F,1,15~19,1,泰國,10004,10004050,764
4828,2013,16,台北市,中山區,M,1,55~59,1,中國,63000,63000040,156
004,2013,16,台北市,大安區,F,1,20~24,1,印尼,63000,63000030,360
030,2013,16,新北市,汐止區,F,1,30~34,1,印尼,65000,65000110,360
004,2013,16,台中市,西屯區,F,1,25~29,1,柬埔寨,66000,66000060,116
006,2013,16,台南市,善化區,F,1,40~44,1,菲律賓,67000,67000190,608
0830,2013,16,台南市,安平區,M,1,55~59,1,中國,67000,67000360,156
055,2013,16,桃園市,大園區,F,1,0,1,中國,68000,68000060,156
004,2013,16,桃園市,大園區,F,1,25~29,1,印尼,68000,68000060,360
006,2013,17,嘉義縣,東石鄉,F,1,30~34,1,印尼,10010,10010090,360
006,2013,17,嘉義縣,竹崎鄉,F,1,20~24,1,印尼,10010,10010140,360
006,2013,17,花蓮縣,新城鄉,M,1,35~39,1,菲律賓,10015,10015040,608
006,2013,17,基隆市,中正區,M,1,30~34,1,印尼,10017,10017010,360
004,2013,17,基隆市,仁愛區,F,1,25~29,1,印尼,10017,10017040,360
006,2013,17,嘉義市,西區,F,1,35~39,1,印尼,10020,10020020,360
004,2013,17,台北市,大同區,F,1,25~29,1,印尼,63000,63000060,360
006,2013,17,台北市,松山區,F,1,30~34,1,印尼,63000,63000010,360
006,2013,17,新北市,樹林區,F,1,35~39,1,印尼,65000,65000070,360
0701,2013,17,新北市,樹林區,M,1,35~39,1,泰國,65000,65000070,764
0701,2013,17,新北市,汐止區,M,1,55~59,1,緬甸,65000,65000110,104
004,2013,17,新北市,萬里區,M,1,30~34,1,印尼,65000,65000280,360
0820,2013,17,新北市,蘆洲區,M,1,55~59,1,越南,65000,65000140,704
002,2013,17,新北市,鶯歌區,M,1,25~29,1,印度,65000,65000080,356
006,2013,17,台中市,大雅區,F,1,25~29,1,印尼,66000,66000180,360
061,2013,17,台南市,安定區,F,1,30~34,1,印尼,67000,67000210,360
006,2013,17,台南市,後壁區,F,1,25~29,1,印尼,67000,67000050,360
0701,2013,17,台南市,永康區,M,1,25~29,1,菲律賓,67000,67000310,608
006,2013,18,彰化縣,伸港鄉,M,1,20~24,1,印尼,10007,10007050,360
061,2013,18,雲林縣,北港鎮,M,1,25~29,1,印尼,10009,10009060,360
0703,2013,18,嘉義縣,太保市,M,1,30~34,1,印尼,10010,10010010,360
071,2013,18,屏東縣,屏東市,M,1,30~34,1,菲律賓,10013,10013010,608
084,2013,18,基隆市,仁愛區,M,1,30~34,1,加納,10017,10017040,288
004,2013,18,台北市,大安區,F,1,30~34,1,印尼,63000,63000030,360
084,2013,18,新北市,新店區,M,1,65~69,1,緬甸,65000,65000060,104
004,2013,18,新北市,樹林區,F,1,25~29,1,印尼,65000,65000070,360
0749,2013,18,台中市,清水區,M,1,1,1,中國,66000,66000120,156
061,2013,18,桃園市,中壢區,M,1,30~34,1,菲律賓,68000,68000020,608
006,2013,19,新竹縣,竹東鎮,F,1,25~29,1,印尼,10004,10004020,360
006,2013,19,花蓮縣,吉安鄉,F,1,20~24,1,印尼,10015,10015050,360
061,2013,19,花蓮縣,花蓮市,M,1,40~44,1,菲律賓,10015,10015010,608
004,2013,19,新竹市,東區,F,1,25~29,1,印尼,10018,10018010,360
006,2013,19,新竹市,香山區,F,1,30~34,1,印尼,10018,10018030,360
004,2013,19,台北市,文山區,F,1,25~29,1,印尼,63000,63000080,360
004,2013,19,台北市,文山區,F,1,25~29,1,印尼,63000,63000081,360
004,2013,19,台北市,文山區,F,1,25~29,1,印尼,63000,63000082,360
061,2013,19,高雄市,燕巢區,M,1,5~9,1,泰國,64000,64000210,764
004,2013,19,新北市,中和區,F,1,20~24,2,印尼,65000,65000030,360
006,2013,19,新北市,萬里區,M,1,30~34,1,印尼,65000,65000280,360
061,2013,20,彰化縣,彰化市,M,1,55~59,1,泰國,10007,10007010,764
061,2013,20,屏東縣,屏東市,M,1,20~24,1,印尼,10013,10013010,360
006,2013,20,花蓮縣,花蓮市,F,1,30~34,1,印尼,10015,10015010,360
061,2013,20,台北市,內湖區,F,1,45~49,1,菲律賓,63000,63000100,608
006,2013,20,台北市,大安區,F,1,35~39,1,印尼,63000,63000030,360
004,2013,20,新北市,中和區,F,1,30~34,1,印尼,65000,65000030,360
006,2013,20,新北市,新店區,F,1,40~44,1,印尼,65000,65000060,360
061,2013,20,新北市,汐止區,F,1,55~59,1,印尼,65000,65000110,360
006,2013,20,台中市,太平區,F,1,25~29,1,印尼,66000,66000270,360
006,2013,20,台中市,西屯區,F,1,20~24,1,印尼,66000,66000060,360
0703,2013,20,台中市,霧峰區,F,1,35~39,1,越南,66000,66000260,704
004,2013,20,桃園市,龜山區,M,1,20~24,1,印尼,68000,68000070,360
006,2013,21,雲林縣,口湖鄉,F,1,25~29,1,印尼,10009,10009190,360
006,2013,21,雲林縣,土庫鎮,F,1,30~34,1,印尼,10009,10009050,360
0701,2013,21,台北市,內湖區,M,1,35~39,1,中國,63000,63000100,156
006,2013,21,台北市,大安區,F,1,25~29,1,印尼,63000,63000030,360
004,2013,21,台北市,文山區,F,1,35~39,1,印尼,63000,63000080,360
004,2013,21,台北市,文山區,F,1,35~39,1,印尼,63000,63000081,360
004,2013,21,台北市,文山區,F,1,35~39,1,印尼,63000,63000082,360
004,2013,21,新北市,樹林區,M,1,25~29,1,印尼,65000,65000070,360
0701,2013,21,台南市,東區,M,1,35~39,1,中國,67000,67000320,156
004,2013,21,桃園市,蘆竹區,M,1,35~39,1,印尼,68000,68000050,360
004,2013,22,新竹縣,湖口鄉,F,1,35~39,1,印尼,10004,10004050,360
A920,2013,22,新竹縣,竹北市,F,1,30~34,1,印尼,10004,10004010,360
006,2013,22,彰化縣,和美鎮,M,1,15~19,1,印尼,10007,10007030,360
061,2013,22,屏東縣,內埔鄉,F,1,25~29,1,印尼,10013,10013130,360
006,2013,22,高雄市,三民區,F,1,25~29,1,印尼,64000,64000050,360
006,2013,22,高雄市,三民區,F,1,25~29,1,印尼,64000,64000051,360
006,2013,22,高雄市,三民區,F,1,25~29,1,印尼,64000,64000052,360
0703,2013,22,新北市,三峽區,M,1,45~49,1,中國,65000,65000090,156
056,2013,22,新北市,新店區,F,1,40~44,1,日本,65000,65000060,392
006,2013,22,新北市,永和區,F,1,30~34,1,印尼,65000,65000040,360
061,2013,23,新竹縣,峨眉鄉,F,1,30~34,1,緬甸,10004,10004110,104
061,2013,23,新竹縣,新豐鄉,M,1,15~19,1,泰國,10004,10004060,764
061,2013,23,彰化縣,員林市,M,1,25~29,1,泰國,10007,10007100,764
006,2013,23,台北市,中正區,M,1,35~39,1,中國,63000,63000050,156
006,2013,23,台北市,北投區,F,1,40~44,1,印尼,63000,63000120,360
061,2013,23,台北市,士林區,M,1,25~29,1,巴西,63000,63000110,076
004,2013,23,台北市,萬華區,F,1,30~34,1,印尼,63000,63000070,360
004,2013,23,台北市,萬華區,F,1,30~34,1,印尼,63000,63000071,360
004,2013,23,台北市,萬華區,F,1,30~34,1,印尼,63000,63000072,360
061,2013,23,新北市,新店區,F,1,45~49,1,泰國,65000,65000060,764
004,2013,23,新北市,林口區,F,1,35~39,1,印尼,65000,65000170,360
006,2013,23,台中市,北屯區,M,1,35~39,1,中國,66000,66000080,156
061,2013,23,台中市,南屯區,M,1,15~19,1,泰國,66000,66000070,764
0701,2013,23,台中市,大里區,M,1,30~34,1,中國,66000,66000280,156
061,2013,24,新竹縣,湖口鄉,F,1,40~44,1,泰國,10004,10004050,764
061,2013,24,雲林縣,西螺鎮,F,1,25~29,1,印尼,10009,10009040,360
004,2013,24,台北市,大安區,F,1,20~24,1,印尼,63000,63000030,360
061,2013,24,高雄市,鳳山區,M,1,50~54,1,印尼,64000,64000120,360
004,2013,24,新北市,新莊區,F,1,20~24,1,印尼,65000,65000050,360
061,2013,24,新北市,新莊區,F,1,25~29,1,泰國,65000,65000050,764
061,2013,24,新北市,板橋區,F,1,30~34,1,斐濟群島,65000,65000010,242
061,2013,24,新北市,淡水區,F,1,15~19,1,印尼,65000,65000100,360
061,2013,24,桃園市,八德區,M,1,25~29,1,泰國,68000,68000080,764
061,2013,24,桃園市,大園區,M,1,65~69,1,印尼,68000,68000060,360
061,2013,24,桃園市,平鎮區,M,1,30~34,1,泰國,68000,68000100,764
006,2013,25,花蓮縣,新城鄉,M,1,25~29,1,印尼,10015,10015040,360
030,2013,25,澎湖縣,西嶼鄉,M,1,25~29,1,印尼,10016,10016040,360
4828,2013,25,台北市,文山區,M,1,50~54,1,中國,63000,63000080,156
4828,2013,25,台北市,文山區,M,1,50~54,1,中國,63000,63000081,156
4828,2013,25,台北市,文山區,M,1,50~54,1,中國,63000,63000082,156
006,2013,25,高雄市,前鎮區,F,1,25~29,1,印尼,64000,64000090,360
061,2013,25,高雄市,大寮區,F,1,55~59,1,斯里蘭卡,64000,64000140,144
006,2013,25,高雄市,橋頭區,F,1,30~34,1,印尼,64000,64000200,360
004,2013,25,新北市,五股區,F,1,30~34,1,印尼,65000,65000150,360
061,2013,25,新北市,蘆洲區,M,1,60~64,1,越南,65000,65000140,704
061,2013,25,台中市,中區,M,1,30~34,1,新加坡,66000,66000010,702
061,2013,25,台中市,潭子區,M,1,40~44,1,泰國,66000,66000170,764
0701,2013,25,台中市,西屯區,M,1,25~29,1,加納,66000,66000060,288
A920,2013,26,新竹縣,湖口鄉,M,1,30~34,1,泰國,10004,10004050,764
061,2013,26,彰化縣,伸港鄉,F,1,25~29,1,泰國,10007,10007050,764
004,2013,26,南投縣,埔里鎮,F,1,25~29,1,印尼,10008,10008020,360
061,2013,26,台北市,南港區,M,1,55~59,1,印尼,63000,63000090,360
006,2013,26,台北市,大安區,F,1,25~29,1,印尼,63000,63000030,360
061,2013,26,台北市,文山區,F,1,70+,1,印尼,63000,63000080,360
061,2013,26,台北市,文山區,F,1,70+,1,印尼,63000,63000081,360
061,2013,26,台北市,文山區,F,1,70+,1,印尼,63000,63000082,360
061,2013,26,高雄市,楠梓區,F,1,20~24,1,泰國,64000,64000040,764
061,2013,26,高雄市,楠梓區,F,1,35~39,1,菲律賓,64000,64000040,608
061,2013,26,新北市,中和區,F,1,30~34,1,印尼,65000,65000030,360
061,2013,26,新北市,中和區,F,1,50~54,1,緬甸,65000,65000030,104
061,2013,26,新北市,永和區,F,1,20~24,1,印尼,65000,65000040,360
006,2013,26,台南市,永康區,F,1,20~24,1,菲律賓,67000,67000310,608
006,2013,26,桃園市,大園區,M,1,35~39,1,印尼,68000,68000060,360
061,2013,26,桃園市,平鎮區,F,1,45~49,1,泰國,68000,68000100,764
061,2013,26,桃園市,龜山區,F,1,30~34,1,泰國,68000,68000070,764
061,2013,27,新竹縣,竹北市,F,1,30~34,1,印尼,10004,10004010,360
061,2013,27,新竹縣,竹北市,F,1,35~39,1,印尼,10004,10004010,360
061,2013,27,苗栗縣,公館鄉,M,1,45~49,1,印尼,10005,10005090,360
061,2013,27,雲林縣,古坑鄉,F,1,30~34,1,印尼,10009,10009070,360
006,2013,27,屏東縣,屏東市,F,1,40~44,1,印尼,10013,10013010,360
A920,2013,27,屏東縣,東港鎮,M,1,30~34,1,印尼,10013,10013030,360
084,2013,27,屏東縣,林邊鄉,M,1,45~49,1,奈及利亞,10013,10013190,566
004,2013,27,台北市,內湖區,M,1,25~29,1,印尼,63000,63000100,360
0701,2013,27,台北市,大安區,F,1,70+,1,加拿大,63000,63000030,124
061,2013,27,台北市,大安區,M,1,30~34,1,泰國,63000,63000030,764
061,2013,27,台北市,萬華區,F,1,60~64,1,新加坡,63000,63000070,702
061,2013,27,台北市,萬華區,F,1,60~64,1,新加坡,63000,63000071,702
061,2013,27,台北市,萬華區,F,1,60~64,1,新加坡,63000,63000072,702
061,2013,27,高雄市,苓雅區,M,1,25~29,1,寮國,64000,64000080,418
004,2013,27,高雄市,鼓山區,M,1,20~24,1,泰國,64000,64000020,764
0701,2013,27,新北市,三重區,M,1,35~39,1,菲律賓,65000,65000020,608
004,2013,27,新北市,中和區,F,1,30~34,1,印尼,65000,65000030,360
004,2013,27,新北市,樹林區,F,1,35~39,1,印尼,65000,65000070,360
006,2013,27,台中市,西屯區,F,1,25~29,1,印尼,66000,66000060,360
061,2013,27,台中市,西屯區,M,1,35~39,1,菲律賓,66000,66000060,608
004,2013,27,台中市,豐原區,M,1,20~24,1,柬埔寨,66000,66000090,116
006,2013,27,台南市,白河區,F,1,35~39,1,印尼,67000,67000030,360
061,2013,27,桃園市,桃園區,M,1,25~29,1,菲律賓,68000,68000010,608
056,2013,28,宜蘭縣,羅東鎮,M,1,40~44,1,日本,10002,10002020,392
006,2013,28,宜蘭縣,蘇澳鎮,M,1,30~34,1,印尼,10002,10002030,360
061,2013,28,新竹縣,湖口鄉,F,1,55~59,1,泰國,10004,10004050,764
061,2013,28,苗栗縣,公館鄉,F,1,20~24,1,印尼,10005,10005090,360
061,2013,28,南投縣,埔里鎮,F,1,25~29,1,印尼,10008,10008020,360
0703,2013,28,屏東縣,林邊鄉,M,1,50~54,1,斐濟群島,10013,10013190,242
004,2013,28,基隆市,中正區,M,1,25~29,1,印尼,10017,10017010,360
006,2013,28,台北市,中山區,F,1,40~44,1,印尼,63000,63000040,360
061,2013,28,台北市,中正區,F,1,25~29,1,菲律賓,63000,63000050,608
061,2013,28,台北市,士林區,F,1,20~24,1,印尼,63000,63000110,360
006,2013,28,高雄市,前鎮區,F,1,35~39,1,印尼,64000,64000090,360
0830,2013,28,高雄市,湖內區,M,1,25~29,1,中國,64000,64000250,156
061,2013,28,高雄市,鳥松區,M,1,35~39,1,緬甸,64000,64000180,104
061,2013,28,新北市,中和區,F,1,65~69,1,泰國,65000,65000030,764
006,2013,28,新北市,樹林區,F,1,25~29,1,菲律賓,65000,65000070,608
004,2013,28,台中市,北區,F,1,20~24,1,印尼,66000,66000050,360
061,2013,28,台中市,北屯區,F,1,45~49,1,泰國,66000,66000080,764
0812,2013,28,台中市,北屯區,M,1,70+,1,中國,66000,66000080,156
487a,2013,28,台中市,大里區,M,1,35~39,1,秘魯,66000,66000280,604
006,2013,28,台中市,東區,F,1,20~24,1,印尼,66000,66000020,360
002,2013,28,台中市,豐原區,F,1,25~29,1,印尼,66000,66000090,360
006,2013,28,台中市,豐原區,F,1,25~29,1,印尼,66000,66000090,360
061,2013,28,台中市,豐原區,M,1,30~34,1,菲律賓,66000,66000090,608
006,2013,28,台南市,七股區,F,1,35~39,1,印尼,67000,67000150,360
061,2013,28,桃園市,中壢區,F,1,30~34,1,泰國,68000,68000020,764
061,2013,28,桃園市,蘆竹區,F,1,30~34,1,馬來西亞,68000,68000050,458
061,2013,28,桃園市,龜山區,M,1,20~24,1,菲律賓,68000,68000070,608
006,2013,29,新竹縣,新豐鄉,M,1,20~24,1,印尼,10004,10004060,360
006,2013,29,新竹縣,湖口鄉,M,1,20~24,1,泰國,10004,10004050,764
061,2013,29,彰化縣,和美鎮,F,1,30~34,1,菲律賓,10007,10007030,608
004,2013,29,彰化縣,竹塘鄉,F,1,35~39,1,印尼,10007,10007250,360
061,2013,29,彰化縣,鹿港鎮,M,1,35~39,1,印尼,10007,10007020,360
004,2013,29,雲林縣,斗南鎮,M,1,15~19,1,柬埔寨,10009,10009020,116
006,2013,29,嘉義縣,番路鄉,F,1,30~34,1,印尼,10010,10010160,360
061,2013,29,澎湖縣,馬公市,F,1,20~24,1,印尼,10016,10016010,360
004,2013,29,基隆市,中正區,F,1,25~29,1,印尼,10017,10017010,360
0701,2013,29,基隆市,仁愛區,M,1,40~44,1,中國,10017,10017040,156
061,2013,29,台北市,內湖區,M,1,25~29,1,馬來西亞,63000,63000100,458
061,2013,29,台北市,北投區,F,1,25~29,1,印尼,63000,63000120,360
006,2013,29,台北市,大安區,F,1,35~39,1,印尼,63000,63000030,360
004,2013,29,台北市,萬華區,F,1,20~24,1,印尼,63000,63000070,360
004,2013,29,台北市,萬華區,F,1,20~24,1,印尼,63000,63000071,360
004,2013,29,台北市,萬華區,F,1,20~24,1,印尼,63000,63000072,360
061,2013,29,高雄市,前鎮區,F,1,35~39,1,印尼,64000,64000090,360
061,2013,29,高雄市,前鎮區,F,1,4,1,印尼,64000,64000090,360
061,2013,29,高雄市,前鎮區,M,1,35~39,1,印尼,64000,64000090,360
006,2013,29,高雄市,小港區,M,1,30~34,1,菲律賓,64000,64000110,608
004,2013,29,新北市,三峽區,F,1,30~34,1,印尼,65000,65000090,360
004,2013,29,新北市,中和區,F,1,20~24,1,印尼,65000,65000030,360
061,2013,29,新北市,板橋區,F,1,40~44,1,泰國,65000,65000010,764
061,2013,29,新北市,樹林區,M,1,20~24,1,泰國,65000,65000070,764
006,2013,29,台南市,七股區,F,1,40~44,1,越南,67000,67000150,704
061,2013,29,桃園市,桃園區,F,1,30~34,1,印尼,68000,68000010,360
061,2013,30,苗栗縣,竹南鎮,M,1,20~24,1,越南,10005,10005040,704
061,2013,30,苗栗縣,苑裡鎮,M,1,35~39,1,泰國,10005,10005020,764
006,2013,30,苗栗縣,頭份市,F,1,20~24,1,印尼,10005,10005050,360
004,2013,30,嘉義縣,太保市,M,1,15~19,1,柬埔寨,10010,10010010,116
006,2013,30,台東縣,大武鄉,F,1,30~34,1,印尼,10014,10014100,360
