確定病名,建檔年份,建檔週別,縣市,鄉鎮,性別,非本國籍,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
010m,2012,28,基隆市,七堵區,M,0,55~59,1,10017,10017020
010m,2012,28,台中市,中區,F,0,30~34,1,66000,66000010
010m,2012,29,新竹縣,湖口鄉,M,0,70+,1,10004,10004050
010m,2012,29,台北市,士林區,F,1,20~24,1,63000,63000110
010m,2012,30,屏東縣,高樹鄉,M,0,70+,1,10013,10013110
010m,2012,30,台北市,北投區,M,0,55~59,1,63000,63000120
010m,2012,30,新北市,永和區,M,0,40~44,1,65000,65000040
010m,2012,30,新北市,汐止區,F,1,30~34,1,65000,65000110
010m,2012,31,花蓮縣,萬榮鄉,M,0,25~29,1,10015,10015120
010m,2012,31,新北市,三峽區,M,0,50~54,1,65000,65000090
010m,2012,31,新北市,新莊區,M,0,70+,1,65000,65000050
010m,2012,33,桃園市,中壢區,F,0,50~54,1,68000,68000020
010m,2012,34,嘉義縣,朴子市,F,0,60~64,1,10010,10010020
010m,2012,34,台北市,信義區,M,0,70+,1,63000,63000020
010m,2012,34,桃園市,中壢區,M,0,55~59,1,68000,68000020
010m,2012,35,花蓮縣,玉里鎮,M,0,60~64,1,10015,10015030
010m,2012,35,高雄市,鳳山區,M,0,30~34,1,64000,64000120
010m,2012,36,彰化縣,和美鎮,M,0,70+,1,10007,10007030
010m,2012,36,高雄市,三民區,M,0,60~64,1,64000,64000050
010m,2012,36,高雄市,三民區,M,0,60~64,1,64000,64000051
010m,2012,36,高雄市,三民區,M,0,60~64,1,64000,64000052
010m,2012,37,台北市,士林區,M,0,55~59,1,63000,63000110
010m,2012,37,台中市,大里區,M,0,35~39,1,66000,66000280
010m,2012,38,新北市,汐止區,M,0,45~49,1,65000,65000110
010m,2012,38,台中市,沙鹿區,M,0,35~39,1,66000,66000130
010m,2012,39,高雄市,前鎮區,M,0,70+,1,64000,64000090
010m,2012,39,高雄市,苓雅區,M,1,45~49,1,64000,64000080
010m,2012,39,台南市,永康區,M,0,45~49,1,67000,67000310
010m,2012,40,屏東縣,新園鄉,M,0,70+,1,10013,10013170
010m,2012,40,台中市,太平區,M,0,50~54,1,66000,66000270
010m,2012,40,桃園市,蘆竹區,M,0,45~49,1,68000,68000050
010m,2012,41,高雄市,前鎮區,F,0,40~44,1,64000,64000090
010m,2012,41,台南市,六甲區,F,0,70+,1,67000,67000090
010m,2012,42,雲林縣,西螺鎮,M,0,25~29,1,10009,10009040
010m,2012,42,台中市,潭子區,M,1,25~29,1,66000,66000170
010m,2012,42,桃園市,中壢區,F,1,30~34,1,68000,68000020
010m,2012,43,台中市,大里區,M,0,70+,1,66000,66000280
010m,2012,45,屏東縣,屏東市,F,0,25~29,1,10013,10013010
010m,2012,45,屏東縣,瑪家鄉,M,0,55~59,1,10013,10013280
010m,2012,46,南投縣,草屯鎮,M,0,35~39,1,10008,10008030
010m,2012,46,台東縣,台東市,M,0,60~64,1,10014,10014010
010m,2012,46,台北市,大安區,F,1,25~29,1,63000,63000030
010m,2012,46,新北市,中和區,M,0,65~69,1,65000,65000030
010m,2012,46,新北市,新莊區,M,1,30~34,1,65000,65000050
010m,2012,46,新北市,深坑區,F,1,20~24,1,65000,65000180
010m,2012,46,台中市,西區,M,0,30~34,1,66000,66000040
010m,2012,46,桃園市,桃園區,F,0,30~34,1,68000,68000010
010m,2012,48,高雄市,鼓山區,F,1,45~49,1,64000,64000020
010m,2012,48,新北市,萬里區,M,0,70+,1,65000,65000280
010m,2012,49,新竹縣,竹北市,M,0,50~54,1,10004,10004010
010m,2012,49,南投縣,竹山鎮,F,0,50~54,1,10008,10008040
010m,2012,49,花蓮縣,花蓮市,M,0,30~34,1,10015,10015010
010m,2012,49,台中市,北區,M,0,65~69,1,66000,66000050
010m,2012,49,台南市,中西區,F,1,35~39,1,67000,67000370
010m,2012,49,桃園市,桃園區,M,0,40~44,1,68000,68000010
010m,2012,50,花蓮縣,花蓮市,M,0,70+,1,10015,10015010
010m,2012,50,高雄市,三民區,M,0,50~54,1,64000,64000050
010m,2012,50,高雄市,三民區,M,0,50~54,1,64000,64000051
010m,2012,50,高雄市,三民區,M,0,50~54,1,64000,64000052
010m,2012,50,高雄市,三民區,F,0,55~59,1,64000,64000050
010m,2012,50,高雄市,三民區,F,0,55~59,1,64000,64000051
010m,2012,50,高雄市,三民區,F,0,55~59,1,64000,64000052
010m,2012,51,高雄市,前鎮區,M,0,70+,1,64000,64000090
010m,2012,52,彰化縣,二水鄉,M,0,60~64,1,10007,10007180
010m,2013,1,新北市,樹林區,M,0,50~54,1,65000,65000070
010m,2013,2,台東縣,東河鄉,M,0,40~44,1,10014,10014070
010m,2013,2,新北市,永和區,F,0,50~54,1,65000,65000040
010m,2013,2,台中市,西屯區,F,0,70+,1,66000,66000060
010m,2013,3,新北市,新店區,M,0,70+,1,65000,65000060
010m,2013,3,桃園市,中壢區,F,0,55~59,1,68000,68000020
010m,2013,4,台南市,安定區,M,0,50~54,1,67000,67000210
010m,2013,5,南投縣,竹山鎮,M,0,55~59,1,10008,10008040
010m,2013,5,花蓮縣,秀林鄉,M,0,55~59,1,10015,10015110
010m,2013,5,台北市,內湖區,M,0,70+,1,63000,63000100
010m,2013,5,高雄市,三民區,M,0,50~54,1,64000,64000050
010m,2013,5,高雄市,三民區,M,0,50~54,1,64000,64000051
010m,2013,5,高雄市,三民區,M,0,50~54,1,64000,64000052
010m,2013,5,高雄市,大寮區,F,0,70+,1,64000,64000140
010m,2013,5,高雄市,楠梓區,M,0,65~69,1,64000,64000040
010m,2013,5,台南市,安南區,M,0,50~54,1,67000,67000350
010m,2013,6,花蓮縣,秀林鄉,M,0,55~59,1,10015,10015110
010m,2013,6,台北市,中山區,F,0,60~64,1,63000,63000040
010m,2013,6,台北市,信義區,M,0,40~44,1,63000,63000020
010m,2013,6,高雄市,前鎮區,M,0,70+,1,64000,64000090
010m,2013,6,新北市,新店區,M,0,50~54,1,65000,65000060
010m,2013,6,台中市,南屯區,M,0,55~59,1,66000,66000070
010m,2013,6,桃園市,平鎮區,M,0,70+,1,68000,68000100
010m,2013,8,台北市,中正區,F,0,35~39,1,63000,63000050
010m,2013,8,高雄市,小港區,M,0,45~49,1,64000,64000110
010m,2013,10,南投縣,埔里鎮,M,0,70+,1,10008,10008020
010m,2013,10,嘉義縣,水上鄉,F,0,60~64,1,10010,10010120
010m,2013,10,高雄市,旗山區,M,0,55~59,1,64000,64000300
010m,2013,10,新北市,三重區,M,0,45~49,1,65000,65000020
010m,2013,10,台南市,永康區,M,0,60~64,1,67000,67000310
010m,2013,11,南投縣,草屯鎮,M,0,70+,1,10008,10008030
010m,2013,11,屏東縣,潮州鎮,M,0,50~54,1,10013,10013020
010m,2013,11,基隆市,安樂區,F,0,25~29,1,10017,10017060
010m,2013,11,台南市,學甲區,M,0,25~29,1,67000,67000130
010m,2013,11,台南市,新營區,M,0,45~49,1,67000,67000010
010m,2013,11,台南市,麻豆區,M,0,35~39,1,67000,67000070
010m,2013,12,苗栗縣,通霄鎮,M,0,55~59,1,10005,10005030
010m,2013,12,台東縣,東河鄉,M,0,55~59,1,10014,10014070
010m,2013,12,澎湖縣,馬公市,M,0,30~34,1,10016,10016010
010m,2013,12,台北市,士林區,F,0,70+,1,63000,63000110
010m,2013,12,新北市,板橋區,M,0,50~54,1,65000,65000010
010m,2013,12,台中市,南屯區,M,0,35~39,1,66000,66000070
010m,2013,13,屏東縣,東港鎮,M,0,60~64,1,10013,10013030
010m,2013,13,花蓮縣,秀林鄉,M,0,30~34,1,10015,10015110
010m,2013,13,高雄市,鼓山區,M,0,20~24,1,64000,64000020
010m,2013,13,新北市,板橋區,F,0,70+,1,65000,65000010
010m,2013,15,新北市,樹林區,M,0,70+,1,65000,65000070
010m,2013,15,台南市,南區,M,0,60~64,1,67000,67000330
010m,2013,16,彰化縣,埔鹽鄉,F,0,25~29,1,10007,10007140
010m,2013,16,彰化縣,埔鹽鄉,M,0,30~34,1,10007,10007140
010m,2013,16,屏東縣,萬巒鄉,M,0,30~34,1,10013,10013120
010m,2013,16,台北市,文山區,F,0,25~29,1,63000,63000080
010m,2013,16,台北市,文山區,F,0,25~29,1,63000,63000081
010m,2013,16,台北市,文山區,F,0,25~29,1,63000,63000082
010m,2013,16,台中市,南屯區,M,0,25~29,1,66000,66000070
010m,2013,16,台南市,安南區,M,0,45~49,1,67000,67000350
010m,2013,17,基隆市,信義區,M,0,45~49,1,10017,10017070
010m,2013,18,嘉義市,西區,M,0,50~54,1,10020,10020020
010m,2013,18,台中市,南屯區,M,0,45~49,1,66000,66000070
010m,2013,18,台中市,潭子區,M,0,45~49,1,66000,66000170
010m,2013,19,新北市,雙溪區,M,0,70+,1,65000,65000250
010m,2013,20,屏東縣,泰武鄉,M,0,45~49,1,10013,10013290
010m,2013,20,嘉義市,東區,M,0,50~54,1,10020,10020010
010m,2013,20,新北市,蘆洲區,M,0,70+,1,65000,65000140
010m,2013,21,新北市,新店區,M,0,70+,1,65000,65000060
010m,2013,21,桃園市,中壢區,F,0,20~24,1,68000,68000020
010m,2013,21,桃園市,復興區,M,0,65~69,1,68000,68000130
010m,2013,22,苗栗縣,通霄鎮,M,0,50~54,1,10005,10005030
010m,2013,22,花蓮縣,秀林鄉,M,0,45~49,1,10015,10015110
010m,2013,22,花蓮縣,萬榮鄉,M,0,45~49,1,10015,10015120
010m,2013,22,新北市,坪林區,M,0,40~44,1,65000,65000200
010m,2013,22,桃園市,桃園區,F,0,55~59,1,68000,68000010
010m,2013,23,高雄市,仁武區,M,0,60~64,1,64000,64000170
010m,2013,24,雲林縣,虎尾鎮,M,0,60~64,1,10009,10009030
010m,2013,24,嘉義市,東區,M,0,60~64,1,10020,10020010
010m,2013,25,宜蘭縣,壯圍鄉,F,0,35~39,1,10002,10002060
010m,2013,25,彰化縣,花壇鄉,F,0,65~69,1,10007,10007080
010m,2013,25,雲林縣,東勢鄉,M,0,50~54,1,10009,10009140
010m,2013,25,台北市,北投區,M,0,70+,1,63000,63000120
010m,2013,25,高雄市,三民區,F,0,60~64,1,64000,64000050
010m,2013,25,高雄市,三民區,F,0,60~64,1,64000,64000051
010m,2013,25,高雄市,三民區,F,0,60~64,1,64000,64000052
010m,2013,25,高雄市,前鎮區,M,0,35~39,1,64000,64000090
010m,2013,25,高雄市,前鎮區,M,0,70+,1,64000,64000090
010m,2013,25,高雄市,美濃區,M,0,65~69,1,64000,64000310
010m,2013,25,台南市,安南區,M,0,40~44,1,67000,67000350
010m,2013,26,南投縣,南投市,F,0,70+,1,10008,10008010
010m,2013,26,新北市,土城區,M,0,70+,1,65000,65000130
010m,2013,27,宜蘭縣,羅東鎮,M,0,60~64,1,10002,10002020
010m,2013,27,高雄市,前鎮區,M,0,50~54,1,64000,64000090
010m,2013,27,新北市,中和區,M,0,55~59,1,65000,65000030
010m,2013,28,新竹縣,竹東鎮,F,0,25~29,1,10004,10004020
010m,2013,28,台東縣,海端鄉,M,0,50~54,1,10014,10014120
010m,2013,28,台南市,永康區,M,0,55~59,1,67000,67000310
010m,2013,28,桃園市,桃園區,M,0,50~54,1,68000,68000010
010m,2013,28,桃園市,蘆竹區,M,0,50~54,1,68000,68000050
010m,2013,30,台東縣,鹿野鄉,M,0,70+,1,10014,10014050
010m,2013,30,新北市,中和區,M,0,50~54,1,65000,65000030
010m,2013,30,台中市,西屯區,F,0,60~64,1,66000,66000060
010m,2013,31,宜蘭縣,南澳鄉,M,0,50~54,1,10002,10002120
010m,2013,31,台北市,萬華區,F,0,60~64,1,63000,63000070
010m,2013,31,台北市,萬華區,F,0,60~64,1,63000,63000071
010m,2013,31,台北市,萬華區,F,0,60~64,1,63000,63000072
010m,2013,31,新北市,中和區,M,0,70+,1,65000,65000030
010m,2013,32,南投縣,仁愛鄉,F,1,25~29,1,10008,10008130
010m,2013,32,桃園市,蘆竹區,M,0,45~49,1,68000,68000050
010m,2013,33,雲林縣,口湖鄉,F,1,30~34,1,10009,10009190
010m,2013,33,台東縣,台東市,F,0,45~49,1,10014,10014010
010m,2013,33,桃園市,桃園區,M,0,35~39,1,68000,68000010
010m,2013,35,高雄市,前鎮區,M,1,25~29,1,64000,64000090
010m,2013,36,雲林縣,崙背鄉,M,0,65~69,1,10009,10009120
010m,2013,37,台南市,新市區,F,1,25~29,1,67000,67000200
010m,2013,37,桃園市,觀音區,M,0,45~49,1,68000,68000120
010m,2013,38,嘉義市,東區,M,0,55~59,1,10020,10020010
010m,2013,39,台東縣,海端鄉,M,0,30~34,1,10014,10014120
010m,2013,39,嘉義市,東區,F,0,70+,1,10020,10020010
010m,2013,40,台東縣,鹿野鄉,F,0,40~44,1,10014,10014050
010m,2013,40,花蓮縣,鳳林鎮,M,0,70+,1,10015,10015020
010m,2013,40,桃園市,桃園區,M,0,20~24,1,68000,68000010
010m,2013,41,台北市,北投區,F,0,55~59,1,63000,63000120
010m,2013,41,新北市,瑞芳區,M,0,70+,1,65000,65000120
010m,2013,41,新北市,鶯歌區,F,0,30~34,1,65000,65000080
010m,2013,42,基隆市,仁愛區,M,0,60~64,1,10017,10017040
010m,2013,42,新北市,五股區,M,0,55~59,1,65000,65000150
010m,2013,42,桃園市,大溪區,M,0,50~54,1,68000,68000030
010m,2013,43,嘉義縣,鹿草鄉,M,1,25~29,1,10010,10010110
010m,2013,43,台北市,松山區,M,0,40~44,1,63000,63000010
010m,2013,43,高雄市,苓雅區,F,0,60~64,1,64000,64000080
010m,2013,43,台南市,六甲區,M,0,40~44,1,67000,67000090
010m,2013,43,台南市,學甲區,F,0,70+,1,67000,67000130
010m,2013,45,新北市,蘆洲區,F,0,70+,1,65000,65000140
010m,2013,46,南投縣,南投市,M,0,70+,1,10008,10008010
010m,2013,46,花蓮縣,豐濱鄉,M,0,50~54,1,10015,10015080
010m,2013,46,高雄市,新興區,M,0,25~29,1,64000,64000060
010m,2013,47,台北市,中山區,M,0,45~49,1,63000,63000040
010m,2013,48,宜蘭縣,南澳鄉,M,0,15~19,1,10002,10002120
010m,2013,48,高雄市,大寮區,M,0,70+,1,64000,64000140
010m,2013,49,台北市,文山區,F,0,20~24,1,63000,63000080
010m,2013,49,台北市,文山區,F,0,20~24,1,63000,63000081
010m,2013,49,台北市,文山區,F,0,20~24,1,63000,63000082
010m,2013,49,台中市,西屯區,F,0,65~69,1,66000,66000060
010m,2013,52,高雄市,左營區,M,0,60~64,1,64000,64000030
010m,2013,52,高雄市,茂林區,M,0,40~44,1,64000,64000360
010m,2013,52,高雄市,鳳山區,F,0,70+,1,64000,64000120
010m,2014,1,基隆市,中山區,M,0,55~59,1,10017,10017050
010m,2014,2,屏東縣,屏東市,F,0,50~54,1,10013,10013010
010m,2014,2,高雄市,新興區,M,0,55~59,1,64000,64000060
010m,2014,2,新北市,永和區,M,0,55~59,1,65000,65000040
010m,2014,3,宜蘭縣,冬山鄉,M,0,70+,1,10002,10002080
010m,2014,3,彰化縣,和美鎮,M,0,70+,1,10007,10007030
010m,2014,3,台中市,大里區,M,0,60~64,1,66000,66000280
010m,2014,4,嘉義縣,太保市,F,0,70+,1,10010,10010010
010m,2014,5,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2014,5,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2014,5,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2014,7,基隆市,中正區,F,0,25~29,1,10017,10017010
010m,2014,7,台北市,中山區,M,1,20~24,1,63000,63000040
010m,2014,7,新北市,平溪區,M,0,50~54,1,65000,65000240
010m,2014,8,雲林縣,東勢鄉,M,0,60~64,1,10009,10009140
010m,2014,8,新北市,中和區,F,0,70+,1,65000,65000030
010m,2014,9,新北市,三峽區,M,0,55~59,1,65000,65000090
010m,2014,9,台中市,太平區,M,0,50~54,1,66000,66000270
010m,2014,10,台東縣,延平鄉,M,0,60~64,1,10014,10014130
010m,2014,10,高雄市,前鎮區,M,0,45~49,1,64000,64000090
010m,2014,11,彰化縣,埔心鄉,F,0,70+,1,10007,10007150
010m,2014,11,嘉義縣,竹崎鄉,M,0,70+,1,10010,10010140
010m,2014,11,新北市,泰山區,M,1,20~24,1,65000,65000160
010m,2014,11,台中市,大里區,M,1,35~39,1,66000,66000280
010m,2014,11,台中市,潭子區,M,0,65~69,1,66000,66000170
010m,2014,13,宜蘭縣,大同鄉,F,0,70+,1,10002,10002110
010m,2014,13,花蓮縣,萬榮鄉,M,0,30~34,1,10015,10015120
010m,2014,13,台北市,大同區,M,1,60~64,1,63000,63000060
010m,2014,13,高雄市,前鎮區,M,0,45~49,1,64000,64000090
010m,2014,14,屏東縣,佳冬鄉,M,0,55~59,1,10013,10013210
010m,2014,14,花蓮縣,萬榮鄉,M,0,70+,1,10015,10015120
010m,2014,14,高雄市,左營區,M,0,60~64,1,64000,64000030
010m,2014,15,彰化縣,大村鄉,M,0,50~54,1,10007,10007130
010m,2014,15,彰化縣,田中鎮,M,0,70+,1,10007,10007120
010m,2014,15,新北市,中和區,M,0,65~69,1,65000,65000030
010m,2014,16,新竹縣,竹北市,M,0,45~49,1,10004,10004010
010m,2014,16,花蓮縣,吉安鄉,M,0,30~34,1,10015,10015050
010m,2014,16,新竹市,香山區,M,0,35~39,1,10018,10018030
010m,2014,18,桃園市,中壢區,F,0,50~54,1,68000,68000020
010m,2014,19,宜蘭縣,礁溪鄉,M,0,70+,1,10002,10002050
010m,2014,19,花蓮縣,秀林鄉,M,0,55~59,1,10015,10015110
010m,2014,19,花蓮縣,花蓮市,F,0,35~39,1,10015,10015010
010m,2014,19,花蓮縣,花蓮市,M,0,65~69,1,10015,10015010
010m,2014,19,桃園市,八德區,F,0,55~59,1,68000,68000080
010m,2014,20,新北市,新莊區,M,0,55~59,1,65000,65000050
010m,2014,21,宜蘭縣,員山鄉,M,0,55~59,1,10002,10002070
010m,2014,21,屏東縣,高樹鄉,M,0,55~59,1,10013,10013110
010m,2014,21,台南市,歸仁區,M,0,45~49,1,67000,67000280
010m,2014,23,高雄市,仁武區,M,0,45~49,1,64000,64000170
010m,2014,23,新北市,樹林區,M,0,70+,1,65000,65000070
010m,2014,24,新竹縣,竹東鎮,M,0,55~59,1,10004,10004020
010m,2014,24,屏東縣,竹田鄉,M,0,65~69,1,10013,10013140
010m,2014,24,台中市,石岡區,M,0,70+,1,66000,66000200
010m,2014,25,新竹縣,竹東鎮,F,1,25~29,1,10004,10004020
010m,2014,25,嘉義市,東區,M,0,45~49,1,10020,10020010
010m,2014,25,高雄市,梓官區,M,0,55~59,1,64000,64000290
010m,2014,25,高雄市,路竹區,F,0,70+,1,64000,64000240
010m,2014,25,新北市,中和區,M,0,65~69,1,65000,65000030
010m,2014,27,宜蘭縣,冬山鄉,F,0,60~64,1,10002,10002080
010m,2014,27,新竹市,東區,M,0,65~69,1,10018,10018010
010m,2014,27,嘉義市,東區,M,0,55~59,1,10020,10020010
010m,2014,27,台北市,中山區,M,0,65~69,1,63000,63000040
010m,2014,27,高雄市,左營區,F,1,30~34,1,64000,64000030
010m,2014,27,新北市,汐止區,M,0,70+,1,65000,65000110
010m,2014,28,南投縣,南投市,M,0,65~69,1,10008,10008010
010m,2014,28,屏東縣,屏東市,M,0,70+,1,10013,10013010
010m,2014,28,台南市,麻豆區,F,0,70+,1,67000,67000070
010m,2014,30,南投縣,仁愛鄉,M,0,65~69,1,10008,10008130
010m,2014,31,台南市,安南區,M,0,60~64,1,67000,67000350
010m,2014,31,桃園市,八德區,F,0,20~24,1,68000,68000080
010m,2014,32,彰化縣,和美鎮,M,0,70+,1,10007,10007030
010m,2014,32,南投縣,仁愛鄉,F,0,70+,1,10008,10008130
010m,2014,32,新北市,中和區,M,0,55~59,1,65000,65000030
010m,2014,34,彰化縣,員林市,F,0,50~54,1,10007,10007100
010m,2014,34,新北市,永和區,F,0,70+,1,65000,65000040
010m,2014,34,台中市,潭子區,M,0,70+,1,66000,66000170
010m,2014,35,屏東縣,屏東市,M,0,60~64,1,10013,10013010
010m,2014,36,南投縣,埔里鎮,F,0,40~44,1,10008,10008020
010m,2014,37,雲林縣,北港鎮,F,0,60~64,1,10009,10009060
010m,2014,37,基隆市,七堵區,M,0,35~39,1,10017,10017020
010m,2014,37,基隆市,仁愛區,F,0,45~49,1,10017,10017040
010m,2014,37,高雄市,鳳山區,M,0,65~69,1,64000,64000120
010m,2014,37,台中市,潭子區,M,0,50~54,1,66000,66000170
010m,2014,37,台南市,白河區,M,0,70+,1,67000,67000030
010m,2014,38,彰化縣,竹塘鄉,M,0,60~64,1,10007,10007250
010m,2014,38,雲林縣,崙背鄉,M,0,70+,1,10009,10009120
010m,2014,38,新北市,林口區,M,0,60~64,1,65000,65000170
010m,2014,38,台南市,北區,M,0,70+,1,67000,67000340
010m,2014,39,高雄市,新興區,M,0,60~64,1,64000,64000060
010m,2014,42,嘉義縣,布袋鎮,F,0,25~29,1,10010,10010030
010m,2014,42,台中市,西屯區,F,0,40~44,1,66000,66000060
010m,2014,42,台南市,仁德區,F,0,45~49,1,67000,67000270
010m,2014,42,桃園市,龍潭區,M,0,70+,1,68000,68000090
010m,2014,43,宜蘭縣,頭城鎮,M,0,55~59,1,10002,10002040
010m,2014,43,新北市,永和區,M,0,70+,1,65000,65000040
010m,2014,43,台中市,北屯區,M,0,65~69,1,66000,66000080
010m,2014,43,台中市,南區,M,0,20~24,1,66000,66000030
010m,2014,43,台南市,南區,F,0,40~44,1,67000,67000330
010m,2014,43,桃園市,桃園區,F,0,45~49,1,68000,68000010
010m,2014,44,新竹縣,竹北市,F,1,25~29,1,10004,10004010
010m,2014,44,台北市,萬華區,F,0,40~44,1,63000,63000070
010m,2014,44,台北市,萬華區,F,0,40~44,1,63000,63000071
010m,2014,44,台北市,萬華區,F,0,40~44,1,63000,63000072
010m,2014,44,高雄市,旗津區,M,0,65~69,1,64000,64000100
010m,2014,45,宜蘭縣,大同鄉,M,0,40~44,1,10002,10002110
010m,2014,45,嘉義縣,中埔鄉,F,0,55~59,1,10010,10010130
010m,2014,45,高雄市,小港區,M,0,70+,1,64000,64000110
010m,2014,45,新北市,樹林區,M,0,70+,1,65000,65000070
010m,2014,45,台中市,霧峰區,F,1,55~59,1,66000,66000260
010m,2014,46,苗栗縣,銅鑼鄉,M,0,45~49,1,10005,10005100
010m,2014,46,台中市,南屯區,M,0,30~34,1,66000,66000070
010m,2014,47,花蓮縣,秀林鄉,F,0,50~54,1,10015,10015110
010m,2014,48,新竹縣,竹北市,M,0,70+,1,10004,10004010
010m,2014,48,屏東縣,高樹鄉,F,0,60~64,1,10013,10013110
010m,2014,48,桃園市,大溪區,M,0,60~64,1,68000,68000030
010m,2014,49,雲林縣,斗六市,M,0,50~54,1,10009,10009010
010m,2014,49,高雄市,前鎮區,F,0,70+,1,64000,64000090
010m,2014,49,桃園市,桃園區,F,0,40~44,1,68000,68000010
010m,2014,50,屏東縣,恆春鎮,M,0,55~59,1,10013,10013040
010m,2014,50,新北市,土城區,M,0,55~59,1,65000,65000130
010m,2014,51,彰化縣,彰化市,M,0,65~69,1,10007,10007010
010m,2014,51,台南市,東區,M,0,45~49,1,67000,67000320
010m,2014,52,彰化縣,彰化市,M,0,15~19,1,10007,10007010
010m,2014,53,彰化縣,埔鹽鄉,M,0,70+,1,10007,10007140
010m,2015,1,雲林縣,台西鄉,F,0,70+,1,10009,10009160
010m,2015,1,屏東縣,潮州鎮,M,0,70+,1,10013,10013020
010m,2015,1,高雄市,鳳山區,F,0,50~54,1,64000,64000120
010m,2015,1,新北市,土城區,M,0,15~19,1,65000,65000130
010m,2015,3,新竹縣,尖石鄉,F,0,45~49,1,10004,10004120
010m,2015,3,台南市,六甲區,M,0,45~49,1,67000,67000090
010m,2015,4,彰化縣,田中鎮,M,1,35~39,1,10007,10007120
010m,2015,4,花蓮縣,吉安鄉,F,0,70+,1,10015,10015050
010m,2015,4,嘉義市,西區,F,0,70+,1,10020,10020020
010m,2015,4,新北市,樹林區,M,0,30~34,1,65000,65000070
010m,2015,4,台中市,北屯區,M,0,60~64,1,66000,66000080
010m,2015,5,南投縣,埔里鎮,M,0,70+,1,10008,10008020
010m,2015,5,台東縣,卑南鄉,M,0,55~59,1,10014,10014040
010m,2015,5,新北市,新店區,F,0,60~64,1,65000,65000060
010m,2015,6,彰化縣,鹿港鎮,M,0,50~54,1,10007,10007020
010m,2015,6,雲林縣,崙背鄉,M,0,65~69,1,10009,10009120
010m,2015,6,台南市,南區,M,0,55~59,1,67000,67000330
010m,2015,8,南投縣,名間鄉,M,0,70+,1,10008,10008060
010m,2015,8,台東縣,延平鄉,M,0,40~44,1,10014,10014130
010m,2015,8,新北市,新店區,F,0,35~39,1,65000,65000060
010m,2015,9,彰化縣,員林市,M,0,65~69,1,10007,10007100
010m,2015,9,彰化縣,永靖鄉,F,0,65~69,1,10007,10007160
010m,2015,9,雲林縣,東勢鄉,M,0,45~49,1,10009,10009140
010m,2015,9,花蓮縣,吉安鄉,M,0,25~29,1,10015,10015050
010m,2015,9,花蓮縣,壽豐鄉,M,0,65~69,1,10015,10015060
010m,2015,9,台南市,仁德區,F,0,30~34,1,67000,67000270
010m,2015,10,台東縣,台東市,M,0,60~64,1,10014,10014010
010m,2015,10,花蓮縣,秀林鄉,M,0,15~19,1,10015,10015110
010m,2015,10,新北市,永和區,M,0,25~29,1,65000,65000040
010m,2015,11,花蓮縣,吉安鄉,M,0,70+,1,10015,10015050
010m,2015,11,桃園市,龜山區,F,0,65~69,1,68000,68000070
010m,2015,12,南投縣,仁愛鄉,M,0,20~24,1,10008,10008130
010m,2015,12,雲林縣,麥寮鄉,M,0,40~44,1,10009,10009130
010m,2015,12,台中市,東區,F,1,25~29,1,66000,66000020
010m,2015,12,台中市,霧峰區,M,0,40~44,1,66000,66000260
010m,2015,12,台南市,南區,M,0,70+,1,67000,67000330
010m,2015,13,南投縣,仁愛鄉,M,0,35~39,1,10008,10008130
010m,2015,14,高雄市,三民區,F,0,50~54,1,64000,64000050
010m,2015,14,高雄市,三民區,F,0,50~54,1,64000,64000051
010m,2015,14,高雄市,三民區,F,0,50~54,1,64000,64000052
010m,2015,14,高雄市,楠梓區,M,0,70+,1,64000,64000040
010m,2015,14,新北市,蘆洲區,M,0,45~49,1,65000,65000140
010m,2015,14,台中市,太平區,M,0,65~69,1,66000,66000270
010m,2015,15,彰化縣,和美鎮,F,0,55~59,1,10007,10007030
010m,2015,15,新北市,平溪區,M,0,70+,1,65000,65000240
010m,2015,15,台中市,北區,F,1,35~39,1,66000,66000050
010m,2015,15,台南市,左鎮區,F,0,70+,1,67000,67000260
010m,2015,16,南投縣,南投市,M,0,55~59,1,10008,10008010
010m,2015,16,高雄市,橋頭區,F,0,50~54,1,64000,64000200
010m,2015,17,南投縣,埔里鎮,F,0,30~34,1,10008,10008020
010m,2015,17,高雄市,大寮區,M,0,45~49,1,64000,64000140
010m,2015,17,台中市,梧棲區,M,0,35~39,1,66000,66000140
010m,2015,18,嘉義縣,民雄鄉,M,0,60~64,1,10010,10010050
010m,2015,18,新竹市,東區,M,1,20~24,1,10018,10018010
010m,2015,19,新北市,淡水區,M,1,50~54,1,65000,65000100
010m,2015,20,高雄市,鳳山區,M,0,35~39,1,64000,64000120
010m,2015,21,花蓮縣,吉安鄉,M,0,40~44,1,10015,10015050
010m,2015,21,高雄市,左營區,F,0,35~39,1,64000,64000030
010m,2015,22,高雄市,茄萣區,M,0,70+,1,64000,64000260
010m,2015,22,台中市,豐原區,M,0,70+,1,66000,66000090
010m,2015,22,桃園市,龜山區,F,0,20~24,1,68000,68000070
010m,2015,23,基隆市,安樂區,F,0,35~39,1,10017,10017060
010m,2015,23,高雄市,楠梓區,M,0,60~64,1,64000,64000040
010m,2015,25,基隆市,仁愛區,M,0,50~54,1,10017,10017040
