"死亡年份","死亡月份","縣市別","性別","死亡年齡分組","個案數"
"2013","02","台中市","F","45-54",1
"2013","02","台中市","F","55-64",1
"2013","02","台中市","M","25-34",1
"2013","02","台中市","M","35-44",2
"2013","02","台北市","M","25-34",3
"2013","02","台南市","F","65以上",1
"2013","02","台南市","M","25-34",1
"2013","02","台南市","M","35-44",1
"2013","02","南投縣","M","45-54",1
"2013","02","屏東縣","M","45-54",1
"2013","02","桃園市","M","15-24",1
"2013","02","桃園市","M","25-34",2
"2013","02","桃園市","M","35-44",2
"2013","02","高雄市","M","25-34",3
"2013","02","高雄市","M","35-44",2
"2013","02","高雄市","M","45-54",4
"2013","02","高雄市","M","55-64",2
"2013","02","高雄市","M","65以上",2
"2013","02","基隆市","M","25-34",1
"2013","02","基隆市","M","35-44",1
"2013","02","基隆市","M","45-54",1
"2013","02","雲林縣","M","25-34",1
"2013","02","雲林縣","M","45-54",1
"2013","02","新北市","M","25-34",1
"2013","02","新北市","M","55-64",1
"2013","02","新北市","M","65以上",2
"2013","02","新竹市","F","35-44",1
"2013","02","嘉義縣","M","35-44",1
"2013","02","彰化縣","M","35-44",2
"2013","02","彰化縣","M","45-54",2
"2013","03","台中市","M","45-54",2
"2013","03","台中市","M","55-64",1
"2013","03","台北市","M","15-24",1
"2013","03","台北市","M","25-34",2
"2013","03","台北市","M","35-44",1
"2013","03","台北市","M","45-54",2
"2013","03","桃園市","F","55-64",1
"2013","03","桃園市","M","25-34",1
"2013","03","桃園市","M","35-44",1
"2013","03","桃園市","M","45-54",3
"2013","03","高雄市","M","35-44",5
"2013","03","高雄市","M","45-54",1
"2013","03","基隆市","M","35-44",1
"2013","03","雲林縣","M","25-34",1
"2013","03","雲林縣","M","45-54",1
"2013","03","新北市","F","45-54",1
"2013","03","新北市","F","55-64",1
"2013","03","新北市","M","25-34",1
"2013","03","新北市","M","45-54",2
"2013","03","新竹市","M","35-44",1
"2013","03","新竹市","M","55-64",1
"2013","04","台中市","F","45-54",1
"2013","04","台北市","F","45-54",1
"2013","04","台北市","M","25-34",1
"2013","04","台北市","M","35-44",1
"2013","04","台北市","M","65以上",1
"2013","04","台南市","M","65以上",1
"2013","04","南投縣","M","25-34",1
"2013","04","南投縣","M","35-44",2
"2013","04","桃園市","M","35-44",2
"2013","04","桃園市","M","45-54",1
"2013","04","桃園市","M","55-64",3
"2013","04","高雄市","M","25-34",3
"2013","04","高雄市","M","35-44",3
"2013","04","高雄市","M","45-54",1
"2013","04","基隆市","M","45-54",1
"2013","04","雲林縣","M","35-44",1
"2013","04","雲林縣","M","45-54",1
"2013","04","新北市","M","45-54",1
"2013","04","彰化縣","F","15-24",1
"2013","05","台中市","F","25-34",1
"2013","05","台中市","M","25-34",1
"2013","05","台中市","M","35-44",1
"2013","05","台北市","M","35-44",2
"2013","05","台北市","M","65以上",1
"2013","05","花蓮縣","M","45-54",1
"2013","05","金門縣","M","25-34",1
"2013","05","桃園市","F","25-34",1
"2013","05","桃園市","M","35-44",2
"2013","05","桃園市","M","45-54",1
"2013","05","桃園市","M","65以上",1
"2013","05","高雄市","M","15-24",1
"2013","05","高雄市","M","45-54",3
"2013","05","雲林縣","M","35-44",1
"2013","05","新北市","M","45-54",3
"2013","05","新竹市","M","35-44",2
"2013","06","台中市","M","15-24",1
"2013","06","台中市","M","25-34",1
"2013","06","台中市","M","55-64",1
"2013","06","台北市","F","55-64",1
"2013","06","台北市","M","25-34",2
"2013","06","台北市","M","35-44",1
"2013","06","台南市","M","25-34",2
"2013","06","台南市","M","55-64",1
"2013","06","南投縣","M","25-34",1
"2013","06","桃園市","M","45-54",1
"2013","06","桃園市","M","55-64",1
"2013","06","高雄市","F","55-64",1
"2013","06","高雄市","M","25-34",2
"2013","06","高雄市","M","35-44",3
"2013","06","高雄市","M","45-54",1
"2013","06","基隆市","M","55-64",1
"2013","06","新北市","M","45-54",1
"2013","06","新北市","M","55-64",3
"2013","06","新竹市","M","35-44",1
"2013","06","新竹市","M","45-54",1
"2013","06","彰化縣","M","35-44",2
"2013","06","彰化縣","M","45-54",1
"2013","07","台中市","M","25-34",1
"2013","07","台中市","M","35-44",1
"2013","07","台中市","M","45-54",1
"2013","07","台中市","M","65以上",1
"2013","07","台北市","M","25-34",1
"2013","07","台北市","M","45-54",2
"2013","07","台北市","M","55-64",1
"2013","07","台北市","M","65以上",1
"2013","07","台南市","M","25-34",1
"2013","07","台南市","M","35-44",2
"2013","07","南投縣","M","35-44",1
"2013","07","屏東縣","M","35-44",1
"2013","07","苗栗縣","M","65以上",1
"2013","07","桃園市","F","25-34",1
"2013","07","桃園市","M","35-44",2
"2013","07","高雄市","M","15-24",1
"2013","07","高雄市","M","25-34",1
"2013","07","高雄市","M","35-44",4
"2013","07","高雄市","M","55-64",1
"2013","07","基隆市","M","25-34",1
"2013","07","雲林縣","M","35-44",1
"2013","07","雲林縣","M","55-64",1
"2013","07","新北市","F","45-54",1
"2013","07","新北市","F","65以上",1
"2013","07","新北市","M","25-34",1
"2013","07","新北市","M","45-54",3
"2013","07","新北市","M","65以上",2
"2013","07","新竹市","M","35-44",1
"2013","07","彰化縣","M","25-34",2
"2013","07","彰化縣","M","35-44",3
"2013","08","台中市","M","35-44",2
"2013","08","台中市","M","55-64",2
"2013","08","台北市","M","25-34",1
"2013","08","台北市","M","35-44",3
"2013","08","台北市","M","45-54",1
"2013","08","台北市","M","65以上",1
"2013","08","台東縣","M","35-44",1
"2013","08","台南市","M","25-34",1
"2013","08","台南市","M","45-54",4
"2013","08","台南市","M","55-64",2
"2013","08","南投縣","F","45-54",1
"2013","08","南投縣","M","45-54",1
"2013","08","桃園市","F","35-44",1
"2013","08","桃園市","M","55-64",1
"2013","08","高雄市","M","25-34",2
"2013","08","高雄市","M","35-44",1
"2013","08","高雄市","M","45-54",1
"2013","08","高雄市","M","55-64",2
"2013","08","基隆市","M","35-44",1
"2013","08","基隆市","M","45-54",1
"2013","08","雲林縣","M","45-54",1
"2013","08","新北市","M","35-44",2
"2013","08","新北市","M","45-54",1
"2013","08","新竹市","M","25-34",1
"2013","08","彰化縣","M","25-34",1
"2013","08","彰化縣","M","35-44",1
"2013","09","台中市","M","25-34",1
"2013","09","台中市","M","35-44",2
"2013","09","台中市","M","65以上",1
"2013","09","台北市","M","45-54",1
"2013","09","台北市","M","55-64",1
"2013","09","台北市","M","65以上",2
"2013","09","台南市","M","25-34",1
"2013","09","台南市","M","45-54",2
"2013","09","台南市","M","55-64",1
"2013","09","屏東縣","M","45-54",1
"2013","09","桃園市","F","45-54",1
"2013","09","桃園市","M","45-54",2
"2013","09","高雄市","M","25-34",2
"2013","09","高雄市","M","35-44",1
"2013","09","高雄市","M","45-54",1
"2013","09","雲林縣","M","35-44",1
"2013","09","新北市","M","35-44",1
"2013","09","新竹市","M","35-44",1
"2013","09","新竹市","M","65以上",1
"2013","09","嘉義縣","M","45-54",1
"2013","09","彰化縣","M","25-34",1
"2013","09","彰化縣","M","35-44",1
"2013","09","彰化縣","M","45-54",1
"2013","10","台中市","F","45-54",1
"2013","10","台中市","M","15-24",1
"2013","10","台中市","M","25-34",1
"2013","10","台中市","M","35-44",1
"2013","10","台北市","M","25-34",1
"2013","10","台北市","M","45-54",3
"2013","10","台北市","M","55-64",1
"2013","10","台南市","M","25-34",3
"2013","10","台南市","M","35-44",1
"2013","10","南投縣","M","35-44",1
"2013","10","南投縣","M","45-54",2
"2013","10","桃園市","M","35-44",3
"2013","10","桃園市","M","45-54",2
"2013","10","桃園市","M","65以上",1
"2013","10","高雄市","M","35-44",2
"2013","10","高雄市","M","45-54",1
"2013","10","高雄市","M","55-64",1
"2013","10","高雄市","M","65以上",1
"2013","10","基隆市","M","35-44",1
"2013","10","基隆市","M","45-54",1
"2013","10","新北市","M","25-34",1
"2013","10","新北市","M","35-44",1
"2013","10","新竹市","M","35-44",1
"2013","10","新竹市","M","45-54",1
"2013","10","新竹縣","M","55-64",1
"2013","10","彰化縣","M","25-34",1
"2013","10","彰化縣","M","55-64",1
"2013","11","台中市","M","35-44",2
"2013","11","台中市","M","45-54",2
"2013","11","台中市","M","55-64",1
"2013","11","台北市","M","25-34",1
"2013","11","台北市","M","35-44",2
"2013","11","台北市","M","45-54",4
"2013","11","台北市","M","55-64",1
"2013","11","台南市","M","45-54",1
"2013","11","台南市","M","65以上",1
"2013","11","南投縣","M","25-34",1
"2013","11","屏東縣","M","25-34",1
"2013","11","桃園市","M","55-64",2
"2013","11","高雄市","M","25-34",1
"2013","11","高雄市","M","35-44",4
"2013","11","高雄市","M","45-54",2
"2013","11","雲林縣","F","65以上",1
"2013","11","雲林縣","M","25-34",1
"2013","11","雲林縣","M","35-44",1
"2013","11","雲林縣","M","45-54",1
"2013","11","新竹市","M","35-44",1
"2013","11","新竹縣","M","25-34",1
"2013","11","嘉義縣","M","55-64",1
"2013","11","彰化縣","M","25-34",2
"2013","12","台中市","F","45-54",1
"2013","12","台中市","M","15-24",1
"2013","12","台北市","M","15-24",1
"2013","12","台北市","M","25-34",2
"2013","12","台北市","M","35-44",1
"2013","12","台北市","M","45-54",3
"2013","12","台北市","M","65以上",2
"2013","12","台東縣","M","45-54",1
"2013","12","台東縣","M","55-64",1
"2013","12","台南市","M","45-54",3
"2013","12","南投縣","M","35-44",1
"2013","12","屏東縣","M","35-44",1
"2013","12","桃園市","F","45-54",1
"2013","12","桃園市","M","25-34",1
"2013","12","桃園市","M","35-44",2
"2013","12","桃園市","M","55-64",1
"2013","12","高雄市","M","35-44",2
"2013","12","高雄市","M","45-54",2
"2013","12","高雄市","M","65以上",2
"2013","12","基隆市","F","45-54",1
"2013","12","基隆市","M","25-34",1
"2013","12","雲林縣","M","45-54",2
"2013","12","雲林縣","M","65以上",1
"2013","12","新北市","M","25-34",1
"2013","12","新北市","M","35-44",2
"2013","12","新北市","M","45-54",1
"2013","12","新北市","M","65以上",1
"2013","12","新竹市","F","25-34",1
"2013","12","新竹市","M","25-34",1
"2013","12","嘉義縣","M","45-54",2
"2013","12","嘉義縣","M","55-64",1
"2013","12","彰化縣","M","45-54",1
"2013","12","彰化縣","M","55-64",1
"2014","01","台中市","M","25-34",2
"2014","01","台中市","M","35-44",2
"2014","01","台北市","M","35-44",3
"2014","01","台北市","M","45-54",3
"2014","01","台北市","M","65以上",1
"2014","01","台東縣","M","25-34",1
"2014","01","台南市","M","45-54",1
"2014","01","台南市","M","55-64",1
"2014","01","屏東縣","M","35-44",1
"2014","01","桃園市","F","25-34",1
"2014","01","桃園市","F","55-64",1
"2014","01","桃園市","M","35-44",2
"2014","01","高雄市","M","35-44",5
"2014","01","高雄市","M","45-54",1
"2014","01","高雄市","M","65以上",1
"2014","01","雲林縣","M","35-44",1
"2014","01","新北市","M","15-24",1
"2014","01","新北市","M","25-34",1
"2014","01","新北市","M","35-44",2
"2014","01","嘉義縣","M","35-44",1
"2014","02","台中市","F","35-44",1
"2014","02","台中市","M","25-34",3
"2014","02","台中市","M","35-44",1
"2014","02","台中市","M","45-54",3
"2014","02","台中市","M","65以上",1
"2014","02","台北市","M","15-24",1
"2014","02","台北市","M","25-34",3
"2014","02","台北市","M","35-44",3
"2014","02","台北市","M","45-54",3
"2014","02","台北市","M","65以上",2
"2014","02","台南市","M","35-44",2
"2014","02","台南市","M","45-54",2
"2014","02","台南市","M","55-64",1
"2014","02","花蓮縣","M","35-44",1
"2014","02","南投縣","F","25-34",1
"2014","02","屏東縣","M","35-44",1
"2014","02","桃園市","M","25-34",1
"2014","02","桃園市","M","35-44",1
"2014","02","桃園市","M","45-54",1
"2014","02","高雄市","F","45-54",1
"2014","02","高雄市","M","25-34",1
"2014","02","高雄市","M","45-54",1
"2014","02","雲林縣","M","35-44",2
"2014","02","新北市","F","35-44",1
"2014","02","新北市","F","65以上",1
"2014","02","新北市","M","25-34",1
"2014","02","新北市","M","35-44",1
"2014","02","新北市","M","55-64",1
"2014","02","彰化縣","M","35-44",1
"2014","02","澎湖縣","M","65以上",1
"2014","03","台中市","M","45-54",1
"2014","03","台北市","F","55-64",1
"2014","03","台北市","M","25-34",1
"2014","03","台北市","M","35-44",3
"2014","03","台北市","M","45-54",1
"2014","03","台北市","M","65以上",1
"2014","03","台南市","M","15-24",1
"2014","03","台南市","M","35-44",1
"2014","03","台南市","M","55-64",1
"2014","03","屏東縣","M","35-44",1
"2014","03","屏東縣","M","45-54",1
"2014","03","桃園市","M","35-44",2
"2014","03","桃園市","M","45-54",1
"2014","03","高雄市","F","55-64",1
"2014","03","高雄市","M","25-34",1
"2014","03","高雄市","M","35-44",3
"2014","03","高雄市","M","45-54",7
"2014","03","高雄市","M","55-64",2
"2014","03","雲林縣","M","35-44",1
"2014","03","雲林縣","M","45-54",2
"2014","03","雲林縣","M","55-64",1
"2014","03","新北市","F","0-14",1
"2014","03","新北市","M","35-44",1
"2014","03","新北市","M","45-54",3
"2014","03","新竹市","M","45-54",1
"2014","03","彰化縣","M","35-44",1
"2014","03","彰化縣","M","55-64",1
"2014","04","台中市","M","25-34",3
"2014","04","台中市","M","35-44",2
"2014","04","台中市","M","45-54",2
"2014","04","台北市","F","65以上",1
"2014","04","台北市","M","35-44",1
"2014","04","台北市","M","45-54",1
"2014","04","台北市","M","65以上",1
"2014","04","台南市","M","55-64",1
"2014","04","屏東縣","M","35-44",2
"2014","04","桃園市","M","25-34",1
"2014","04","桃園市","M","45-54",1
"2014","04","高雄市","M","35-44",1
"2014","04","基隆市","M","45-54",1
"2014","04","雲林縣","M","25-34",1
"2014","04","雲林縣","M","45-54",1
"2014","04","雲林縣","M","55-64",1
"2014","04","新北市","M","35-44",4
"2014","04","新北市","M","45-54",1
"2014","05","台中市","M","25-34",1
"2014","05","台中市","M","45-54",2
"2014","05","台北市","M","25-34",1
"2014","05","台北市","M","35-44",2
"2014","05","台北市","M","45-54",1
"2014","05","台北市","M","65以上",1
"2014","05","台南市","M","35-44",1
"2014","05","台南市","M","45-54",1
"2014","05","台南市","M","65以上",1
"2014","05","南投縣","M","45-54",2
"2014","05","桃園市","F","25-34",1
"2014","05","桃園市","M","45-54",2
"2014","05","高雄市","F","65以上",1
"2014","05","高雄市","M","35-44",2
"2014","05","高雄市","M","45-54",2
"2014","05","高雄市","M","55-64",2
"2014","05","雲林縣","F","45-54",1
"2014","05","雲林縣","M","35-44",1
"2014","05","新北市","M","55-64",2
"2014","05","新竹市","M","55-64",1
"2014","05","嘉義縣","M","35-44",1
"2014","05","彰化縣","M","35-44",5
"2014","05","彰化縣","M","45-54",1
"2014","05","彰化縣","M","55-64",1
"2014","05","澎湖縣","M","35-44",1
"2014","06","台中市","M","25-34",2
"2014","06","台中市","M","35-44",1
"2014","06","台中市","M","45-54",2
"2014","06","台中市","M","65以上",1
"2014","06","台北市","M","25-34",6
"2014","06","台北市","M","45-54",4
"2014","06","台北市","M","65以上",1
"2014","06","宜蘭縣","F","45-54",1
"2014","06","屏東縣","M","35-44",3
"2014","06","桃園市","F","35-44",1
"2014","06","桃園市","M","45-54",2
"2014","06","高雄市","M","25-34",1
"2014","06","高雄市","M","35-44",2
"2014","06","高雄市","M","45-54",1
"2014","06","高雄市","M","65以上",1
"2014","06","雲林縣","M","35-44",4
"2014","06","雲林縣","M","45-54",2
"2014","06","新北市","M","35-44",1
"2014","06","新北市","M","55-64",1
"2014","06","彰化縣","M","15-24",1
"2014","06","彰化縣","M","55-64",1
"2014","07","台中市","F","25-34",1
"2014","07","台中市","M","25-34",1
"2014","07","台中市","M","35-44",2
"2014","07","台北市","F","65以上",1
"2014","07","台北市","M","25-34",1
"2014","07","台北市","M","35-44",1
"2014","07","台北市","M","45-54",2
"2014","07","台北市","M","55-64",3
"2014","07","台北市","M","65以上",2
"2014","07","台南市","M","25-34",1
"2014","07","台南市","M","65以上",1
"2014","07","花蓮縣","M","35-44",2
"2014","07","桃園市","M","35-44",3
"2014","07","桃園市","M","45-54",1
"2014","07","桃園市","M","55-64",1
"2014","07","高雄市","F","45-54",1
"2014","07","高雄市","M","25-34",1
"2014","07","高雄市","M","35-44",1
"2014","07","高雄市","M","45-54",1
"2014","07","高雄市","M","55-64",1
"2014","07","基隆市","M","35-44",2
"2014","07","雲林縣","M","25-34",1
"2014","07","雲林縣","M","35-44",1
"2014","07","新竹市","M","35-44",1
"2014","08","台中市","M","35-44",2
"2014","08","台中市","M","45-54",1
"2014","08","台北市","F","45-54",1
"2014","08","台北市","F","65以上",1
"2014","08","台北市","M","25-34",1
"2014","08","台北市","M","35-44",1
"2014","08","台北市","M","45-54",2
"2014","08","台南市","M","35-44",1
"2014","08","南投縣","M","35-44",1
"2014","08","南投縣","M","65以上",1
"2014","08","桃園市","M","25-34",2
"2014","08","桃園市","M","35-44",3
"2014","08","桃園市","M","45-54",2
"2014","08","高雄市","F","45-54",1
"2014","08","高雄市","M","15-24",1
"2014","08","高雄市","M","35-44",3
"2014","08","高雄市","M","45-54",2
"2014","08","高雄市","M","65以上",1
"2014","08","雲林縣","M","55-64",1
"2014","08","新北市","M","25-34",2
"2014","08","新北市","M","35-44",1
"2014","08","新竹市","M","25-34",1
"2014","08","嘉義縣","M","25-34",1
"2014","08","彰化縣","M","25-34",2
"2014","08","彰化縣","M","45-54",2
"2014","08","彰化縣","M","55-64",1
"2014","09","台中市","F","35-44",1
"2014","09","台中市","M","35-44",2
"2014","09","台中市","M","45-54",2
"2014","09","台北市","F","65以上",1
"2014","09","台北市","M","25-34",1
"2014","09","台北市","M","35-44",3
"2014","09","台北市","M","45-54",1
"2014","09","台北市","M","55-64",1
"2014","09","台北市","M","65以上",2
"2014","09","台南市","M","45-54",1
"2014","09","南投縣","M","25-34",1
"2014","09","南投縣","M","35-44",2
"2014","09","桃園市","M","25-34",1
"2014","09","桃園市","M","35-44",2
"2014","09","桃園市","M","55-64",2
"2014","09","高雄市","M","15-24",1
"2014","09","高雄市","M","35-44",2
"2014","09","雲林縣","M","25-34",1
"2014","09","雲林縣","M","45-54",2
"2014","09","新北市","M","35-44",1
"2014","09","新北市","M","55-64",1
"2014","09","新竹市","M","45-54",1
"2014","09","嘉義縣","M","35-44",1
"2014","09","嘉義縣","M","45-54",1
"2014","09","彰化縣","M","35-44",1
"2014","10","台中市","F","35-44",1
"2014","10","台中市","M","15-24",1
"2014","10","台中市","M","25-34",2
"2014","10","台中市","M","35-44",3
"2014","10","台中市","M","45-54",2
"2014","10","台中市","M","55-64",1
"2014","10","台北市","F","45-54",1
"2014","10","台北市","M","35-44",1
"2014","10","台北市","M","45-54",1
"2014","10","台南市","M","55-64",1
"2014","10","南投縣","M","35-44",1
"2014","10","南投縣","M","45-54",1
"2014","10","屏東縣","M","45-54",1
"2014","10","桃園市","F","25-34",1
"2014","10","桃園市","M","35-44",1
"2014","10","桃園市","M","55-64",1
"2014","10","高雄市","M","15-24",1
"2014","10","高雄市","M","45-54",3
"2014","10","高雄市","M","55-64",1
"2014","10","基隆市","M","35-44",1
"2014","10","基隆市","M","65以上",1
"2014","10","新北市","M","35-44",3
"2014","10","新北市","M","45-54",2
"2014","10","新北市","M","55-64",2
"2014","10","嘉義縣","M","35-44",1
"2014","10","嘉義縣","M","45-54",1
"2014","10","彰化縣","M","45-54",1
"2014","10","彰化縣","M","55-64",1
"2014","11","台中市","M","25-34",2
"2014","11","台北市","M","25-34",2
"2014","11","台北市","M","45-54",1
"2014","11","台南市","M","35-44",1
"2014","11","南投縣","F","35-44",1
"2014","11","屏東縣","M","15-24",1
"2014","11","屏東縣","M","35-44",1
"2014","11","桃園市","M","45-54",2
"2014","11","高雄市","F","25-34",1
"2014","11","高雄市","M","25-34",1
"2014","11","高雄市","M","35-44",1
"2014","11","高雄市","M","45-54",5
"2014","11","雲林縣","M","45-54",1
"2014","11","新北市","M","35-44",1
"2014","11","新竹市","M","45-54",1
"2014","11","新竹縣","M","35-44",1
"2014","11","彰化縣","M","25-34",1
"2014","11","彰化縣","M","35-44",2
"2014","11","彰化縣","M","45-54",2
"2014","12","台中市","M","35-44",2
"2014","12","台中市","M","45-54",2
"2014","12","台中市","M","55-64",1
"2014","12","台北市","F","55-64",2
"2014","12","台北市","M","25-34",2
"2014","12","台北市","M","35-44",2
"2014","12","台北市","M","55-64",4
"2014","12","台北市","M","65以上",2
"2014","12","台南市","M","25-34",1
"2014","12","台南市","M","35-44",1
"2014","12","南投縣","M","25-34",1
"2014","12","屏東縣","M","35-44",1
"2014","12","屏東縣","M","45-54",2
"2014","12","桃園市","M","25-34",1
"2014","12","桃園市","M","35-44",2
"2014","12","桃園市","M","45-54",1
"2014","12","桃園市","M","55-64",1
"2014","12","桃園市","M","65以上",1
"2014","12","高雄市","M","25-34",1
"2014","12","高雄市","M","35-44",1
"2014","12","高雄市","M","45-54",2
"2014","12","基隆市","M","35-44",1
"2014","12","雲林縣","M","35-44",2
"2014","12","雲林縣","M","45-54",1
"2014","12","新北市","M","25-34",2
"2014","12","新北市","M","35-44",1
"2014","12","新竹市","F","35-44",1
"2014","12","新竹市","M","25-34",1
"2014","12","嘉義縣","M","45-54",1
"2014","12","彰化縣","M","35-44",3
"2014","12","彰化縣","M","55-64",1
"2015","01","台中市","M","15-24",2
"2015","01","台中市","M","45-54",3
"2015","01","台中市","M","55-64",1
"2015","01","台北市","F","45-54",1
"2015","01","台北市","M","15-24",1
"2015","01","台北市","M","35-44",3
"2015","01","台北市","M","45-54",1
"2015","01","台北市","M","55-64",2
"2015","01","南投縣","F","35-44",1
"2015","01","桃園市","M","45-54",2
"2015","01","高雄市","M","25-34",1
"2015","01","高雄市","M","45-54",1
"2015","01","高雄市","M","55-64",1
"2015","01","高雄市","M","65以上",2
"2015","01","基隆市","M","45-54",1
"2015","01","雲林縣","M","25-34",1
"2015","01","雲林縣","M","45-54",1
"2015","01","雲林縣","M","55-64",1
"2015","01","新北市","M","25-34",1
"2015","01","新北市","M","45-54",1
"2015","01","嘉義市","M","35-44",1
"2015","01","彰化縣","M","25-34",1
"2015","02","台中市","M","25-34",1
"2015","02","台中市","M","45-54",2
"2015","02","台中市","M","55-64",1
"2015","02","台北市","M","35-44",1
"2015","02","台北市","M","45-54",3
"2015","02","台北市","M","55-64",1
"2015","02","台北市","M","65以上",3
"2015","02","台南市","M","35-44",1
"2015","02","台南市","M","45-54",1
"2015","02","花蓮縣","M","45-54",1
"2015","02","苗栗縣","M","25-34",1
"2015","02","桃園市","M","35-44",3
"2015","02","高雄市","M","25-34",1
"2015","02","高雄市","M","35-44",2
"2015","02","基隆市","M","25-34",2
"2015","02","雲林縣","F","35-44",1
"2015","02","新北市","M","25-34",4
"2015","02","新北市","M","35-44",2
"2015","02","嘉義縣","F","35-44",1
"2015","02","彰化縣","F","45-54",1
"2015","02","彰化縣","M","35-44",3
"2015","02","彰化縣","M","45-54",1
"2015","02","彰化縣","M","55-64",1
"2015","03","台中市","M","35-44",2
"2015","03","台中市","M","45-54",1
"2015","03","台北市","F","65以上",1
"2015","03","台北市","M","15-24",2
"2015","03","台北市","M","25-34",3
"2015","03","台北市","M","35-44",1
"2015","03","台北市","M","55-64",1
"2015","03","台南市","M","35-44",1
"2015","03","台南市","M","45-54",2
"2015","03","台南市","M","65以上",1
"2015","03","桃園市","M","35-44",3
"2015","03","高雄市","M","25-34",1
"2015","03","高雄市","M","35-44",5
"2015","03","高雄市","M","45-54",2
"2015","03","高雄市","M","55-64",1
"2015","03","高雄市","M","65以上",1
"2015","03","基隆市","M","35-44",1
"2015","03","雲林縣","M","35-44",1
"2015","03","新北市","F","35-44",1
"2015","03","新北市","M","35-44",1
"2015","03","新北市","M","45-54",2
"2015","03","新北市","M","55-64",1
"2015","03","新北市","M","65以上",1
"2015","03","嘉義縣","M","35-44",1
"2015","03","彰化縣","M","35-44",2
"2015","03","彰化縣","M","55-64",1
"2015","04","台中市","M","25-34",3
"2015","04","台中市","M","35-44",1
"2015","04","台中市","M","45-54",2
"2015","04","台中市","M","65以上",1
"2015","04","台北市","M","15-24",1
"2015","04","台北市","M","25-34",2
"2015","04","台北市","M","45-54",3
"2015","04","台北市","M","55-64",1
"2015","04","台北市","M","65以上",2
"2015","04","台南市","M","45-54",1
"2015","04","台南市","M","55-64",1
"2015","04","花蓮縣","M","45-54",1
"2015","04","屏東縣","M","45-54",1
"2015","04","桃園市","F","35-44",1
"2015","04","桃園市","M","15-24",1
"2015","04","桃園市","M","25-34",2
"2015","04","桃園市","M","35-44",4
"2015","04","桃園市","M","45-54",1
"2015","04","高雄市","M","25-34",1
"2015","04","高雄市","M","35-44",1
"2015","04","高雄市","M","55-64",1
"2015","04","基隆市","M","35-44",1
"2015","04","雲林縣","M","35-44",1
"2015","04","雲林縣","M","45-54",1
"2015","04","新北市","M","35-44",3
"2015","04","新北市","M","45-54",2
"2015","04","新北市","M","65以上",1
"2015","04","彰化縣","M","35-44",1
"2015","05","台中市","M","15-24",1
"2015","05","台中市","M","25-34",1
"2015","05","台中市","M","35-44",1
"2015","05","台中市","M","45-54",2
"2015","05","台北市","M","15-24",1
"2015","05","台北市","M","25-34",1
"2015","05","台北市","M","35-44",2
"2015","05","台北市","M","55-64",2
"2015","05","台北市","M","65以上",1
"2015","05","台南市","M","45-54",1
"2015","05","花蓮縣","M","25-34",1
"2015","05","花蓮縣","M","35-44",1
"2015","05","南投縣","M","25-34",1
"2015","05","桃園市","M","55-64",2
"2015","05","高雄市","M","35-44",2
"2015","05","高雄市","M","45-54",1
"2015","05","高雄市","M","55-64",2
"2015","05","新北市","M","35-44",2
"2015","05","新北市","M","45-54",1
"2015","05","彰化縣","M","35-44",1
"2015","05","彰化縣","M","45-54",2
"2015","05","彰化縣","M","55-64",1
"2015","06","台中市","M","25-34",1
"2015","06","台中市","M","35-44",1
"2015","06","台中市","M","55-64",1
"2015","06","台中市","M","65以上",1
"2015","06","台北市","M","45-54",2
"2015","06","台南市","M","35-44",2
"2015","06","台南市","M","55-64",2
"2015","06","花蓮縣","M","25-34",1
"2015","06","南投縣","M","25-34",1
"2015","06","屏東縣","M","35-44",2
"2015","06","屏東縣","M","45-54",1
"2015","06","桃園市","F","15-24",1
"2015","06","桃園市","F","35-44",1
"2015","06","桃園市","M","25-34",1
"2015","06","桃園市","M","35-44",1
"2015","06","桃園市","M","45-54",1
"2015","06","高雄市","F","45-54",1
"2015","06","高雄市","M","15-24",1
"2015","06","高雄市","M","35-44",1
"2015","06","高雄市","M","45-54",4
"2015","06","高雄市","M","55-64",1
"2015","06","雲林縣","M","35-44",1
"2015","06","新北市","M","35-44",2
"2015","06","新北市","M","45-54",1
"2015","06","新北市","M","55-64",2
"2015","06","新竹市","M","35-44",1
"2015","06","彰化縣","M","35-44",1
"2015","07","台中市","F","25-34",1
"2015","07","台中市","F","45-54",1
"2015","07","台中市","F","55-64",1
"2015","07","台中市","M","15-24",2
"2015","07","台中市","M","35-44",1
"2015","07","台北市","M","25-34",3
"2015","07","台北市","M","55-64",1
"2015","07","台北市","M","65以上",1
"2015","07","台南市","F","45-54",1
"2015","07","台南市","M","35-44",1
"2015","07","台南市","M","55-64",1
"2015","07","南投縣","M","35-44",1
"2015","07","屏東縣","M","45-54",2
"2015","07","屏東縣","M","55-64",1
"2015","07","苗栗縣","M","35-44",1
"2015","07","桃園市","M","15-24",1
"2015","07","桃園市","M","25-34",3
"2015","07","桃園市","M","55-64",1
"2015","07","高雄市","M","25-34",1
"2015","07","高雄市","M","35-44",2
"2015","07","高雄市","M","45-54",2
"2015","07","高雄市","M","55-64",1
"2015","07","高雄市","M","65以上",1
"2015","07","基隆市","M","25-34",1
"2015","07","雲林縣","M","25-34",1
"2015","07","雲林縣","M","35-44",2
"2015","07","雲林縣","M","45-54",1
"2015","07","新北市","M","25-34",1
"2015","07","新北市","M","35-44",1
"2015","07","新竹縣","M","35-44",1
