年,週,就診類別,年齡別,縣市,其他肺炎健保就診人次,健保就診總人次,縣市別代碼
2022,51,住院,0~2,台中市,17,110,66000
2022,51,住院,0~2,台南市,5,15,67000
2022,51,住院,0~2,桃園市,9,79,68000
2022,51,住院,13~15,宜蘭縣,0,7,10002
2022,51,住院,13~15,新竹縣,1,4,10004
2022,51,住院,13~15,苗栗縣,3,4,10005
2022,51,住院,13~15,彰化縣,0,15,10007
2022,51,住院,13~15,南投縣,0,2,10008
2022,51,住院,13~15,雲林縣,1,2,10009
2022,51,住院,13~15,嘉義縣,0,2,10010
2022,51,住院,13~15,屏東縣,0,6,10013
2022,51,住院,13~15,台東縣,0,2,10014
2022,51,住院,13~15,花蓮縣,0,3,10015
2022,51,住院,13~15,新竹市,0,9,10018
2022,51,住院,13~15,嘉義市,0,3,10020
2022,51,住院,13~15,台北市,0,59,63000
2022,51,住院,13~15,高雄市,0,19,64000
2022,51,住院,13~15,新北市,0,20,65000
2022,51,住院,13~15,台中市,0,43,66000
2022,51,住院,13~15,台南市,0,5,67000
2022,51,住院,13~15,桃園市,1,22,68000
2022,51,住院,16~18,金門縣,0,1,09020
2022,51,住院,16~18,宜蘭縣,1,12,10002
2022,51,住院,16~18,新竹縣,0,5,10004
2022,51,住院,16~18,苗栗縣,0,1,10005
2022,51,住院,16~18,彰化縣,1,18,10007
2022,51,住院,16~18,南投縣,1,2,10008
2022,51,住院,16~18,雲林縣,0,6,10009
2022,51,住院,16~18,嘉義縣,0,9,10010
2022,51,住院,16~18,屏東縣,1,9,10013
2022,51,住院,16~18,台東縣,0,3,10014
2022,51,住院,16~18,花蓮縣,0,2,10015
2022,51,住院,16~18,基隆市,0,4,10017
2022,51,住院,16~18,新竹市,0,1,10018
2022,51,住院,16~18,嘉義市,0,5,10020
2022,51,住院,16~18,台北市,0,68,63000
2022,51,住院,16~18,高雄市,1,31,64000
2022,51,住院,16~18,新北市,1,30,65000
2022,51,住院,16~18,台中市,2,59,66000
2022,51,住院,16~18,台南市,0,7,67000
2022,51,住院,16~18,桃園市,0,28,68000
2022,51,住院,19~24,金門縣,0,3,09020
2022,51,住院,19~24,宜蘭縣,1,16,10002
2022,51,住院,19~24,新竹縣,0,20,10004
2022,51,住院,19~24,苗栗縣,0,10,10005
2022,51,住院,19~24,彰化縣,1,70,10007
2022,51,住院,19~24,南投縣,0,16,10008
2022,51,住院,19~24,雲林縣,0,19,10009
2022,51,住院,19~24,嘉義縣,0,15,10010
2022,51,住院,19~24,屏東縣,0,21,10013
2022,51,住院,19~24,台東縣,0,10,10014
2022,51,住院,19~24,花蓮縣,0,20,10015
2022,51,住院,19~24,澎湖縣,0,2,10016
2022,51,住院,19~24,基隆市,0,17,10017
2022,51,住院,19~24,新竹市,0,20,10018
2022,51,住院,19~24,嘉義市,0,22,10020
2022,51,住院,19~24,台北市,2,173,63000
2022,51,住院,19~24,高雄市,0,110,64000
2022,51,住院,19~24,新北市,6,94,65000
2022,51,住院,19~24,台中市,0,163,66000
2022,51,住院,19~24,台南市,0,42,67000
2022,51,住院,19~24,桃園市,2,116,68000
2022,51,住院,25~64,金門縣,0,34,09020
2022,51,住院,25~64,宜蘭縣,15,443,10002
2022,51,住院,25~64,新竹縣,10,602,10004
2022,51,住院,25~64,苗栗縣,2,203,10005
2022,51,住院,25~64,彰化縣,34,1353,10007
2022,51,住院,25~64,南投縣,5,149,10008
2022,51,住院,25~64,雲林縣,11,507,10009
2022,51,住院,25~64,嘉義縣,1,516,10010
2022,51,住院,25~64,屏東縣,8,394,10013
2022,51,住院,25~64,台東縣,2,143,10014
2022,51,住院,25~64,花蓮縣,11,457,10015
2022,51,住院,25~64,澎湖縣,0,29,10016
2022,51,住院,25~64,基隆市,4,326,10017
2022,51,住院,25~64,新竹市,7,510,10018
2022,51,住院,25~64,嘉義市,1,427,10020
2022,51,住院,25~64,台北市,78,5095,63000
2022,51,住院,25~64,高雄市,28,1983,64000
2022,51,住院,25~64,新北市,52,1931,65000
2022,51,住院,25~64,台中市,47,3449,66000
2022,51,住院,25~64,台南市,23,1242,67000
2022,51,住院,25~64,桃園市,45,2203,68000
2022,51,住院,3~6,金門縣,0,1,09020
2022,51,住院,3~6,宜蘭縣,8,24,10002
2022,51,住院,3~6,新竹縣,2,8,10004
2022,51,住院,3~6,苗栗縣,2,7,10005
2022,51,住院,3~6,彰化縣,15,57,10007
2022,51,住院,3~6,南投縣,6,8,10008
2022,51,住院,3~6,雲林縣,1,6,10009
2022,51,住院,3~6,嘉義縣,0,15,10010
2022,51,住院,3~6,屏東縣,10,24,10013
2022,51,住院,3~6,台東縣,2,3,10014
2022,51,住院,3~6,花蓮縣,1,10,10015
2022,51,住院,3~6,基隆市,3,7,10017
2022,51,住院,3~6,新竹市,2,14,10018
2022,51,住院,3~6,嘉義市,0,2,10020
2022,51,住院,3~6,台北市,8,143,63000
2022,51,住院,3~6,高雄市,4,31,64000
2022,51,住院,3~6,新北市,15,55,65000
2022,51,住院,3~6,台中市,14,103,66000
2022,51,住院,3~6,台南市,0,9,67000
2022,51,住院,3~6,桃園市,8,49,68000
2022,51,住院,65+,金門縣,2,33,09020
2022,51,住院,65+,宜蘭縣,24,340,10002
2022,51,住院,65+,新竹縣,31,318,10004
2022,51,住院,65+,苗栗縣,15,234,10005
2022,51,住院,65+,彰化縣,144,1162,10007
2022,51,住院,65+,南投縣,20,135,10008
2022,51,住院,65+,雲林縣,56,496,10009
2022,51,住院,65+,嘉義縣,18,517,10010
2022,51,住院,65+,屏東縣,24,356,10013
2022,51,住院,65+,台東縣,8,110,10014
2022,51,住院,65+,花蓮縣,33,368,10015
2022,51,住院,65+,澎湖縣,1,16,10016
2022,51,住院,65+,基隆市,15,309,10017
2022,51,住院,65+,新竹市,30,344,10018
2022,51,住院,65+,嘉義市,17,290,10020
2022,51,住院,65+,台北市,233,3965,63000
2022,51,住院,65+,高雄市,67,1343,64000
2022,51,住院,65+,新北市,227,1782,65000
2022,51,住院,65+,台中市,170,2111,66000
2022,51,住院,65+,台南市,51,890,67000
2022,51,住院,65+,桃園市,106,1448,68000
2022,51,住院,7~12,金門縣,0,2,09020
2022,51,住院,7~12,宜蘭縣,0,12,10002
2022,51,住院,7~12,新竹縣,0,4,10004
2022,51,住院,7~12,苗栗縣,2,6,10005
2022,51,住院,7~12,彰化縣,5,34,10007
2022,51,住院,7~12,南投縣,2,2,10008
2022,51,住院,7~12,雲林縣,0,10,10009
2022,51,住院,7~12,嘉義縣,0,8,10010
2022,51,住院,7~12,屏東縣,6,14,10013
2022,51,住院,7~12,台東縣,2,3,10014
2022,51,住院,7~12,花蓮縣,0,7,10015
2022,51,住院,7~12,澎湖縣,0,1,10016
2022,51,住院,7~12,基隆市,0,3,10017
2022,51,住院,7~12,新竹市,1,16,10018
2022,51,住院,7~12,嘉義市,0,4,10020
2022,51,住院,7~12,台北市,6,139,63000
2022,51,住院,7~12,高雄市,0,37,64000
2022,51,住院,7~12,新北市,6,42,65000
2022,51,住院,7~12,台中市,6,76,66000
2022,51,住院,7~12,台南市,0,16,67000
2022,51,住院,7~12,桃園市,2,57,68000
2022,51,門診,0~2,連江縣,0,31,09007
2022,51,門診,0~2,金門縣,3,553,09020
2022,51,門診,0~2,宜蘭縣,61,2665,10002
2022,51,門診,0~2,新竹縣,74,4392,10004
2022,51,門診,0~2,苗栗縣,76,3120,10005
2022,51,門診,0~2,彰化縣,192,9081,10007
2022,51,門診,0~2,南投縣,63,3090,10008
2022,51,門診,0~2,雲林縣,122,3641,10009
2022,51,門診,0~2,嘉義縣,19,1695,10010
2022,51,門診,0~2,屏東縣,156,4887,10013
2022,51,門診,0~2,台東縣,65,1083,10014
2022,51,門診,0~2,花蓮縣,50,1757,10015
2022,51,門診,0~2,澎湖縣,3,630,10016
2022,51,門診,0~2,基隆市,30,1768,10017
2022,51,門診,0~2,新竹市,118,4520,10018
2022,51,門診,0~2,嘉義市,17,2400,10020
2022,51,門診,0~2,台北市,156,13213,63000
2022,51,門診,0~2,高雄市,274,17732,64000
2022,51,門診,0~2,新北市,331,27332,65000
2022,51,門診,0~2,台中市,509,23771,66000
2022,51,門診,0~2,台南市,271,12719,67000
2022,51,門診,0~2,桃園市,256,15595,68000
2022,51,門診,13~15,連江縣,0,17,09007
2022,51,門診,13~15,金門縣,0,438,09020
2022,51,門診,13~15,宜蘭縣,19,1518,10002
2022,51,門診,13~15,新竹縣,14,2111,10004
2022,51,門診,13~15,苗栗縣,12,1633,10005
2022,51,門診,13~15,彰化縣,21,4548,10007
2022,51,門診,13~15,南投縣,12,1602,10008
2022,51,門診,13~15,雲林縣,5,2068,10009
2022,51,門診,13~15,嘉義縣,14,1064,10010
2022,51,門診,13~15,屏東縣,17,2236,10013
2022,51,門診,13~15,台東縣,7,572,10014
2022,51,門診,13~15,花蓮縣,4,925,10015
2022,51,門診,13~15,澎湖縣,0,344,10016
2022,51,門診,13~15,基隆市,5,933,10017
2022,51,門診,13~15,新竹市,8,2262,10018
2022,51,門診,13~15,嘉義市,3,1584,10020
2022,51,門診,13~15,台北市,43,9059,63000
2022,51,門診,13~15,高雄市,35,9334,64000
2022,51,門診,13~15,新北市,66,15518,65000
2022,51,門診,13~15,台中市,113,10998,66000
2022,51,門診,13~15,台南市,43,5856,67000
2022,51,門診,13~15,桃園市,36,7947,68000
2022,51,門診,16~18,連江縣,0,16,09007
2022,51,門診,16~18,金門縣,0,340,09020
2022,51,門診,16~18,宜蘭縣,28,1335,10002
2022,51,門診,16~18,新竹縣,3,1920,10004
2022,51,門診,16~18,苗栗縣,9,1705,10005
2022,51,門診,16~18,彰化縣,16,4257,10007
2022,51,門診,16~18,南投縣,6,1540,10008
2022,51,門診,16~18,雲林縣,3,2239,10009
2022,51,門診,16~18,嘉義縣,11,1211,10010
2022,51,門診,16~18,屏東縣,8,2539,10013
2022,51,門診,16~18,台東縣,9,563,10014
2022,51,門診,16~18,花蓮縣,0,967,10015
2022,51,門診,16~18,澎湖縣,0,499,10016
2022,51,門診,16~18,基隆市,8,1045,10017
2022,51,門診,16~18,新竹市,9,2189,10018
2022,51,門診,16~18,嘉義市,1,1621,10020
2022,51,門診,16~18,台北市,37,9026,63000
2022,51,門診,16~18,高雄市,15,9991,64000
2022,51,門診,16~18,新北市,36,14977,65000
2022,51,門診,16~18,台中市,88,12513,66000
2022,51,門診,16~18,台南市,50,6036,67000
2022,51,門診,16~18,桃園市,32,8349,68000
2022,51,門診,19~24,連江縣,0,48,09007
2022,51,門診,19~24,金門縣,1,752,09020
2022,51,門診,19~24,宜蘭縣,13,2370,10002
2022,51,門診,19~24,新竹縣,10,3350,10004
2022,51,門診,19~24,苗栗縣,13,2664,10005
2022,51,門診,19~24,彰化縣,24,7851,10007
2022,51,門診,19~24,南投縣,4,2542,10008
2022,51,門診,19~24,雲林縣,5,4580,10009
2022,51,門診,19~24,嘉義縣,12,2460,10010
2022,51,門診,19~24,屏東縣,5,4932,10013
2022,51,門診,19~24,台東縣,3,952,10014
2022,51,門診,19~24,花蓮縣,7,2204,10015
2022,51,門診,19~24,澎湖縣,0,987,10016
2022,51,門診,19~24,基隆市,8,2285,10017
2022,51,門診,19~24,新竹市,16,4813,10018
2022,51,門診,19~24,嘉義市,3,3187,10020
2022,51,門診,19~24,台北市,56,24242,63000
2022,51,門診,19~24,高雄市,34,24116,64000
2022,51,門診,19~24,新北市,68,31734,65000
2022,51,門診,19~24,台中市,179,31820,66000
2022,51,門診,19~24,台南市,66,14728,67000
2022,51,門診,19~24,桃園市,48,15866,68000
2022,51,門診,25~64,連江縣,1,657,09007
2022,51,門診,25~64,金門縣,5,8203,09020
2022,51,門診,25~64,宜蘭縣,232,35599,10002
2022,51,門診,25~64,新竹縣,182,51740,10004
2022,51,門診,25~64,苗栗縣,60,41000,10005
2022,51,門診,25~64,彰化縣,298,118325,10007
2022,51,門診,25~64,南投縣,118,42016,10008
2022,51,門診,25~64,雲林縣,150,59487,10009
2022,51,門診,25~64,嘉義縣,121,28416,10010
2022,51,門診,25~64,屏東縣,159,68683,10013
2022,51,門診,25~64,台東縣,49,16571,10014
2022,51,門診,25~64,花蓮縣,128,30675,10015
2022,51,門診,25~64,澎湖縣,23,13109,10016
2022,51,門診,25~64,基隆市,139,30072,10017
2022,51,門診,25~64,新竹市,211,59639,10018
2022,51,門診,25~64,嘉義市,86,43425,10020
2022,51,門診,25~64,台北市,1040,323991,63000
2022,51,門診,25~64,高雄市,475,311879,64000
2022,51,門診,25~64,新北市,968,397917,65000
2022,51,門診,25~64,台中市,1943,336963,66000
2022,51,門診,25~64,台南市,1069,192093,67000
2022,51,門診,25~64,桃園市,600,196587,68000
2022,51,門診,3~6,連江縣,1,30,09007
2022,51,門診,3~6,金門縣,11,815,09020
2022,51,門診,3~6,宜蘭縣,129,4161,10002
2022,51,門診,3~6,新竹縣,104,6465,10004
2022,51,門診,3~6,苗栗縣,117,5376,10005
2022,51,門診,3~6,彰化縣,268,13466,10007
2022,51,門診,3~6,南投縣,74,4853,10008
2022,51,門診,3~6,雲林縣,128,6008,10009
2022,51,門診,3~6,嘉義縣,84,2864,10010
2022,51,門診,3~6,屏東縣,133,7238,10013
2022,51,門診,3~6,台東縣,75,1567,10014
2022,51,門診,3~6,花蓮縣,55,2747,10015
2022,51,門診,3~6,澎湖縣,4,805,10016
2022,51,門診,3~6,基隆市,64,2803,10017
2022,51,門診,3~6,新竹市,143,6941,10018
2022,51,門診,3~6,嘉義市,15,3799,10020
2022,51,門診,3~6,台北市,344,21885,63000
2022,51,門診,3~6,高雄市,471,28233,64000
2022,51,門診,3~6,新北市,476,45390,65000
2022,51,門診,3~6,台中市,1009,36672,66000
2022,51,門診,3~6,台南市,397,19035,67000
2022,51,門診,3~6,桃園市,408,26751,68000
2022,51,門診,65+,連江縣,3,315,09007
2022,51,門診,65+,金門縣,5,4669,09020
2022,51,門診,65+,宜蘭縣,222,25867,10002
2022,51,門診,65+,新竹縣,93,19445,10004
2022,51,門診,65+,苗栗縣,141,24951,10005
2022,51,門診,65+,彰化縣,313,70424,10007
2022,51,門診,65+,南投縣,234,30068,10008
2022,51,門診,65+,雲林縣,214,41724,10009
2022,51,門診,65+,嘉義縣,113,22772,10010
2022,51,門診,65+,屏東縣,199,51055,10013
2022,51,門診,65+,台東縣,69,12341,10014
2022,51,門診,65+,花蓮縣,130,21546,10015
2022,51,門診,65+,澎湖縣,26,9103,10016
2022,51,門診,65+,基隆市,98,17643,10017
2022,51,門診,65+,新竹市,171,23568,10018
2022,51,門診,65+,嘉義市,119,25851,10020
2022,51,門診,65+,台北市,1274,208643,63000
2022,51,門診,65+,高雄市,415,176918,64000
2022,51,門診,65+,新北市,800,187703,65000
2022,51,門診,65+,台中市,1090,156928,66000
2022,51,門診,65+,台南市,623,105766,67000
2022,51,門診,65+,桃園市,363,75463,68000
2022,51,門診,7~12,連江縣,0,56,09007
2022,51,門診,7~12,金門縣,0,972,09020
2022,51,門診,7~12,宜蘭縣,58,3547,10002
2022,51,門診,7~12,新竹縣,43,6016,10004
2022,51,門診,7~12,苗栗縣,42,4577,10005
2022,51,門診,7~12,彰化縣,86,12244,10007
2022,51,門診,7~12,南投縣,18,4418,10008
2022,51,門診,7~12,雲林縣,36,4941,10009
2022,51,門診,7~12,嘉義縣,56,2608,10010
2022,51,門診,7~12,屏東縣,45,6526,10013
2022,51,門診,7~12,台東縣,34,1484,10014
2022,51,門診,7~12,花蓮縣,38,2334,10015
2022,51,門診,7~12,澎湖縣,3,1018,10016
2022,51,門診,7~12,基隆市,52,2417,10017
2022,51,門診,7~12,新竹市,70,6827,10018
2022,51,門診,7~12,嘉義市,8,3784,10020
2022,51,門診,7~12,台北市,129,23346,63000
2022,51,門診,7~12,高雄市,177,27197,64000
2022,51,門診,7~12,新北市,167,40058,65000
2022,51,門診,7~12,台中市,513,32370,66000
2022,51,門診,7~12,台南市,198,17503,67000
2022,51,門診,7~12,桃園市,134,21730,68000
2022,51,門診,不詳,台北市,0,2,63000
2022,51,門診,不詳,新北市,0,2,65000
2022,51,門診,不詳,台中市,0,1,66000
2022,52,住院,0~2,金門縣,2,6,09020
2022,52,住院,0~2,宜蘭縣,6,29,10002
2022,52,住院,0~2,新竹縣,1,12,10004
2022,52,住院,0~2,苗栗縣,1,7,10005
2022,52,住院,0~2,彰化縣,18,107,10007
2022,52,住院,0~2,南投縣,10,14,10008
2022,52,住院,0~2,雲林縣,3,11,10009
2022,52,住院,0~2,嘉義縣,2,16,10010
2022,52,住院,0~2,屏東縣,9,26,10013
2022,52,住院,0~2,台東縣,2,7,10014
2022,52,住院,0~2,花蓮縣,1,14,10015
2022,52,住院,0~2,基隆市,2,17,10017
2022,52,住院,0~2,新竹市,2,23,10018
2022,52,住院,0~2,嘉義市,1,5,10020
2022,52,住院,0~2,台北市,16,173,63000
2022,52,住院,0~2,高雄市,5,78,64000
2022,52,住院,0~2,新北市,26,88,65000
2022,52,住院,0~2,台中市,17,121,66000
2022,52,住院,0~2,台南市,0,8,67000
2022,52,住院,0~2,桃園市,14,113,68000
2022,52,住院,13~15,金門縣,0,0,09020
2022,52,住院,13~15,宜蘭縣,0,9,10002
2022,52,住院,13~15,新竹縣,1,2,10004
2022,52,住院,13~15,苗栗縣,1,2,10005
2022,52,住院,13~15,彰化縣,1,12,10007
2022,52,住院,13~15,南投縣,1,1,10008
2022,52,住院,13~15,雲林縣,0,5,10009
2022,52,住院,13~15,嘉義縣,0,6,10010
2022,52,住院,13~15,屏東縣,2,6,10013
2022,52,住院,13~15,台東縣,0,1,10014
2022,52,住院,13~15,花蓮縣,0,5,10015
2022,52,住院,13~15,基隆市,0,1,10017
2022,52,住院,13~15,新竹市,0,5,10018
2022,52,住院,13~15,嘉義市,0,4,10020
2022,52,住院,13~15,台北市,1,57,63000
2022,52,住院,13~15,高雄市,0,23,64000
2022,52,住院,13~15,新北市,1,7,65000
2022,52,住院,13~15,台中市,0,46,66000
2022,52,住院,13~15,台南市,0,5,67000
2022,52,住院,13~15,桃園市,0,20,68000
2022,52,住院,16~18,金門縣,0,1,09020
2022,52,住院,16~18,宜蘭縣,1,11,10002
2022,52,住院,16~18,新竹縣,0,6,10004
2022,52,住院,16~18,苗栗縣,1,2,10005
2022,52,住院,16~18,彰化縣,1,18,10007
2022,52,住院,16~18,南投縣,0,2,10008
2022,52,住院,16~18,雲林縣,0,2,10009
2022,52,住院,16~18,嘉義縣,0,3,10010
2022,52,住院,16~18,屏東縣,1,5,10013
2022,52,住院,16~18,花蓮縣,0,2,10015
2022,52,住院,16~18,基隆市,0,3,10017
2022,52,住院,16~18,新竹市,0,9,10018
2022,52,住院,16~18,嘉義市,0,2,10020
2022,52,住院,16~18,台北市,4,62,63000
2022,52,住院,16~18,高雄市,0,28,64000
2022,52,住院,16~18,新北市,3,23,65000
2022,52,住院,16~18,台中市,1,42,66000
2022,52,住院,16~18,台南市,0,4,67000
2022,52,住院,16~18,桃園市,1,30,68000
2022,52,住院,19~24,金門縣,0,1,09020
2022,52,住院,19~24,宜蘭縣,1,21,10002
2022,52,住院,19~24,新竹縣,0,21,10004
2022,52,住院,19~24,苗栗縣,0,12,10005
2022,52,住院,19~24,彰化縣,0,55,10007
2022,52,住院,19~24,南投縣,0,5,10008
2022,52,住院,19~24,雲林縣,0,23,10009
2022,52,住院,19~24,嘉義縣,0,18,10010
2022,52,住院,19~24,屏東縣,0,19,10013
2022,52,住院,19~24,台東縣,0,2,10014
2022,52,住院,19~24,花蓮縣,0,25,10015
2022,52,住院,19~24,澎湖縣,0,1,10016
2022,52,住院,19~24,基隆市,0,6,10017
2022,52,住院,19~24,新竹市,0,22,10018
2022,52,住院,19~24,嘉義市,0,14,10020
2022,52,住院,19~24,台北市,3,190,63000
2022,52,住院,19~24,高雄市,1,102,64000
2022,52,住院,19~24,新北市,1,75,65000
2022,52,住院,19~24,台中市,1,150,66000
2022,52,住院,19~24,台南市,0,33,67000
2022,52,住院,19~24,桃園市,1,110,68000
2022,52,住院,25~64,金門縣,1,21,09020
2022,52,住院,25~64,宜蘭縣,16,445,10002
2022,52,住院,25~64,新竹縣,8,605,10004
2022,52,住院,25~64,苗栗縣,6,215,10005
2022,52,住院,25~64,彰化縣,42,1368,10007
2022,52,住院,25~64,南投縣,5,134,10008
2022,52,住院,25~64,雲林縣,10,478,10009
2022,52,住院,25~64,嘉義縣,5,524,10010
2022,52,住院,25~64,屏東縣,10,375,10013
2022,52,住院,25~64,台東縣,5,98,10014
2022,52,住院,25~64,花蓮縣,17,427,10015
2022,52,住院,25~64,澎湖縣,0,19,10016
2022,52,住院,25~64,基隆市,4,298,10017
2022,52,住院,25~64,新竹市,9,450,10018
2022,52,住院,25~64,嘉義市,0,370,10020
2022,52,住院,25~64,台北市,73,5042,63000
2022,52,住院,25~64,高雄市,38,2322,64000
2022,52,住院,25~64,新北市,56,1887,65000
2022,52,住院,25~64,台中市,41,3471,66000
2022,52,住院,25~64,台南市,25,1319,67000
2022,52,住院,25~64,桃園市,55,2258,68000
2022,52,住院,3~6,金門縣,0,1,09020
2022,52,住院,3~6,宜蘭縣,8,25,10002
2022,52,住院,3~6,新竹縣,2,10,10004
2022,52,住院,3~6,苗栗縣,5,10,10005
2022,52,住院,3~6,彰化縣,14,57,10007
2022,52,住院,3~6,南投縣,6,9,10008
2022,52,住院,3~6,雲林縣,0,1,10009
2022,52,住院,3~6,嘉義縣,1,11,10010
2022,52,住院,3~6,屏東縣,9,25,10013
2022,52,住院,3~6,台東縣,1,3,10014
2022,52,住院,3~6,花蓮縣,3,10,10015
2022,52,住院,3~6,基隆市,7,15,10017
2022,52,住院,3~6,新竹市,2,10,10018
2022,52,住院,3~6,嘉義市,0,2,10020
2022,52,住院,3~6,台北市,14,128,63000
2022,52,住院,3~6,高雄市,10,63,64000
2022,52,住院,3~6,新北市,19,59,65000
2022,52,住院,3~6,台中市,15,101,66000
2022,52,住院,3~6,台南市,1,9,67000
2022,52,住院,3~6,桃園市,12,61,68000
2022,52,住院,65+,連江縣,2,2,09007
2022,52,住院,65+,金門縣,2,30,09020
2022,52,住院,65+,宜蘭縣,41,373,10002
2022,52,住院,65+,新竹縣,38,338,10004
2022,52,住院,65+,苗栗縣,10,202,10005
2022,52,住院,65+,彰化縣,180,1289,10007
2022,52,住院,65+,南投縣,23,141,10008
2022,52,住院,65+,雲林縣,45,479,10009
2022,52,住院,65+,嘉義縣,20,520,10010
2022,52,住院,65+,屏東縣,36,362,10013
2022,52,住院,65+,台東縣,11,80,10014
2022,52,住院,65+,花蓮縣,38,371,10015
2022,52,住院,65+,澎湖縣,2,15,10016
2022,52,住院,65+,基隆市,29,316,10017
2022,52,住院,65+,新竹市,34,380,10018
2022,52,住院,65+,嘉義市,20,279,10020
2022,52,住院,65+,台北市,234,4058,63000
2022,52,住院,65+,高雄市,92,1641,64000
2022,52,住院,65+,新北市,275,1872,65000
2022,52,住院,65+,台中市,178,2110,66000
2022,52,住院,65+,台南市,75,956,67000
2022,52,住院,65+,桃園市,150,1500,68000
2022,52,住院,7~12,宜蘭縣,3,13,10002
2022,52,住院,7~12,新竹縣,0,12,10004
2022,52,住院,7~12,苗栗縣,3,11,10005
2022,52,住院,7~12,彰化縣,4,44,10007
2022,52,住院,7~12,南投縣,2,2,10008
2022,52,住院,7~12,雲林縣,0,7,10009
2022,52,住院,7~12,嘉義縣,0,9,10010
2022,52,住院,7~12,屏東縣,10,18,10013
2022,52,住院,7~12,台東縣,0,2,10014
2022,52,住院,7~12,花蓮縣,0,6,10015
2022,52,住院,7~12,基隆市,3,11,10017
2022,52,住院,7~12,新竹市,0,14,10018
2022,52,住院,7~12,嘉義市,0,4,10020
2022,52,住院,7~12,台北市,1,127,63000
2022,52,住院,7~12,高雄市,1,41,64000
2022,52,住院,7~12,新北市,7,29,65000
2022,52,住院,7~12,台中市,9,85,66000
2022,52,住院,7~12,台南市,0,11,67000
2022,52,住院,7~12,桃園市,0,41,68000
2022,52,門診,0~2,連江縣,0,26,09007
2022,52,門診,0~2,金門縣,6,605,09020
2022,52,門診,0~2,宜蘭縣,76,2785,10002
2022,52,門診,0~2,新竹縣,89,4671,10004
2022,52,門診,0~2,苗栗縣,64,3347,10005
2022,52,門診,0~2,彰化縣,182,9820,10007
2022,52,門診,0~2,南投縣,66,3416,10008
2022,52,門診,0~2,雲林縣,131,3925,10009
2022,52,門診,0~2,嘉義縣,32,1630,10010
2022,52,門診,0~2,屏東縣,110,5559,10013
2022,52,門診,0~2,台東縣,57,1147,10014
2022,52,門診,0~2,花蓮縣,61,2112,10015
2022,52,門診,0~2,澎湖縣,2,646,10016
2022,52,門診,0~2,基隆市,32,1857,10017
2022,52,門診,0~2,新竹市,143,5194,10018
2022,52,門診,0~2,嘉義市,12,2504,10020
2022,52,門診,0~2,台北市,189,14535,63000
2022,52,門診,0~2,高雄市,278,19548,64000
2022,52,門診,0~2,新北市,379,29565,65000
2022,52,門診,0~2,台中市,633,25030,66000
2022,52,門診,0~2,台南市,249,13326,67000
2022,52,門診,0~2,桃園市,244,16567,68000
2022,52,門診,13~15,連江縣,0,25,09007
2022,52,門診,13~15,金門縣,0,474,09020
2022,52,門診,13~15,宜蘭縣,24,1551,10002
2022,52,門診,13~15,新竹縣,20,2277,10004
2022,52,門診,13~15,苗栗縣,13,1954,10005
2022,52,門診,13~15,彰化縣,27,4887,10007
2022,52,門診,13~15,南投縣,7,1903,10008
2022,52,門診,13~15,雲林縣,9,2406,10009
2022,52,門診,13~15,嘉義縣,28,1306,10010
2022,52,門診,13~15,屏東縣,8,2576,10013
2022,52,門診,13~15,台東縣,13,552,10014
2022,52,門診,13~15,花蓮縣,7,1031,10015
2022,52,門診,13~15,澎湖縣,0,350,10016
2022,52,門診,13~15,基隆市,18,1139,10017
2022,52,門診,13~15,新竹市,11,2755,10018
2022,52,門診,13~15,嘉義市,4,1653,10020
2022,52,門診,13~15,台北市,40,9849,63000
2022,52,門診,13~15,高雄市,29,10503,64000
2022,52,門診,13~15,新北市,61,16960,65000
2022,52,門診,13~15,台中市,136,12865,66000
2022,52,門診,13~15,台南市,69,7049,67000
2022,52,門診,13~15,桃園市,44,8837,68000
2022,52,門診,16~18,連江縣,0,28,09007
2022,52,門診,16~18,金門縣,0,394,09020
2022,52,門診,16~18,宜蘭縣,19,1444,10002
2022,52,門診,16~18,新竹縣,8,1978,10004
2022,52,門診,16~18,苗栗縣,12,1873,10005
2022,52,門診,16~18,彰化縣,17,4916,10007
2022,52,門診,16~18,南投縣,8,1905,10008
2022,52,門診,16~18,雲林縣,12,2486,10009
2022,52,門診,16~18,嘉義縣,17,1323,10010
2022,52,門診,16~18,屏東縣,4,2651,10013
2022,52,門診,16~18,台東縣,5,542,10014
2022,52,門診,16~18,花蓮縣,2,1051,10015
2022,52,門診,16~18,澎湖縣,0,413,10016
2022,52,門診,16~18,基隆市,13,1241,10017
2022,52,門診,16~18,新竹市,15,2350,10018
2022,52,門診,16~18,嘉義市,1,1815,10020
2022,52,門診,16~18,台北市,31,9301,63000
2022,52,門診,16~18,高雄市,26,11278,64000
2022,52,門診,16~18,新北市,45,15781,65000
2022,52,門診,16~18,台中市,154,14356,66000
2022,52,門診,16~18,台南市,48,6985,67000
2022,52,門診,16~18,桃園市,28,8569,68000
2022,52,門診,19~24,連江縣,0,74,09007
2022,52,門診,19~24,金門縣,1,833,09020
2022,52,門診,19~24,宜蘭縣,10,2330,10002
2022,52,門診,19~24,新竹縣,11,3580,10004
2022,52,門診,19~24,苗栗縣,5,2815,10005
2022,52,門診,19~24,彰化縣,16,8315,10007
2022,52,門診,19~24,南投縣,10,2792,10008
2022,52,門診,19~24,雲林縣,10,4919,10009
2022,52,門診,19~24,嘉義縣,9,2543,10010
