確定病名,死亡年份,死亡月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎,2023,7,屏東縣,東港鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,屏東縣,恆春鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,恆春鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,屏東縣,萬丹鄉,F,否,70+,4
嚴重特殊傳染性肺炎,2023,7,屏東縣,萬丹鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,屏東縣,長治鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,麟洛鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,九如鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,九如鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,里港鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,屏東縣,鹽埔鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,鹽埔鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,高樹鄉,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,屏東縣,萬巒鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,內埔鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,內埔鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,屏東縣,竹田鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,崁頂鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,崁頂鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,林邊鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,屏東縣,獅子鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,澎湖縣,馬公市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,花蓮縣,花蓮市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,花蓮縣,花蓮市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,花蓮縣,玉里鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,花蓮縣,新城鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,花蓮縣,吉安鄉,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,7,花蓮縣,吉安鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,花蓮縣,壽豐鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,花蓮縣,壽豐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,花蓮縣,光復鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台東縣,台東市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台東縣,台東市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台東縣,卑南鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台東縣,卑南鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台東縣,大武鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台東縣,達仁鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,金門縣,金城鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,金門縣,金城鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,金門縣,金寧鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,金門縣,烈嶼鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,松山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,台北市,松山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,大安區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,台北市,大同區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,大同區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台北市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,中山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,內湖區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,士林區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,信義區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台北市,萬華區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,台北市,文山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,豐原區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,台中市,東勢區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台中市,東勢區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,清水區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,台中市,沙鹿區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,潭子區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,大雅區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,8,台中市,大雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,外埔區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,8,台中市,烏日區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,大肚區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,龍井區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,霧峰區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,台中市,霧峰區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,太平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,大里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,北區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台中市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,西屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,台中市,西屯區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,台中市,南屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台中市,南屯區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台中市,北屯區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,8,台中市,北屯區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,8,台中市,北屯區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,台南市,新營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,麻豆區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台南市,佳里區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,8,台南市,佳里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,新化區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,下營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,七股區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,台南市,將軍區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,安定區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,山上區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,玉井區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,楠西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,仁德區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,關廟區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台南市,永康區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台南市,永康區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台南市,東區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,8,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,東區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,台南市,南區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,台南市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,南區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,台南市,中西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,中西區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,台南市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,安南區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,台南市,安南區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,台南市,安南區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,台南市,安南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台南市,安平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,鳳山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,高雄市,鳳山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,鳳山區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,高雄市,大寮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,大社區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,橋頭區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,湖內區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,茄萣區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,高雄市,茄萣區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,鼓山區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,高雄市,左營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,左營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,三民區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,8,高雄市,三民區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,高雄市,三民區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,高雄市,三民區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,高雄市,新興區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,新興區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,苓雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,苓雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,前鎮區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,高雄市,前鎮區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,高雄市,前鎮區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,高雄市,小港區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,8,高雄市,小港區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,8,高雄市,小港區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,高雄市,小港區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,基隆市,中正區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,基隆市,中正區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,基隆市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,基隆市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,基隆市,暖暖區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,基隆市,暖暖區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,基隆市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,基隆市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新竹市,北區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,新竹市,北區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,新竹市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新竹市,香山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,嘉義市,東區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,嘉義市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,嘉義市,西區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,新北市,板橋區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,8,新北市,板橋區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,8,新北市,板橋區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,8,新北市,板橋區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,新北市,三重區,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,8,新北市,三重區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,三重區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,新北市,永和區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,新北市,中和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,中和區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,8,新北市,新莊區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,新莊區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,新北市,樹林區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,新北市,樹林區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,樹林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,三峽區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,淡水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,汐止區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,8,新北市,汐止區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,瑞芳區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,土城區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,新北市,土城區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,蘆洲區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,新北市,蘆洲區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,新北市,五股區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,新北市,五股區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,新北市,泰山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,新北市,林口區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,新北市,林口區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,坪林區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新北市,雙溪區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,新北市,貢寮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,桃園市,桃園區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,8,桃園市,中壢區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,桃園市,楊梅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,桃園市,楊梅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,桃園市,蘆竹區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,桃園市,八德區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,桃園市,八德區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,桃園市,龍潭區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,桃園市,龍潭區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,桃園市,平鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新竹縣,竹東鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新竹縣,湖口鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,新竹縣,新豐鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,宜蘭縣,宜蘭市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,宜蘭縣,蘇澳鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,8,宜蘭縣,頭城鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,宜蘭縣,礁溪鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,宜蘭縣,五結鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,宜蘭縣,五結鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,宜蘭縣,三星鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,苗栗縣,苗栗市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,苗栗縣,通霄鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,苗栗縣,竹南鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,苗栗縣,頭份市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,苗栗縣,三義鄉,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,彰化縣,彰化市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,彰化縣,彰化市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,彰化縣,和美鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,彰化縣,員林市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,彰化縣,伸港鄉,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,8,彰化縣,社頭鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,彰化縣,社頭鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,彰化縣,埤頭鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,南投縣,南投市,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,南投縣,南投市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,南投縣,埔里鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,南投縣,草屯鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,南投縣,草屯鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,南投縣,竹山鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,南投縣,集集鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,南投縣,鹿谷鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,南投縣,魚池鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,南投縣,信義鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,斗六市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,斗六市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,雲林縣,斗南鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,虎尾鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,土庫鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,古坑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,林內鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,東勢鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,元長鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,雲林縣,四湖鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,嘉義縣,民雄鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,嘉義縣,新港鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,嘉義縣,新港鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,嘉義縣,太保市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,8,嘉義縣,竹崎鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,嘉義縣,梅山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,嘉義縣,梅山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,嘉義縣,番路鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,嘉義縣,番路鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,屏東縣,屏東市,F,否,70+,3
嚴重特殊傳染性肺炎,2023,8,屏東縣,屏東市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,屏東縣,潮州鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,屏東縣,潮州鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,屏東縣,東港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,屏東縣,東港鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,屏東縣,萬丹鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,屏東縣,萬丹鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,屏東縣,長治鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,屏東縣,高樹鄉,M,否,70+,3
嚴重特殊傳染性肺炎,2023,8,屏東縣,內埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,屏東縣,竹田鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,屏東縣,佳冬鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,澎湖縣,馬公市,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,澎湖縣,馬公市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,花蓮縣,花蓮市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,8,花蓮縣,玉里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,8,花蓮縣,壽豐鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,8,台東縣,台東市,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,8,台東縣,台東市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,8,台東縣,卑南鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,大安區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,9,台北市,大安區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,大同區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,內湖區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,台北市,南港區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,士林區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,9,台北市,士林區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,北投區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,台北市,北投區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,中正區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,萬華區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,萬華區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台北市,文山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,台中市,豐原區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,9,台中市,清水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,沙鹿區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,后里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,后里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,烏日區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,台中市,烏日區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,太平區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,大里區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,9,台中市,大里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,西屯區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,9,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,南屯區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,台中市,南屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,南屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台中市,北屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,9,台中市,北屯區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,台南市,下營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台南市,大內區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台南市,新市區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台南市,仁德區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台南市,歸仁區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,台南市,永康區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,9,台南市,永康區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台南市,東區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,9,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台南市,東區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,9,台南市,中西區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,9,台南市,安南區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,台南市,安南區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,台南市,安平區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,9,高雄市,鳳山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,高雄市,鳳山區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,9,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,旗山區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,鹽埕區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,楠梓區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,楠梓區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,三民區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,三民區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,苓雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,高雄市,小港區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,9,基隆市,中正區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,9,基隆市,仁愛區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,9,基隆市,安樂區,F,否,70+,1
